Date,Tesla_ADJ_Close,GM_ADJ_Close,Ford_ADJ_Close,Toyota_ADJ_Close,Nissan_ADJ_Close,VW_ADJ_Close
2010-01-04,,,65.1002426147461,65.1002426147461,12.771316528320312,
2010-01-05,,,64.09788513183594,64.09788513183594,12.564291000366211,91.02989196777344
2010-01-06,,,64.91661071777344,64.91661071777344,12.357266426086426,91.02989196777344
2010-01-07,,,64.11318969726562,64.11318969726562,12.250185012817383,91.02989196777344
2010-01-08,,,65.62055969238281,65.62055969238281,12.52859878540039,93.5468521118164
2010-01-11,,,65.95722198486328,65.95722198486328,12.564291000366211,93.96634674072266
2010-01-12,,,68.48228454589844,68.48228454589844,12.649954795837402,91.65914154052734
2010-01-13,,,68.24508666992188,68.24508666992188,12.635680198669434,91.65914154052734
2010-01-14,,,69.57646942138672,69.57646942138672,12.535737037658691,91.65914154052734
2010-01-15,,,69.7371597290039,69.7371597290039,12.371543884277344,91.65914154052734
2010-01-19,,,70.22686004638672,70.22686004638672,12.121683120727539,87.25446319580078
2010-01-20,,,68.3828125,68.3828125,11.80044174194336,85.57649230957031
2010-01-21,,,69.18624877929688,69.18624877929688,11.779021263122559,84.9472427368164
2010-01-22,,,67.46460723876953,67.46460723876953,11.636247634887695,83.89852905273438
2010-01-25,,,67.11264038085938,67.11264038085938,11.664802551269531,83.89852905273438
2010-01-26,,,66.40103149414062,66.40103149414062,11.500609397888184,83.89852905273438
2010-01-27,,,61.037227630615234,61.037227630615234,11.422083854675293,78.44511413574219
2010-01-28,,,59.43037796020508,59.43037796020508,11.57913589477539,78.44511413574219
2010-01-29,,,58.917720794677734,58.917720794677734,11.664802551269531,74.25019073486328
2010-02-01,,,61.167293548583984,61.167293548583984,11.57913589477539,74.25019073486328
2010-02-02,,,59.82060623168945,59.82060623168945,11.95749282836914,74.25019073486328
2010-02-03,,,56.23199462890625,56.23199462890625,12.036018371582031,80.5425796508789
2010-02-04,,,54.923545837402344,54.923545837402344,11.900383949279785,76.5573959350586
2010-02-05,,,57.16549301147461,57.16549301147461,11.700495719909668,76.5573959350586
2010-02-08,,,55.742279052734375,55.742279052734375,11.279306411743164,72.99169921875
2010-02-09,,,57.081329345703125,57.081329345703125,12.135963439941406,74.4599380493164
2010-02-10,,,57.915348052978516,57.915348052978516,11.95035457611084,74.83746337890625
2010-02-11,,,58.15255355834961,58.15255355834961,11.921797752380371,72.15272521972656
2010-02-12,,,58.955970764160156,58.955970764160156,11.450639724731445,72.15272521972656
2010-02-16,,,58.16020584106445,58.16020584106445,11.57199764251709,72.90780639648438
2010-02-17,,,56.73699188232422,56.73699188232422,11.757606506347656,72.90780639648438
2010-02-18,,,56.1937255859375,56.1937255859375,11.95749282836914,72.02688598632812
2010-02-19,,,56.12487030029297,56.12487030029297,11.636247634887695,72.02688598632812
2010-02-22,,,55.80350112915039,55.80350112915039,11.729049682617188,74.62773132324219
2010-02-23,,,54.7475700378418,54.7475700378418,11.593414306640625,73.45315551757812
2010-02-24,,,56.87472915649414,56.87472915649414,11.45777702331543,73.45315551757812
2010-02-25,,,56.54570770263672,56.54570770263672,11.322139739990234,73.83069610595703
2010-02-26,,,57.257301330566406,57.257301330566406,11.26502799987793,73.83069610595703
2010-03-01,,,56.346763610839844,56.346763610839844,11.329277992248535,73.83069610595703
2010-03-02,,,56.943599700927734,56.943599700927734,11.422083854675293,74.25019073486328
2010-03-03,,,58.87181091308594,58.87181091308594,11.35069465637207,76.34764862060547
2010-03-04,,,57.70877456665039,57.70877456665039,11.172223091125488,76.34764862060547
2010-03-05,,,58.87181091308594,58.87181091308594,11.31500244140625,81.67521667480469
2010-03-08,,,59.6369743347168,59.6369743347168,11.64338493347168,82.34638977050781
2010-03-09,,,58.66521072387695,58.66521072387695,11.736190795898438,79.91334533691406
2010-03-10,,,58.42801284790039,58.42801284790039,11.68621826171875,79.91334533691406
2010-03-11,,,58.87181091308594,58.87181091308594,11.921797752380371,79.91334533691406
2010-03-12,,,58.910072326660156,58.910072326660156,12.078855514526367,87.25446319580078
2010-03-15,,,59.75173568725586,59.75173568725586,12.085992813110352,85.57649230957031
2010-03-16,,,60.777076721191406,60.777076721191406,11.971771240234375,88.09344482421875
2010-03-17,,,60.677608489990234,60.677608489990234,12.143102645874023,88.30318450927734
2010-03-18,,,60.302677154541016,60.302677154541016,12.150240898132324,85.36673736572266
2010-03-19,,,60.87654495239258,60.87654495239258,12.028882026672363,86.20573425292969
2010-03-22,,,61.35860061645508,61.35860061645508,12.128823280334473,86.20573425292969
2010-03-23,,,63.011356353759766,63.011356353759766,12.243046760559082,86.20573425292969
2010-03-24,,,62.42217254638672,62.42217254638672,12.078855514526367,80.83621978759766
2010-03-25,,,61.46572494506836,61.46572494506836,11.886104583740234,79.07434844970703
2010-03-26,,,62.33102035522461,62.33102035522461,12.064577102661133,82.01079559326172
2010-03-29,,,63.055572509765625,63.055572509765625,12.071715354919434,82.22055053710938
2010-03-30,,,63.265804290771484,63.265804290771484,12.257325172424316,80.12309265136719
2010-03-31,,,62.61952209472656,62.61952209472656,12.278742790222168,80.12309265136719
2010-04-01,,,62.67401885986328,62.67401885986328,12.492901802062988,80.12309265136719
2010-04-05,,,63.27361297607422,63.27361297607422,12.621402740478516,80.12309265136719
2010-04-06,,,62.94655227661133,62.94655227661133,12.59998607635498,80.5425796508789
2010-04-07,,,62.23019027709961,62.23019027709961,12.457209587097168,80.5425796508789
2010-04-08,,,61.887603759765625,61.887603759765625,12.52859878540039,80.5425796508789
2010-04-09,,,62.23019027709961,62.23019027709961,12.514322280883789,79.70359802246094
2010-04-12,,,61.94209671020508,61.94209671020508,12.385820388793945,79.70359802246094
2010-04-13,,,61.53718948364258,61.53718948364258,12.4500732421875,79.70359802246094
2010-04-14,,,62.549442291259766,62.549442291259766,12.514322280883789,83.89852905273438
2010-04-15,,,62.339210510253906,62.339210510253906,12.385820388793945,82.64005279541016
2010-04-16,,,61.80192565917969,61.80192565917969,12.200213432312012,82.84980010986328
2010-04-19,,,61.56055450439453,61.56055450439453,12.085992813110352,81.3815689086914
2010-04-20,,,61.32697296142578,61.32697296142578,12.128823280334473,83.89852905273438
2010-04-21,,,60.80524826049805,60.80524826049805,12.314435005187988,85.78623962402344
2010-04-22,,,60.11226272583008,60.11226272583008,12.193074226379395,84.73750305175781
2010-04-23,,,60.45485305786133,60.45485305786133,12.307291984558105,84.18340301513672
2010-04-26,,,61.37367630004883,61.37367630004883,12.385820388793945,84.39652252197266
2010-04-27,,,59.9487419128418,59.9487419128418,12.243046760559082,79.92093658447266
2010-04-28,,,59.831947326660156,59.831947326660156,12.143102645874023,79.5799331665039
2010-04-29,,,60.820831298828125,60.820831298828125,12.371543884277344,82.22266387939453
2010-04-30,,,60.02658462524414,60.02658462524414,12.371543884277344,80.560302734375
2010-05-03,,,60.49379348754883,60.49379348754883,12.400099754333496,79.19631958007812
2010-05-04,,,59.24794006347656,59.24794006347656,12.050296783447266,77.78971862792969
2010-05-05,,,58.99877166748047,58.99877166748047,11.964632034301758,73.82564544677734
2010-05-06,,,58.50044631958008,58.50044631958008,11.814717292785645,72.03538513183594
2010-05-07,,,58.31356430053711,58.31356430053711,11.529165267944336,71.39603424072266
2010-05-10,,,59.7618522644043,59.7618522644043,11.836134910583496,75.01911926269531
2010-05-11,,,60.31470489501953,60.31470489501953,11.536303520202637,75.01911926269531
2010-05-12,,,60.99992752075195,60.99992752075195,11.529165267944336,75.01911926269531
2010-05-13,,,59.78519821166992,59.78519821166992,11.065143585205078,75.01911926269531
2010-05-14,,,58.772972106933594,58.772972106933594,10.908088684082031,73.69775390625
2010-05-17,,,59.86309051513672,59.86309051513672,11.100836753845215,72.46163940429688
2010-05-18,,,58.843048095703125,58.843048095703125,11.008031845092773,74.12400817871094
2010-05-19,,,58.952064514160156,58.952064514160156,11.165087699890137,72.7600326538086
2010-05-20,,,57.62055969238281,57.62055969238281,10.708203315734863,72.7600326538086
2010-05-21,,,58.858612060546875,58.858612060546875,10.708203315734863,73.31413269042969
2010-05-24,,,58.00987243652344,58.00987243652344,10.686785697937012,72.88788604736328
2010-05-25,,,57.690635681152344,57.690635681152344,10.25845718383789,68.88119506835938
2010-05-26,,,56.07102966308594,56.07102966308594,10.208487510681152,68.88119506835938
2010-05-27,,,57.418094635009766,57.418094635009766,10.472622871398926,68.88119506835938
2010-05-28,,,56.32797622680664,56.32797622680664,10.308428764343262,72.49574279785156
2010-06-01,,,55.68948745727539,55.68948745727539,10.14423656463623,73.40792083740234
2010-06-02,,,56.1021728515625,56.1021728515625,10.158515930175781,73.40792083740234
2010-06-03,,,56.62386703491211,56.62386703491211,10.379817962646484,73.40792083740234
2010-06-04,,,55.362449645996094,55.362449645996094,10.044293403625488,70.586181640625
2010-06-07,,,54.09324264526367,54.09324264526367,9.851548194885254,67.77296447753906
2010-06-08,,,54.801815032958984,54.801815032958984,9.980043411254883,69.39269256591797
2010-06-09,,,54.10103225708008,54.10103225708008,9.615967750549316,69.35005950927734
2010-06-10,,,55.33909225463867,55.33909225463867,9.937211990356445,69.35005950927734
2010-06-11,,,55.13664245605469,55.13664245605469,9.80157470703125,69.35005950927734
2010-06-14,,,55.30016326904297,55.30016326904297,10.094266891479492,69.35005950927734
2010-06-15,,,56.8730354309082,56.8730354309082,10.779589653015137,69.35005950927734
2010-06-16,,,56.670597076416016,56.670597076416016,10.85811710357666,73.27151489257812
2010-06-17,,,56.30461883544922,56.30461883544922,10.765313148498535,76.29786682128906
2010-06-18,,,55.634979248046875,55.634979248046875,10.529731750488281,77.15034484863281
2010-06-21,,,55.9542350769043,55.9542350769043,10.658230781555176,77.78971862792969
