,Country,Year,Annual COƒ??,Share of global COƒ?? emissions (%),GHG(tonnes COƒ??e ),AverageTemperature,GDP,Population,GDP_per_capita
3173,Seychelles,1995,197856.0,0.0009,270000.0,27.297749999999997,0.6031715869903564,74931.0,8049.693544599118
3174,Seychelles,1996,234496.0,0.001,310000.0,26.91175,0.6328327059745789,75714.0,8358.199355133514
3175,Seychelles,1997,340752.0,0.0014,420000.0,27.367916666666662,0.7085293531417847,76405.0,9273.337519033894
3176,Seychelles,1998,432352.0,0.0018,520000.0,27.654416666666666,0.768069863319397,77174.0,9952.443352934886
3177,Seychelles,1999,509296.0,0.0021,600000.0,27.13683333333334,0.7824481725692749,78137.0,10013.798489438741
3178,Seychelles,2000,571584.0,0.0023,660000.0,27.17925,0.7942970991134644,79158.0,10034.325009644816
3179,Seychelles,2001,633872.0,0.0025,720000.0,27.467833333333342,0.7762573361396791,80173.0,9682.278773897431
3180,Seychelles,2002,538608.0,0.0021,630000.0,27.53108333333334,0.7856720089912415,81125.0,9684.708893574623
3181,Seychelles,2003,549600.0,0.002,640000.0,27.68541666666667,0.7394184470176697,82049.0,9011.91296685724
3182,Seychelles,2004,736464.0,0.0026,830000.0,27.25775,0.7183416485786438,82970.0,8657.848000224705
3183,Seychelles,2005,688832.0,0.0024,790000.0,27.468416666666666,0.7830337882041931,83886.0,9334.499060679891
3184,Seychelles,2006,732800.0,0.0024,830000.0,27.470166666666668,0.8566869497299194,84798.0,10102.678715652719
3185,Seychelles,2007,641200.0,0.0021,750000.0,27.71258333333334,0.9459660649299622,85702.0,11037.852849758025
3186,Seychelles,2008,692496.0,0.0022,800000.0,27.376833333333334,0.9256571531295776,86595.0,10689.498852469284
3187,Seychelles,2009,523952.0,0.0017,630000.0,27.741249999999997,0.9154263734817504,87476.0,10464.886065683737
3188,Seychelles,2010,443344.0,0.0013,560000.0,27.744833333333332,0.9699397087097168,88340.0,10979.620881930234
3189,Seychelles,2011,340752.0,0.001,460000.0,27.73166666666667,1.0464415550231934,89188.0,11732.985996133935
3190,Seychelles,2012,439680.0,0.0013,560000.0,27.77258333333334,1.0596354007720947,90024.0,11770.587851818345
3191,Seychelles,2013,403040.0,0.0011,530000.0,27.451625000000007,1.1234049797058103,90846.0,12366.036806307493
3192,Sierra Leone,1990,487312.0,0.0022,11030000.0,26.55141666666667,1.7938110828399658,4228201.0,424.2492452085334
3193,Sierra Leone,1991,545936.0,0.0024,11060000.0,26.62158333333333,1.836000680923462,4334898.0,423.53953447658097
3194,Sierra Leone,1992,447008.0,0.002,10980000.0,26.397166666666667,1.4869235754013062,4246282.0,350.1707082575548
3195,Sierra Leone,1993,447008.0,0.002,11060000.0,26.608833333333337,1.5073620080947876,4099669.0,367.6789536166914
