Entity,Code,Year,CO₂ concentration (parts per million)
World,OWID_WRL,311393 BCE,241.9
World,OWID_WRL,310643 BCE,239
World,OWID_WRL,309720 BCE,237.8
World,OWID_WRL,308826 BCE,233.2
World,OWID_WRL,308061 BCE,226.2
World,OWID_WRL,307474 BCE,227.8
World,OWID_WRL,306376 BCE,225.8
World,OWID_WRL,305513 BCE,244.8
World,OWID_WRL,304631 BCE,248.6
World,OWID_WRL,303828 BCE,250.2
World,OWID_WRL,303150 BCE,240.7
World,OWID_WRL,302151 BCE,240.2
World,OWID_WRL,301166 BCE,236
World,OWID_WRL,300134 BCE,239
World,OWID_WRL,299076 BCE,236.1
World,OWID_WRL,298166 BCE,231
World,OWID_WRL,297426 BCE,224.4
World,OWID_WRL,296755 BCE,217.1
World,OWID_WRL,294879 BCE,213.1
World,OWID_WRL,293414 BCE,212.7
World,OWID_WRL,292505 BCE,206.7
World,OWID_WRL,291701 BCE,206
World,OWID_WRL,290868 BCE,207.6
World,OWID_WRL,289613 BCE,217.1
World,OWID_WRL,288914 BCE,220.4
World,OWID_WRL,288235 BCE,234.9
World,OWID_WRL,286336 BCE,231
World,OWID_WRL,285870 BCE,230.4
World,OWID_WRL,285494 BCE,231.4
World,OWID_WRL,284660 BCE,226.4
World,OWID_WRL,283981 BCE,228
World,OWID_WRL,282485 BCE,231.3
World,OWID_WRL,280643 BCE,223.7
World,OWID_WRL,279451 BCE,215.3
World,OWID_WRL,278609 BCE,211
World,OWID_WRL,277669 BCE,204.5
World,OWID_WRL,276641 BCE,202.2
World,OWID_WRL,275493 BCE,193.2
World,OWID_WRL,274308 BCE,198.4
World,OWID_WRL,273205 BCE,194.1
World,OWID_WRL,272214 BCE,193.9
World,OWID_WRL,271216 BCE,190.4
World,OWID_WRL,270200 BCE,184.7
World,OWID_WRL,269086 BCE,198.8
World,OWID_WRL,267990 BCE,194.2
World,OWID_WRL,267046 BCE,187.2
World,OWID_WRL,266308 BCE,188.7
World,OWID_WRL,265057 BCE,211.7
World,OWID_WRL,264184 BCE,199.9
World,OWID_WRL,262634 BCE,228.1
World,OWID_WRL,260867 BCE,214.6
World,OWID_WRL,260105 BCE,208.9
World,OWID_WRL,259344 BCE,205.7
World,OWID_WRL,258944 BCE,209.6
World,OWID_WRL,257447 BCE,203.9
World,OWID_WRL,255958 BCE,204
World,OWID_WRL,255111 BCE,201.9
World,OWID_WRL,254349 BCE,199
World,OWID_WRL,252637 BCE,195.4
World,OWID_WRL,251807 BCE,196.7
World,OWID_WRL,251004 BCE,195.4
World,OWID_WRL,250182 BCE,213.9
World,OWID_WRL,249441 BCE,200.2
World,OWID_WRL,247150 BCE,214.7
World,OWID_WRL,244920 BCE,219.4
World,OWID_WRL,244239 BCE,230.4
World,OWID_WRL,243614 BCE,236.7
World,OWID_WRL,243107 BCE,249.9
World,OWID_WRL,242632 BCE,252.3
World,OWID_WRL,242172 BCE,263.7
World,OWID_WRL,241189 BCE,280.2
World,OWID_WRL,240735 BCE,279
World,OWID_WRL,239905 BCE,263.2
World,OWID_WRL,239383 BCE,259.7
World,OWID_WRL,238240 BCE,252.8
World,OWID_WRL,237789 BCE,247.4
World,OWID_WRL,237437 BCE,245.8
World,OWID_WRL,237058 BCE,245.6
World,OWID_WRL,236475 BCE,239.1
World,OWID_WRL,235956 BCE,243.1
World,OWID_WRL,235442 BCE,247.4
World,OWID_WRL,234901 BCE,241.4
World,OWID_WRL,234476 BCE,252.1
World,OWID_WRL,234041 BCE,245.2
World,OWID_WRL,230906 BCE,241.6
World,OWID_WRL,230242 BCE,233.9
World,OWID_WRL,229180 BCE,232.4
World,OWID_WRL,227622 BCE,224.5
World,OWID_WRL,226817 BCE,233.1
World,OWID_WRL,226489 BCE,234.5
World,OWID_WRL,225770 BCE,235.5
World,OWID_WRL,224900 BCE,215.7
World,OWID_WRL,224310 BCE,203.3
World,OWID_WRL,222322 BCE,205.6
World,OWID_WRL,221179 BCE,208.8
World,OWID_WRL,220590 BCE,207.1
World,OWID_WRL,219747 BCE,216.1
World,OWID_WRL,218986 BCE,214.1
World,OWID_WRL,217118 BCE,240.5
World,OWID_WRL,216251 BCE,245.3
World,OWID_WRL,215745 BCE,251.1
World,OWID_WRL,215466 BCE,251.7
World,OWID_WRL,214915 BCE,247.5
World,OWID_WRL,214356 BCE,242.6
World,OWID_WRL,213962 BCE,240.3
World,OWID_WRL,213131 BCE,241.4
World,OWID_WRL,212209 BCE,251.2
World,OWID_WRL,211380 BCE,243.4
World,OWID_WRL,210583 BCE,257.4
World,OWID_WRL,210129 BCE,239.5
World,OWID_WRL,209628 BCE,246.9
World,OWID_WRL,209108 BCE,252
World,OWID_WRL,208882 BCE,247.2
World,OWID_WRL,208225 BCE,243.9
World,OWID_WRL,208016 BCE,244.6
World,OWID_WRL,207495 BCE,242.2
World,OWID_WRL,207132 BCE,240.5
World,OWID_WRL,206872 BCE,230
World,OWID_WRL,206325 BCE,237.2
World,OWID_WRL,206159 BCE,238.1
World,OWID_WRL,205673 BCE,231.4
World,OWID_WRL,205290 BCE,229.4
World,OWID_WRL,204947 BCE,226.3
World,OWID_WRL,204410 BCE,228.6
World,OWID_WRL,203995 BCE,232.2
World,OWID_WRL,203626 BCE,231.9
World,OWID_WRL,203253 BCE,244.4
World,OWID_WRL,201892 BCE,247.6
World,OWID_WRL,200795 BCE,239.1
World,OWID_WRL,199802 BCE,250.9
World,OWID_WRL,196988 BCE,242.6
World,OWID_WRL,196377 BCE,241.2
World,OWID_WRL,195637 BCE,226.4
World,OWID_WRL,193850 BCE,220
World,OWID_WRL,193177 BCE,226.5
World,OWID_WRL,191125 BCE,218
World,OWID_WRL,190014 BCE,220.3
World,OWID_WRL,189305 BCE,231.4
World,OWID_WRL,187857 BCE,231.3
World,OWID_WRL,186487 BCE,210.7
World,OWID_WRL,184461 BCE,203.4
World,OWID_WRL,182421 BCE,199.7
World,OWID_WRL,181308 BCE,198.1
World,OWID_WRL,180246 BCE,217.7
World,OWID_WRL,179352 BCE,213.2
World,OWID_WRL,177923 BCE,207.7
World,OWID_WRL,175780 BCE,190.1
World,OWID_WRL,175584 BCE,189.4
World,OWID_WRL,174903 BCE,190.3
World,OWID_WRL,173883 BCE,196
World,OWID_WRL,172492 BCE,197.7
World,OWID_WRL,169989 BCE,197.8
World,OWID_WRL,167564 BCE,196.6
World,OWID_WRL,166796 BCE,183.8
World,OWID_WRL,165964 BCE,186.7
World,OWID_WRL,164834 BCE,190.1
World,OWID_WRL,164193 BCE,191.6
World,OWID_WRL,162385 BCE,196.5
World,OWID_WRL,161908 BCE,204.3
World,OWID_WRL,158205 BCE,187.5
World,OWID_WRL,157766 BCE,185.5
World,OWID_WRL,156716 BCE,189
World,OWID_WRL,154357 BCE,189.38
World,OWID_WRL,152939 BCE,196.3
World,OWID_WRL,151825 BCE,198.78
World,OWID_WRL,149495 BCE,202.35
World,OWID_WRL,148645 BCE,202.51
World,OWID_WRL,147516 BCE,201.78
World,OWID_WRL,146283 BCE,195.81
World,OWID_WRL,144158 BCE,193.59
World,OWID_WRL,142850 BCE,196.02
World,OWID_WRL,141701 BCE,194.59
World,OWID_WRL,140411 BCE,196.51
World,OWID_WRL,138000 BCE,192.75
World,OWID_WRL,136884 BCE,198.55
World,OWID_WRL,135813 BCE,199.18
World,OWID_WRL,134616 BCE,203.74
World,OWID_WRL,132572 BCE,212.43
World,OWID_WRL,131826 BCE,222.74
World,OWID_WRL,130982 BCE,224.63
World,OWID_WRL,130760 BCE,228
World,OWID_WRL,130026 BCE,232.28
World,OWID_WRL,129372 BCE,241.13
World,OWID_WRL,128868 BCE,250.84
World,OWID_WRL,128423 BCE,251.84
World,OWID_WRL,127706 BCE,260.61
World,OWID_WRL,127128 BCE,268.44
World,OWID_WRL,126928 BCE,271.08
World,OWID_WRL,126517 BCE,285.76
World,OWID_WRL,126223 BCE,280.72
World,OWID_WRL,126074 BCE,276.03
World,OWID_WRL,125554 BCE,276.88
World,OWID_WRL,125364 BCE,275.78
World,OWID_WRL,125012 BCE,274.93
World,OWID_WRL,124750 BCE,273.02
World,OWID_WRL,124064 BCE,275.15
World,OWID_WRL,123343 BCE,276.81
World,OWID_WRL,122867 BCE,275.52
World,OWID_WRL,122455 BCE,281.54
World,OWID_WRL,122009 BCE,275.87
World,OWID_WRL,121681 BCE,274.6
World,OWID_WRL,121064 BCE,279.16
World,OWID_WRL,120342 BCE,279
World,OWID_WRL,120150 BCE,278.25
World,OWID_WRL,119892 BCE,276.61
World,OWID_WRL,119476 BCE,279.48
World,OWID_WRL,118593 BCE,276.82
World,OWID_WRL,118194 BCE,268.73
World,OWID_WRL,117766 BCE,274.59
World,OWID_WRL,117293 BCE,267.74
World,OWID_WRL,116708 BCE,277.72
World,OWID_WRL,115669 BCE,274.98
World,OWID_WRL,115236 BCE,274.03
World,OWID_WRL,114526 BCE,273.63
World,OWID_WRL,113959 BCE,273.16
World,OWID_WRL,113497 BCE,276.96
World,OWID_WRL,112865 BCE,275.07
World,OWID_WRL,112300 BCE,267.9
World,OWID_WRL,111729 BCE,260.58
World,OWID_WRL,111169 BCE,264.75
World,OWID_WRL,110992 BCE,263.12
World,OWID_WRL,110686 BCE,256.79
World,OWID_WRL,109927 BCE,257.93
World,OWID_WRL,108605 BCE,246.69
World,OWID_WRL,107890 BCE,244.13
World,OWID_WRL,107179 BCE,244.44
World,OWID_WRL,106452 BCE,236.43
World,OWID_WRL,105025 BCE,240.34
World,OWID_WRL,104418 BCE,244.83
World,OWID_WRL,104306 BCE,241.4
World,OWID_WRL,104040 BCE,257.58
World,OWID_WRL,103557 BCE,248.78
World,OWID_WRL,103016 BCE,242.36
World,OWID_WRL,102381 BCE,238.88
World,OWID_WRL,102324 BCE,247.76
World,OWID_WRL,101359 BCE,240.68
World,OWID_WRL,100815 BCE,237.07
World,OWID_WRL,100022 BCE,240.07
World,OWID_WRL,99376 BCE,244.76
World,OWID_WRL,98593 BCE,247.87
World,OWID_WRL,98127 BCE,245.63
World,OWID_WRL,97411 BCE,242.99
World,OWID_WRL,96634 BCE,243.18
World,OWID_WRL,95977 BCE,239.86
World,OWID_WRL,95321 BCE,242.35
World,OWID_WRL,94525 BCE,245.76
World,OWID_WRL,93971 BCE,246.2
World,OWID_WRL,93284 BCE,242.91
World,OWID_WRL,92619 BCE,242.41
World,OWID_WRL,91873 BCE,238.21
World,OWID_WRL,91475 BCE,235.16
World,OWID_WRL,90718 BCE,232.46
World,OWID_WRL,90000 BCE,233.74
World,OWID_WRL,89495 BCE,231.12
World,OWID_WRL,88884 BCE,231.56
World,OWID_WRL,88367 BCE,229.74
World,OWID_WRL,87746 BCE,228.88
World,OWID_WRL,87295 BCE,227.38
World,OWID_WRL,86751 BCE,223.99
World,OWID_WRL,86186 BCE,217.8
World,OWID_WRL,85631 BCE,223.63
World,OWID_WRL,85078 BCE,221.06
World,OWID_WRL,84548 BCE,223.38
World,OWID_WRL,83941 BCE,228.76
World,OWID_WRL,83417 BCE,234.69
World,OWID_WRL,82987 BCE,238.42
World,OWID_WRL,82407 BCE,243.16
World,OWID_WRL,81991 BCE,250.79
World,OWID_WRL,81604 BCE,247.1
World,OWID_WRL,81038 BCE,246.32
World,OWID_WRL,80577 BCE,240.87
World,OWID_WRL,80119 BCE,238.89
World,OWID_WRL,79761 BCE,234.13
World,OWID_WRL,79257 BCE,230.33
World,OWID_WRL,78772 BCE,233.92
World,OWID_WRL,78380 BCE,230.6
World,OWID_WRL,77928 BCE,234.74
World,OWID_WRL,77460 BCE,229.26
World,OWID_WRL,77020 BCE,227.3
World,OWID_WRL,76558 BCE,224.14
World,OWID_WRL,76131 BCE,226.65
World,OWID_WRL,75666 BCE,224.92
World,OWID_WRL,75106 BCE,231.68
World,OWID_WRL,74747 BCE,238.01
World,OWID_WRL,74297 BCE,239.34
World,OWID_WRL,73901 BCE,249.94
World,OWID_WRL,73595 BCE,249.52
World,OWID_WRL,73118 BCE,243.27
World,OWID_WRL,72576 BCE,241.24
World,OWID_WRL,72271 BCE,231.33
World,OWID_WRL,71801 BCE,232.74
World,OWID_WRL,71269 BCE,230.89
World,OWID_WRL,70916 BCE,232.33
World,OWID_WRL,70540 BCE,232.79
World,OWID_WRL,70143 BCE,239.46
World,OWID_WRL,69744 BCE,237.56
World,OWID_WRL,69329 BCE,235.02
World,OWID_WRL,68979 BCE,225.17
World,OWID_WRL,68477 BCE,220.33
World,OWID_WRL,68102 BCE,215.55
World,OWID_WRL,67642 BCE,211.26
World,OWID_WRL,67132 BCE,205.42
World,OWID_WRL,66670 BCE,203.43
World,OWID_WRL,66196 BCE,200.17
World,OWID_WRL,65780 BCE,203.76
World,OWID_WRL,65365 BCE,201.14
World,OWID_WRL,65010 BCE,207.21
World,OWID_WRL,64489 BCE,204.39
World,OWID_WRL,63987 BCE,200.59
World,OWID_WRL,63815 BCE,198.17
World,OWID_WRL,63596 BCE,208.98
World,OWID_WRL,63097 BCE,199.17
World,OWID_WRL,62917 BCE,201.67
World,OWID_WRL,62707 BCE,203.7
World,OWID_WRL,62164 BCE,199.73
World,OWID_WRL,61947 BCE,197.24
World,OWID_WRL,61606 BCE,197.4
World,OWID_WRL,61011 BCE,200.15
World,OWID_WRL,60825 BCE,202.71
World,OWID_WRL,60602 BCE,202.56
World,OWID_WRL,59951 BCE,206.38
World,OWID_WRL,59604 BCE,210.9
World,OWID_WRL,59285 BCE,210.57
World,OWID_WRL,59111 BCE,207.95
World,OWID_WRL,58868 BCE,213.78
World,OWID_WRL,58567 BCE,217.25
World,OWID_WRL,58423 BCE,212.87
World,OWID_WRL,58160 BCE,216.66
World,OWID_WRL,57783 BCE,223.45
World,OWID_WRL,57430 BCE,226.35
World,OWID_WRL,57155 BCE,231.29
World,OWID_WRL,56483 BCE,223.15
World,OWID_WRL,56267 BCE,224.35
World,OWID_WRL,55894 BCE,223.72
World,OWID_WRL,55526 BCE,217.38
World,OWID_WRL,55261 BCE,215.7
World,OWID_WRL,54554 BCE,212.44
World,OWID_WRL,54287 BCE,207.67
World,OWID_WRL,53960 BCE,210.27
World,OWID_WRL,53603 BCE,214.78
World,OWID_WRL,53343 BCE,208.19
World,OWID_WRL,53064 BCE,216.86
World,OWID_WRL,52745 BCE,213.89
World,OWID_WRL,52437 BCE,217.96
World,OWID_WRL,52207 BCE,220.37
World,OWID_WRL,51856 BCE,221.14
World,OWID_WRL,51450 BCE,223.26
World,OWID_WRL,51158 BCE,223.72
World,OWID_WRL,50851 BCE,221.15
World,OWID_WRL,50624 BCE,220.72
World,OWID_WRL,50435 BCE,219.08
World,OWID_WRL,50137 BCE,213.82
World,OWID_WRL,49830 BCE,215.08
World,OWID_WRL,49481 BCE,211.57
World,OWID_WRL,49079 BCE,207.64
World,OWID_WRL,48577 BCE,207.41
World,OWID_WRL,48271 BCE,206.74
World,OWID_WRL,48057 BCE,204.38
World,OWID_WRL,47778 BCE,203.87
World,OWID_WRL,47513 BCE,204.06
World,OWID_WRL,47353 BCE,200.12
World,OWID_WRL,47038 BCE,201.58
World,OWID_WRL,46478 BCE,200.98
World,OWID_WRL,46273 BCE,206.18
World,OWID_WRL,45994 BCE,205.66
World,OWID_WRL,45760 BCE,203.79
World,OWID_WRL,45574 BCE,204.26
World,OWID_WRL,45365 BCE,207.6
World,OWID_WRL,45136 BCE,210.27
World,OWID_WRL,44938 BCE,210.84
World,OWID_WRL,44796 BCE,214.18
World,OWID_WRL,44686 BCE,216.42
World,OWID_WRL,44359 BCE,218.35
World,OWID_WRL,44231 BCE,219.25
World,OWID_WRL,44107 BCE,221.77
World,OWID_WRL,43927 BCE,222.72
World,OWID_WRL,43746 BCE,217.51
World,OWID_WRL,43510 BCE,214.5
World,OWID_WRL,43330 BCE,213.92
World,OWID_WRL,43192 BCE,207.95
World,OWID_WRL,43046 BCE,211.49
World,OWID_WRL,42866 BCE,210.44
World,OWID_WRL,42706 BCE,212.29
World,OWID_WRL,42541 BCE,204.83
World,OWID_WRL,42400 BCE,206.22
World,OWID_WRL,42254 BCE,202
World,OWID_WRL,42145 BCE,204.31
World,OWID_WRL,41859 BCE,201.69
World,OWID_WRL,41711 BCE,203.18
World,OWID_WRL,41566 BCE,204.22
World,OWID_WRL,41401 BCE,201.66
World,OWID_WRL,41222 BCE,203.16
World,OWID_WRL,41018 BCE,204.26
World,OWID_WRL,40900 BCE,206.35
World,OWID_WRL,40678 BCE,204.83
World,OWID_WRL,40366 BCE,200.9
World,OWID_WRL,39951 BCE,199.89
World,OWID_WRL,39809 BCE,201.12
World,OWID_WRL,39656 BCE,205.49
World,OWID_WRL,39354 BCE,204.19
World,OWID_WRL,39218 BCE,201.53
World,OWID_WRL,38957 BCE,200.97
World,OWID_WRL,38804 BCE,200.47
World,OWID_WRL,38603 BCE,201.48
World,OWID_WRL,38536 BCE,201.32
World,OWID_WRL,38358 BCE,197.9
World,OWID_WRL,38195 BCE,193.69
World,OWID_WRL,38162 BCE,193.08
World,OWID_WRL,38093 BCE,192.6
World,OWID_WRL,37951 BCE,197.55
World,OWID_WRL,37935 BCE,193.87
World,OWID_WRL,37807 BCE,193.58
World,OWID_WRL,37759 BCE,196.67
World,OWID_WRL,37671 BCE,195.7
World,OWID_WRL,37565 BCE,200.4
World,OWID_WRL,37504 BCE,198.14
World,OWID_WRL,37453 BCE,191.53
World,OWID_WRL,37429 BCE,204.78
World,OWID_WRL,37390 BCE,207.87
World,OWID_WRL,37370 BCE,209.33
World,OWID_WRL,37353 BCE,209.5
World,OWID_WRL,37316 BCE,208.69
World,OWID_WRL,37171 BCE,207.32
World,OWID_WRL,37104 BCE,204.28
World,OWID_WRL,37027 BCE,202.34
World,OWID_WRL,37006 BCE,205.99
World,OWID_WRL,36925 BCE,205.65
World,OWID_WRL,36863 BCE,206.09
World,OWID_WRL,36773 BCE,206.54
World,OWID_WRL,36721 BCE,204.46
World,OWID_WRL,36672 BCE,204.79
World,OWID_WRL,36624 BCE,208.23
World,OWID_WRL,36583 BCE,210.08
World,OWID_WRL,36523 BCE,207.23
World,OWID_WRL,36463 BCE,210.79
World,OWID_WRL,36409 BCE,208
World,OWID_WRL,36334 BCE,207.41
World,OWID_WRL,36242 BCE,206.52
World,OWID_WRL,36216 BCE,208.34
World,OWID_WRL,36139 BCE,214.36
World,OWID_WRL,36050 BCE,211.21
World,OWID_WRL,35945 BCE,214.21
World,OWID_WRL,35827 BCE,212.09
World,OWID_WRL,35698 BCE,212.14
World,OWID_WRL,35669 BCE,214.3
World,OWID_WRL,35511 BCE,209.84
World,OWID_WRL,35481 BCE,212.51
World,OWID_WRL,35388 BCE,206.59
World,OWID_WRL,35352 BCE,209.66
World,OWID_WRL,35347 BCE,208.25
World,OWID_WRL,35193 BCE,207.35
World,OWID_WRL,35169 BCE,210.16
World,OWID_WRL,35073 BCE,206.36
World,OWID_WRL,34990 BCE,203.51
World,OWID_WRL,34870 BCE,202.76
World,OWID_WRL,34763 BCE,203.75
World,OWID_WRL,34720 BCE,203.77
World,OWID_WRL,34642 BCE,205.1
World,OWID_WRL,34556 BCE,198.96
World,OWID_WRL,34312 BCE,200.09
World,OWID_WRL,34223 BCE,201.78
World,OWID_WRL,34137 BCE,204.12
World,OWID_WRL,33998 BCE,198.8
World,OWID_WRL,33905 BCE,203.29
World,OWID_WRL,33752 BCE,200.5
World,OWID_WRL,33723 BCE,201.81
World,OWID_WRL,33618 BCE,201.83
World,OWID_WRL,33581 BCE,201.89
World,OWID_WRL,33559 BCE,202.04
World,OWID_WRL,33547 BCE,201.06
World,OWID_WRL,33496 BCE,200.3
World,OWID_WRL,33433 BCE,201.36
World,OWID_WRL,33409 BCE,203.62
World,OWID_WRL,33387 BCE,204.47
World,OWID_WRL,33332 BCE,205.38
World,OWID_WRL,33216 BCE,203.6
World,OWID_WRL,33140 BCE,198.78
World,OWID_WRL,32917 BCE,203.09
World,OWID_WRL,32876 BCE,202.8
World,OWID_WRL,32761 BCE,197.16
World,OWID_WRL,32698 BCE,198.89
World,OWID_WRL,32670 BCE,200.29
World,OWID_WRL,32653 BCE,199.49
World,OWID_WRL,32607 BCE,199.65
World,OWID_WRL,32384 BCE,196.2
World,OWID_WRL,32363 BCE,196.27
World,OWID_WRL,32301 BCE,195.79
World,OWID_WRL,32240 BCE,194.89
World,OWID_WRL,32114 BCE,195.93
World,OWID_WRL,32042 BCE,195.41
World,OWID_WRL,32007 BCE,196.47
World,OWID_WRL,31976 BCE,194.47
World,OWID_WRL,31958 BCE,194.46
World,OWID_WRL,31936 BCE,195.27
World,OWID_WRL,31891 BCE,195.63
World,OWID_WRL,31808 BCE,200.03
World,OWID_WRL,31605 BCE,197.8
World,OWID_WRL,31541 BCE,197.13
World,OWID_WRL,31468 BCE,196.9
World,OWID_WRL,31198 BCE,197.65
World,OWID_WRL,31059 BCE,196.33
World,OWID_WRL,30931 BCE,196.7
World,OWID_WRL,30863 BCE,199.3
World,OWID_WRL,30764 BCE,195.94
World,OWID_WRL,30728 BCE,195.08
World,OWID_WRL,30645 BCE,194.43
World,OWID_WRL,30561 BCE,194.61
World,OWID_WRL,30485 BCE,194.11
World,OWID_WRL,30411 BCE,195.25
World,OWID_WRL,30358 BCE,192.47
World,OWID_WRL,30201 BCE,196.91
World,OWID_WRL,30198 BCE,196.42
World,OWID_WRL,30130 BCE,193.91
World,OWID_WRL,30077 BCE,193.33
World,OWID_WRL,29984 BCE,192.51
World,OWID_WRL,29868 BCE,192.93
World,OWID_WRL,29842 BCE,193.71
World,OWID_WRL,29574 BCE,189.95
World,OWID_WRL,29406 BCE,188.48
World,OWID_WRL,29155 BCE,188
World,OWID_WRL,28826 BCE,190.33
World,OWID_WRL,28763 BCE,187.14
World,OWID_WRL,28579 BCE,182.94
World,OWID_WRL,28451 BCE,184.3
World,OWID_WRL,28363 BCE,185.99
World,OWID_WRL,28328 BCE,186.52
World,OWID_WRL,28232 BCE,188.48
World,OWID_WRL,28152 BCE,188.25
World,OWID_WRL,28049 BCE,191.57
World,OWID_WRL,28002 BCE,191.38
World,OWID_WRL,27888 BCE,190.97
World,OWID_WRL,27793 BCE,191.28
World,OWID_WRL,27731 BCE,189.77
World,OWID_WRL,27659 BCE,189.24
World,OWID_WRL,27460 BCE,189.21
World,OWID_WRL,27416 BCE,189.83
World,OWID_WRL,27374 BCE,191.01
World,OWID_WRL,27300 BCE,192.39
World,OWID_WRL,27255 BCE,188.1
World,OWID_WRL,27201 BCE,192.26
World,OWID_WRL,27059 BCE,192.87
World,OWID_WRL,26999 BCE,193.26
World,OWID_WRL,26953 BCE,192.69
World,OWID_WRL,26892 BCE,193.89
World,OWID_WRL,26774 BCE,193.8
World,OWID_WRL,26676 BCE,192.82
World,OWID_WRL,26627 BCE,193.1
World,OWID_WRL,26477 BCE,189.65
World,OWID_WRL,26464 BCE,189.16
World,OWID_WRL,26420 BCE,192.63
World,OWID_WRL,26322 BCE,191.59
World,OWID_WRL,26264 BCE,191.82
World,OWID_WRL,26147 BCE,189.96
World,OWID_WRL,26023 BCE,189.29
World,OWID_WRL,25977 BCE,188.99
World,OWID_WRL,25935 BCE,189.28
World,OWID_WRL,25916 BCE,190.58
World,OWID_WRL,25871 BCE,187.59
World,OWID_WRL,25769 BCE,189.3
World,OWID_WRL,25764 BCE,190.61
World,OWID_WRL,25737 BCE,192.71
World,OWID_WRL,25711 BCE,191.46
World,OWID_WRL,25636 BCE,191.95
World,OWID_WRL,25600 BCE,191.53
World,OWID_WRL,25553 BCE,191.23
World,OWID_WRL,25492 BCE,191.95
World,OWID_WRL,25330 BCE,190.06
World,OWID_WRL,25220 BCE,194.93
World,OWID_WRL,25135 BCE,186.27
World,OWID_WRL,25092 BCE,187.39
World,OWID_WRL,25005 BCE,188.08
World,OWID_WRL,24908 BCE,186.43
World,OWID_WRL,24754 BCE,185.44
World,OWID_WRL,24587 BCE,185.51
World,OWID_WRL,24511 BCE,186.01
World,OWID_WRL,24365 BCE,183.77
World,OWID_WRL,24305 BCE,184.57
World,OWID_WRL,24066 BCE,184.52
World,OWID_WRL,23836 BCE,186.54
World,OWID_WRL,23594 BCE,183.38
World,OWID_WRL,23401 BCE,182.66
World,OWID_WRL,23214 BCE,180.69
World,OWID_WRL,22694 BCE,180.57
World,OWID_WRL,22320 BCE,186.73
World,OWID_WRL,22128 BCE,184.68
World,OWID_WRL,21924 BCE,183.13
World,OWID_WRL,21651 BCE,187.99
World,OWID_WRL,21495 BCE,186.78
World,OWID_WRL,21408 BCE,193.53
World,OWID_WRL,21327 BCE,197.67
World,OWID_WRL,21235 BCE,188.6
World,OWID_WRL,21157 BCE,190.08
World,OWID_WRL,21064 BCE,190.53
World,OWID_WRL,21044 BCE,189.4
World,OWID_WRL,20884 BCE,186.13
World,OWID_WRL,20799 BCE,190.01
World,OWID_WRL,20701 BCE,188.49
World,OWID_WRL,20654 BCE,185.21
World,OWID_WRL,20600 BCE,184.68
World,OWID_WRL,20398 BCE,187.02
World,OWID_WRL,20342 BCE,187.22
World,OWID_WRL,20281 BCE,191.27
World,OWID_WRL,20106 BCE,187.38
World,OWID_WRL,19964 BCE,190.78
World,OWID_WRL,19841 BCE,187.96
World,OWID_WRL,19613 BCE,185.23
World,OWID_WRL,19395 BCE,187.24
World,OWID_WRL,19263 BCE,190.05
World,OWID_WRL,19118 BCE,188.4
World,OWID_WRL,19014 BCE,190.87
World,OWID_WRL,18878 BCE,192.66
World,OWID_WRL,18716 BCE,187.76
World,OWID_WRL,18587 BCE,193.93
World,OWID_WRL,18458 BCE,189.99
World,OWID_WRL,18263 BCE,190.47
World,OWID_WRL,18069 BCE,193.72
World,OWID_WRL,17934 BCE,196.06
World,OWID_WRL,17841 BCE,193.6
World,OWID_WRL,17679 BCE,191.42
World,OWID_WRL,17618 BCE,188.95
World,OWID_WRL,17493 BCE,191.52
World,OWID_WRL,17332 BCE,191.58
World,OWID_WRL,17203 BCE,191.09
World,OWID_WRL,17044 BCE,192.71
World,OWID_WRL,16917 BCE,188.5
World,OWID_WRL,16885 BCE,188.44
World,OWID_WRL,16854 BCE,192.97
World,OWID_WRL,16797 BCE,191.27
World,OWID_WRL,16727 BCE,193.9
World,OWID_WRL,16633 BCE,188.57
World,OWID_WRL,16570 BCE,187.67
World,OWID_WRL,16537 BCE,187.09
World,OWID_WRL,16508 BCE,187.45
World,OWID_WRL,16472 BCE,188.47
World,OWID_WRL,16441 BCE,188.21
World,OWID_WRL,16410 BCE,188.73
World,OWID_WRL,16374 BCE,187.12
World,OWID_WRL,16346 BCE,189.03
World,OWID_WRL,16315 BCE,188.52
World,OWID_WRL,16282 BCE,188.88
World,OWID_WRL,16252 BCE,185.65
World,OWID_WRL,16223 BCE,189.01
World,OWID_WRL,16190 BCE,184.88
World,OWID_WRL,16161 BCE,188.59
World,OWID_WRL,16132 BCE,188.64
World,OWID_WRL,16100 BCE,187.73
World,OWID_WRL,16074 BCE,187.79
World,OWID_WRL,16042 BCE,188.96
World,OWID_WRL,16016 BCE,188.66
World,OWID_WRL,15986 BCE,188.54
World,OWID_WRL,15957 BCE,191.72
World,OWID_WRL,15931 BCE,190.26
World,OWID_WRL,15905 BCE,189.52
World,OWID_WRL,15875 BCE,191.21
World,OWID_WRL,15848 BCE,187.25
World,OWID_WRL,15820 BCE,191.7
World,OWID_WRL,15794 BCE,190.41
World,OWID_WRL,15767 BCE,189.52
World,OWID_WRL,15741 BCE,191.52
World,OWID_WRL,15715 BCE,194.38
World,OWID_WRL,15688 BCE,193.21
World,OWID_WRL,15662 BCE,195.79
World,OWID_WRL,15636 BCE,196.96
World,OWID_WRL,15611 BCE,192.62
World,OWID_WRL,15585 BCE,192.37
World,OWID_WRL,15561 BCE,191.59
World,OWID_WRL,15535 BCE,191.48
