,Id,Name,Playlist_Id,Album_Id,Date_added,Duration,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Key,Mode,Track_Number,cluster
145,4YTrQfoc3m5jBmDj8XCR3g,"Requiem in D Minor, K. 626: Sequence VI: Lacrimosa dies illa (completed by F.X. Sussmayr) (Amadeus)",,4RqJLaVkFhOYsn72FUS2iQ,2016-12-13T14:38:30Z,162226.0,14.0,0.147,0.034,-24.401,0.0405,0.982,0.163,0.12300000000000001,0.0581,94.75200000000001,2,0,39.0,1
147,04PBgVknBaPv8S7dAhjjiR,"Swan Lake Suite, Op. 20: Scène (Lake in the Moonlight)",7uuoJ3glhbTcKGo4PzqQu8,5jUx9eYRIdj2b9JsDI55zD,2016-12-13T14:18:18Z,181666.0,20.0,0.115,0.261,-13.584000000000001,0.0363,0.882,0.9059999999999999,0.281,0.0371,76.836,4,0,2.0,1
148,38zWqVgGbZjZq0Rze15P57,"Nocturne No. 2 in E-Flat Major, Op. 9",7uuoJ3glhbTcKGo4PzqQu8,5jUx9eYRIdj2b9JsDI55zD,2016-12-13T14:18:18Z,247524.0,21.0,0.377,0.113,-20.774,0.0427,0.981,0.905,0.146,0.11,68.426,3,1,3.0,1
149,0eRof19U5fUwHneMVHUr32,"Concerto No. 1 in B-Flat Minor for Piano and Orchestra, Op. 23: I. Allegro non troppo e molto maestoso",7uuoJ3glhbTcKGo4PzqQu8,5jUx9eYRIdj2b9JsDI55zD,2016-12-13T14:18:18Z,1167133.0,19.0,0.259,0.0772,-23.436999999999998,0.0363,0.961,0.865,0.0751,0.0394,91.852,1,1,4.0,1
150,0evSkmS3evOkvxnyl3bvCU,"Symphony No. 5 in C Minor, Op. 67, ""Fate"": Allegro con brio",7uuoJ3glhbTcKGo4PzqQu8,5jUx9eYRIdj2b9JsDI55zD,2016-12-13T14:18:18Z,448186.0,18.0,0.319,0.315,-13.957,0.0487,0.98,0.9159999999999999,0.129,0.165,93.65799999999999,0,0,5.0,1
151,0LHjwycpOPP5fZolkIhiTS,"Suite bergamasque, L 75: Clair de lune",7uuoJ3glhbTcKGo4PzqQu8,5jUx9eYRIdj2b9JsDI55zD,2016-12-13T14:18:18Z,301122.0,18.0,0.425,0.0455,-21.142,0.0485,0.992,0.941,0.0967,0.0951,130.351,1,1,6.0,1
154,08jDmjK1IDnNKNwugNUznn,"Vocalise for Cello and Piano, Op. 34: Lentamente",7uuoJ3glhbTcKGo4PzqQu8,5jUx9eYRIdj2b9JsDI55zD,2016-12-13T14:18:18Z,388226.0,3.0,0.14800000000000002,0.0309,-27.363000000000003,0.0462,0.988,0.835,0.0594,0.0366,88.90899999999998,4,0,9.0,1
155,3kg8wB7VuVB2PQTkGIN48i,"An der schönen blauen Donau (On the Beautiful Blue Danube), Op. 314",7uuoJ3glhbTcKGo4PzqQu8,5jUx9eYRIdj2b9JsDI55zD,2016-12-13T14:18:18Z,351106.0,20.0,0.311,0.184,-14.405,0.0307,0.9740000000000001,0.79,0.0669,0.26,96.141,2,1,10.0,1
156,3i9cp8hqXCY4X7u8LhCBlK,"Serenade No. 13 in G Major, K. 525, ""Eine Kleine Nachtmusik"": Allegro",7uuoJ3glhbTcKGo4PzqQu8,5jUx9eYRIdj2b9JsDI55zD,2016-12-13T14:18:18Z,351426.0,16.0,0.425,0.27399999999999997,-13.4,0.0415,0.9740000000000001,0.945,0.10099999999999999,0.39299999999999996,138.197,7,1,11.0,1
157,2zytr0W4AEvVWKgtiJD5EV,"Suite No. 1 in G Major for Solo Cello, BWV 1007: I. Prelude",7uuoJ3glhbTcKGo4PzqQu8,5jUx9eYRIdj2b9JsDI55zD,2016-12-13T14:18:18Z,132000.0,18.0,0.36,0.225,-20.616999999999997,0.0709,0.99,0.877,0.0854,0.573,90.81200000000001,7,1,12.0,1
