,Id,Name,Playlist_Id,Album_Id,Date_added,Duration,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Key,Mode,Track_Number,Unnamed: 0,added_at,track.album.album_type,track.album.artists,track.album.available_markets,track.album.external_urls.spotify,track.album.href,track.album.id,track.album.images,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.artists,track.available_markets,track.disc_number,track.duration_ms,track.explicit,track.external_ids.isrc,track.external_urls.spotify,track.href,track.id,track.is_local,track.name,track.popularity,track.preview_url,track.track_number,track.type,track.uri,tracks_features.danceability,tracks_features.energy,tracks_features.key,tracks_features.loudness,tracks_features.mode,tracks_features.speechiness,tracks_features.acousticness,tracks_features.instrumentalness,tracks_features.liveness,tracks_features.valence,tracks_features.tempo,tracks_features.type,tracks_features.id,tracks_features.uri,tracks_features.track_href,tracks_features.analysis_url,tracks_features.duration_ms,tracks_features.time_signature,C1,C2,C3,cluster,distance_cluster
0,3wD62ofDBqgeJSW2u7WKil,Ragtime Cat (feat. Lilja Bloom),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,181000.0,21.0,0.736,0.715,-4.114,0.0412,0.012,0.000796,0.218,0.851,119.976,5,0,1.0,0.0,2019-08-20T18:00:16Z,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Zd2JZF0kIBpeyv2FlPh8i'}, 'href': 'https://api.spotify.com/v1/artists/6Zd2JZF0kIBpeyv2FlPh8i', 'id': '6Zd2JZF0kIBpeyv2FlPh8i', 'name': 'Huecco', 'type': 'artist', 'uri': 'spotify:artist:6Zd2JZF0kIBpeyv2FlPh8i'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5soMpG6E6oApEiCZgrWeVz'}, 'href': 'https://api.spotify.com/v1/artists/5soMpG6E6oApEiCZgrWeVz', 'id': '5soMpG6E6oApEiCZgrWeVz', 'name': 'Rozalén', 'type': 'artist', 'uri': 'spotify:artist:5soMpG6E6oApEiCZgrWeVz'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",https://open.spotify.com/album/0dQb9uuvNoAiAFKUvlfW6i,https://api.spotify.com/v1/albums/0dQb9uuvNoAiAFKUvlfW6i,0dQb9uuvNoAiAFKUvlfW6i,"[{'height': 640, 'url': 'https://i.scdn.co/image/80f3dcd00e52f6e9ee97231412bd66bd09c8a92b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/f72d4959d71e421c26915971ec4c1417a6063b1a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/9812d288d1ba66581a62162c5e180845a1ad7033', 'width': 64}]",Mirando al cielo (feat. Rozalén) [X Aniversario],2018-04-27,day,1.0,album,spotify:album:0dQb9uuvNoAiAFKUvlfW6i,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Zd2JZF0kIBpeyv2FlPh8i'}, 'href': 'https://api.spotify.com/v1/artists/6Zd2JZF0kIBpeyv2FlPh8i', 'id': '6Zd2JZF0kIBpeyv2FlPh8i', 'name': 'Huecco', 'type': 'artist', 'uri': 'spotify:artist:6Zd2JZF0kIBpeyv2FlPh8i'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5soMpG6E6oApEiCZgrWeVz'}, 'href': 'https://api.spotify.com/v1/artists/5soMpG6E6oApEiCZgrWeVz', 'id': '5soMpG6E6oApEiCZgrWeVz', 'name': 'Rozalén', 'type': 'artist', 'uri': 'spotify:artist:5soMpG6E6oApEiCZgrWeVz'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1.0,243423.0,False,ES5151801255,https://open.spotify.com/track/59CdyMTI878gUG87xaDcxF,https://api.spotify.com/v1/tracks/59CdyMTI878gUG87xaDcxF,59CdyMTI878gUG87xaDcxF,False,Mirando al cielo (feat. Rozalén) - X Aniversario,60.0,https://p.scdn.co/mp3-preview/51c7cb3b47687106b056f7c499a5ef5b25d36d98?cid=22e782a724264812b124038bbf783396,1.0,track,spotify:track:59CdyMTI878gUG87xaDcxF,0.7659999999999999,0.6609999999999999,4.0,-5.818,1.0,0.122,0.258,0.0,0.128,0.797,91.027,audio_features,59CdyMTI878gUG87xaDcxF,spotify:track:59CdyMTI878gUG87xaDcxF,https://api.spotify.com/v1/tracks/59CdyMTI878gUG87xaDcxF,https://api.spotify.com/v1/audio-analysis/59CdyMTI878gUG87xaDcxF,243423.0,4.0,-1.9579053301325733,-0.5414912586615481,-0.3274886937471147,0,0.7768275945069392
5,2sm8jAsyuyoX45ytlnyBLj,No Diggity (Minimatic Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,212320.0,19.0,0.855,0.698,-6.697,0.06,0.0563,0.0638,0.075,0.6809999999999999,116.04299999999999,11,0,6.0,5.0,2019-07-10T19:45:12Z,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",https://open.spotify.com/album/30DUH3tKG4AYkoo7Wvce0M,https://api.spotify.com/v1/albums/30DUH3tKG4AYkoo7Wvce0M,30DUH3tKG4AYkoo7Wvce0M,"[{'height': 640, 'url': 'https://i.scdn.co/image/eae1d332cfa873e6292795a434bd2c4fecf0f47c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c66adacf9c3cd5899c5b6f370ca0f98e39c2a7f5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/55c48fd2906836cc4c224c538b8477d166a23276', 'width': 64}]",Salsa Choke y Urbana,2017-12-12,day,23.0,album,spotify:album:30DUH3tKG4AYkoo7Wvce0M,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7f5E8ZLFN1ArpHjsw43Diy'}, 'href': 'https://api.spotify.com/v1/artists/7f5E8ZLFN1ArpHjsw43Diy', 'id': '7f5E8ZLFN1ArpHjsw43Diy', 'name': 'El Junte El Sobre Natural', 'type': 'artist', 'uri': 'spotify:artist:7f5E8ZLFN1ArpHjsw43Diy'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1.0,254854.0,False,FR59R1643215,https://open.spotify.com/track/5wHBXuiNT0tZZqWeSYJoSA,https://api.spotify.com/v1/tracks/5wHBXuiNT0tZZqWeSYJoSA,5wHBXuiNT0tZZqWeSYJoSA,False,No Pares,1.0,https://p.scdn.co/mp3-preview/db2300d4678f7990d804bd576a2db8f1f4b663e4?cid=22e782a724264812b124038bbf783396,19.0,track,spotify:track:5wHBXuiNT0tZZqWeSYJoSA,0.7390000000000001,0.94,7.0,-1.758,1.0,0.159,0.287,3.6700000000000004e-05,0.0693,0.7659999999999999,194.107,audio_features,5wHBXuiNT0tZZqWeSYJoSA,spotify:track:5wHBXuiNT0tZZqWeSYJoSA,https://api.spotify.com/v1/tracks/5wHBXuiNT0tZZqWeSYJoSA,https://api.spotify.com/v1/audio-analysis/5wHBXuiNT0tZZqWeSYJoSA,254854.0,4.0,-1.78451733529953,-1.2248978076396753,0.5492207678677018,0,0.9286889493951244
6,0x9zhyDsfltieIXYUv1XRg,Gangsterlove (Soundnomaden Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,253733.0,0.0,0.7979999999999999,0.794,-5.287000000000001,0.0711,0.257,0.0,0.0872,0.772,123.98700000000001,5,0,7.0,6.0,2019-07-06T10:43:27Z,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/75EZuo5MHV2572NRpMWotC'}, 'href': 'https://api.spotify.com/v1/artists/75EZuo5MHV2572NRpMWotC', 'id': '75EZuo5MHV2572NRpMWotC', 'name': 'Crystal Fighters', 'type': 'artist', 'uri': 'spotify:artist:75EZuo5MHV2572NRpMWotC'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",https://open.spotify.com/album/1d4Ar04sKluovEXpEDtbex,https://api.spotify.com/v1/albums/1d4Ar04sKluovEXpEDtbex,1d4Ar04sKluovEXpEDtbex,"[{'height': 640, 'url': 'https://i.scdn.co/image/439f12b12e71f0dc1b4a00b6d20c13d3630eafaf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/dd1f20f6e28260d14f2c8e830bdfee5a29be3a76', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/9fce91c0bce41624ad51febc697f4b3791aec736', 'width': 64}]",Gaia & Friends,2019-03-01,day,15.0,album,spotify:album:1d4Ar04sKluovEXpEDtbex,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/75EZuo5MHV2572NRpMWotC'}, 'href': 'https://api.spotify.com/v1/artists/75EZuo5MHV2572NRpMWotC', 'id': '75EZuo5MHV2572NRpMWotC', 'name': 'Crystal Fighters', 'type': 'artist', 'uri': 'spotify:artist:75EZuo5MHV2572NRpMWotC'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1.0,217414.0,False,GBAHT1800158,https://open.spotify.com/track/6tHfnhIh4gqMJudl8pBdkY,https://api.spotify.com/v1/tracks/6tHfnhIh4gqMJudl8pBdkY,6tHfnhIh4gqMJudl8pBdkY,False,Boomin' In Your Jeep,39.0,https://p.scdn.co/mp3-preview/a01415a39d7f040e41b59d8d2d105ea976c0c138?cid=22e782a724264812b124038bbf783396,15.0,track,spotify:track:6tHfnhIh4gqMJudl8pBdkY,0.63,0.785,7.0,-5.178999999999999,1.0,0.0565,0.000628,0.00115,0.21,0.209,164.047,audio_features,6tHfnhIh4gqMJudl8pBdkY,spotify:track:6tHfnhIh4gqMJudl8pBdkY,https://api.spotify.com/v1/tracks/6tHfnhIh4gqMJudl8pBdkY,https://api.spotify.com/v1/audio-analysis/6tHfnhIh4gqMJudl8pBdkY,217414.0,4.0,-1.8057143049178335,-0.9820576984661307,0.5158860585352085,0,0.8299957435911047
10,4qMiPy59oppfr8sFa6eurf,Pain Is Temporary (Swing Mix) [feat. Ferank Manseed],3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,281893.0,0.0,0.6609999999999999,0.645,-6.724,0.12300000000000001,0.39399999999999996,0.00952,0.0799,0.639,167.977,5,1,11.0,10.0,2019-06-03T09:16:12Z,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q'}, 'href': 'https://api.spotify.com/v1/artists/53XhwfbYqKCa1cC15pYq2q', 'id': '53XhwfbYqKCa1cC15pYq2q', 'name': 'Imagine Dragons', 'type': 'artist', 'uri': 'spotify:artist:53XhwfbYqKCa1cC15pYq2q'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",https://open.spotify.com/album/33pt9HBdGlAbRGBHQgsZsU,https://api.spotify.com/v1/albums/33pt9HBdGlAbRGBHQgsZsU,33pt9HBdGlAbRGBHQgsZsU,"[{'height': 640, 'url': 'https://i.scdn.co/image/5232b1dcb43188537b7f9f1e77cad1f9a38870d1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/cc3ac37fc1dd9c376d3dd1c6179880dbe4fca529', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/fec46812a43ce4c58fe69d471e2273b234a45d9e', 'width': 64}]",Evolve,2017-06-23,day,12.0,album,spotify:album:33pt9HBdGlAbRGBHQgsZsU,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q'}, 'href': 'https://api.spotify.com/v1/artists/53XhwfbYqKCa1cC15pYq2q', 'id': '53XhwfbYqKCa1cC15pYq2q', 'name': 'Imagine Dragons', 'type': 'artist', 'uri': 'spotify:artist:53XhwfbYqKCa1cC15pYq2q'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1.0,204346.0,False,USUM71700626,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,False,Believer,86.0,,4.0,track,spotify:track:0pqnGHJpmpxLKifKRmU6WP,0.7759999999999999,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.6659999999999999,124.949,audio_features,0pqnGHJpmpxLKifKRmU6WP,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,204347.0,4.0,-1.1801545942428446,-0.37596878860061855,0.9934480835185795,0,1.1508564926643365
11,6xnxwjEkNevVoyU7ZfqU0j,Evening,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,225506.0,10.0,0.637,0.6779999999999999,-5.7139999999999995,0.0446,0.0176,0.000305,0.11599999999999999,0.731,103.57799999999999,8,1,12.0,11.0,2019-06-03T09:14:19Z,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'}, 'href': 'https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai', 'id': '1Cs0zKBU1kc0i8ypK3B9ai', 'name': 'David Guetta', 'type': 'artist', 'uri': 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UY', 'VN', 'ZA']",https://open.spotify.com/album/5rbJtzuXtpIP0Ykk7ewIit,https://api.spotify.com/v1/albums/5rbJtzuXtpIP0Ykk7ewIit,5rbJtzuXtpIP0Ykk7ewIit,"[{'height': 640, 'url': 'https://i.scdn.co/image/89dcc62fb8b9bf7f250155448d93218d80d4f82c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ba881c5ca427bb736a18b82f400de0b756550615', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/267232dde36508bac0c19ac4ca06f4087a6fa673', 'width': 64}]",7,2018-09-14,day,27.0,album,spotify:album:5rbJtzuXtpIP0Ykk7ewIit,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'}, 'href': 'https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai', 'id': '1Cs0zKBU1kc0i8ypK3B9ai', 'name': 'David Guetta', 'type': 'artist', 'uri': 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb'}, 'href': 'https://api.spotify.com/v1/artists/64M6ah0SkkRsnPGtGiRAbb', 'id': '64M6ah0SkkRsnPGtGiRAbb', 'name': 'Bebe Rexha', 'type': 'artist', 'uri': 'spotify:artist:64M6ah0SkkRsnPGtGiRAbb'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5'}, 'href': 'https://api.spotify.com/v1/artists/1vyhD5VmyZ7KMfW5gqLgo5', 'id': '1vyhD5VmyZ7KMfW5gqLgo5', 'name': 'J Balvin', 'type': 'artist', 'uri': 'spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UY', 'VN', 'ZA']",1.0,198946.0,False,GB28K1800089,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,https://api.spotify.com/v1/tracks/0YammaEkYSeo9vQYZ1OwS6,0YammaEkYSeo9vQYZ1OwS6,False,Say My Name,78.0,https://p.scdn.co/mp3-preview/89e0ed2f21273e777832d67de4851c8137ee5c8d?cid=22e782a724264812b124038bbf783396,5.0,track,spotify:track:0YammaEkYSeo9vQYZ1OwS6,0.703,0.66,10.0,-5.119,0.0,0.12300000000000001,0.13699999999999998,0.0,0.192,0.79,95.031,audio_features,0YammaEkYSeo9vQYZ1OwS6,spotify:track:0YammaEkYSeo9vQYZ1OwS6,https://api.spotify.com/v1/tracks/0YammaEkYSeo9vQYZ1OwS6,https://api.spotify.com/v1/audio-analysis/0YammaEkYSeo9vQYZ1OwS6,198947.0,4.0,-1.5405251199163499,-0.830973281651451,-0.26008386014384627,0,0.334696015943667
