,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.736,0.715,5,-4.114,0,0.0412,0.012,0.000796,0.218,0.851,119.976,audio_features,3wD62ofDBqgeJSW2u7WKil,spotify:track:3wD62ofDBqgeJSW2u7WKil,https://api.spotify.com/v1/tracks/3wD62ofDBqgeJSW2u7WKil,https://api.spotify.com/v1/audio-analysis/3wD62ofDBqgeJSW2u7WKil,181000,4
1,0.695,0.879,4,-5.655,1,0.16,0.223,0.197,0.689,0.91,203.886,audio_features,14EeHJP2ZhOqabZgCAF27r,spotify:track:14EeHJP2ZhOqabZgCAF27r,https://api.spotify.com/v1/tracks/14EeHJP2ZhOqabZgCAF27r,https://api.spotify.com/v1/audio-analysis/14EeHJP2ZhOqabZgCAF27r,265093,4
2,0.69,0.722,0,-5.898,1,0.261,0.268,0.000529,0.935,0.661,175.889,audio_features,4iGiK3PUx1r9G6N3vkQERe,spotify:track:4iGiK3PUx1r9G6N3vkQERe,https://api.spotify.com/v1/tracks/4iGiK3PUx1r9G6N3vkQERe,https://api.spotify.com/v1/audio-analysis/4iGiK3PUx1r9G6N3vkQERe,305280,4
3,0.671,0.806,7,-5.632,1,0.0777,0.0564,3.42e-06,0.739,0.869,129.98,audio_features,2KTHFxwHv1eUUALTx7uBei,spotify:track:2KTHFxwHv1eUUALTx7uBei,https://api.spotify.com/v1/tracks/2KTHFxwHv1eUUALTx7uBei,https://api.spotify.com/v1/audio-analysis/2KTHFxwHv1eUUALTx7uBei,204027,4
4,0.544,0.815,7,-4.554,1,0.0772,0.00851,1.67e-05,0.169,0.744,90.015,audio_features,2I13jeL6QfdArAhpqUzFSr,spotify:track:2I13jeL6QfdArAhpqUzFSr,https://api.spotify.com/v1/tracks/2I13jeL6QfdArAhpqUzFSr,https://api.spotify.com/v1/audio-analysis/2I13jeL6QfdArAhpqUzFSr,341493,4
5,0.855,0.698,11,-6.697,0,0.06,0.0563,0.0638,0.075,0.681,116.043,audio_features,2sm8jAsyuyoX45ytlnyBLj,spotify:track:2sm8jAsyuyoX45ytlnyBLj,https://api.spotify.com/v1/tracks/2sm8jAsyuyoX45ytlnyBLj,https://api.spotify.com/v1/audio-analysis/2sm8jAsyuyoX45ytlnyBLj,212320,4
6,0.798,0.794,5,-5.287,0,0.0711,0.257,0.0,0.0872,0.772,123.987,audio_features,0x9zhyDsfltieIXYUv1XRg,spotify:track:0x9zhyDsfltieIXYUv1XRg,https://api.spotify.com/v1/tracks/0x9zhyDsfltieIXYUv1XRg,https://api.spotify.com/v1/audio-analysis/0x9zhyDsfltieIXYUv1XRg,253733,4
7,0.669,0.771,7,-5.286,1,0.191,0.00897,6.1e-05,0.275,0.592,169.916,audio_features,6cM9Wxrwik0TipzJPcZLG7,spotify:track:6cM9Wxrwik0TipzJPcZLG7,https://api.spotify.com/v1/tracks/6cM9Wxrwik0TipzJPcZLG7,https://api.spotify.com/v1/audio-analysis/6cM9Wxrwik0TipzJPcZLG7,164080,4
8,0.88,0.87,5,-5.851,0,0.32,0.279,0.000806,0.116,0.743,115.056,audio_features,4mpyBYJzpieMYwvtnnlzlY,spotify:track:4mpyBYJzpieMYwvtnnlzlY,https://api.spotify.com/v1/tracks/4mpyBYJzpieMYwvtnnlzlY,https://api.spotify.com/v1/audio-analysis/4mpyBYJzpieMYwvtnnlzlY,228693,4
9,0.786,0.831,10,-5.62,0,0.12,0.0724,0.0,0.853,0.799,117.964,audio_features,1Z0UlpDHhTmRRF2p5aZPa7,spotify:track:1Z0UlpDHhTmRRF2p5aZPa7,https://api.spotify.com/v1/tracks/1Z0UlpDHhTmRRF2p5aZPa7,https://api.spotify.com/v1/audio-analysis/1Z0UlpDHhTmRRF2p5aZPa7,266133,4
10,0.661,0.645,5,-6.724,1,0.123,0.394,0.00952,0.0799,0.639,167.977,audio_features,4qMiPy59oppfr8sFa6eurf,spotify:track:4qMiPy59oppfr8sFa6eurf,https://api.spotify.com/v1/tracks/4qMiPy59oppfr8sFa6eurf,https://api.spotify.com/v1/audio-analysis/4qMiPy59oppfr8sFa6eurf,281893,4
11,0.637,0.678,8,-5.714,1,0.0446,0.0176,0.000305,0.116,0.731,103.578,audio_features,6xnxwjEkNevVoyU7ZfqU0j,spotify:track:6xnxwjEkNevVoyU7ZfqU0j,https://api.spotify.com/v1/tracks/6xnxwjEkNevVoyU7ZfqU0j,https://api.spotify.com/v1/audio-analysis/6xnxwjEkNevVoyU7ZfqU0j,225507,4
12,0.813,0.731,10,-5.645,1,0.106,0.16,0.0,0.0635,0.828,119.04,audio_features,0bEWTrXTLwoqm4LLHxYzvA,spotify:track:0bEWTrXTLwoqm4LLHxYzvA,https://api.spotify.com/v1/tracks/0bEWTrXTLwoqm4LLHxYzvA,https://api.spotify.com/v1/audio-analysis/0bEWTrXTLwoqm4LLHxYzvA,190533,4
13,0.952,0.605,2,-6.767,1,0.288,0.0151,0.41,0.625,0.566,130.024,audio_features,63lZp8cz2HeqafVAkGKvbz,spotify:track:63lZp8cz2HeqafVAkGKvbz,https://api.spotify.com/v1/tracks/63lZp8cz2HeqafVAkGKvbz,https://api.spotify.com/v1/audio-analysis/63lZp8cz2HeqafVAkGKvbz,321093,4
14,0.78,0.898,11,-6.223,0,0.0979,0.0462,0.0616,0.657,0.819,99.983,audio_features,6tAcwhl5cTJOEiEdHc9Ra8,spotify:track:6tAcwhl5cTJOEiEdHc9Ra8,https://api.spotify.com/v1/tracks/6tAcwhl5cTJOEiEdHc9Ra8,https://api.spotify.com/v1/audio-analysis/6tAcwhl5cTJOEiEdHc9Ra8,291013,4
15,0.738,0.876,9,-5.443,1,0.116,0.172,0.00203,0.0689,0.451,99.001,audio_features,6owr04PEXSTPfzhtmcZJab,spotify:track:6owr04PEXSTPfzhtmcZJab,https://api.spotify.com/v1/tracks/6owr04PEXSTPfzhtmcZJab,https://api.spotify.com/v1/audio-analysis/6owr04PEXSTPfzhtmcZJab,211333,4
16,0.672,0.705,9,-7.939,0,0.0295,0.00674,0.754,0.0279,0.54,127.987,audio_features,1TVWXQf6DjEErxfwLYvojL,spotify:track:1TVWXQf6DjEErxfwLYvojL,https://api.spotify.com/v1/tracks/1TVWXQf6DjEErxfwLYvojL,https://api.spotify.com/v1/audio-analysis/1TVWXQf6DjEErxfwLYvojL,316080,4
17,0.727,0.946,5,-5.913,0,0.117,0.055,0.0,0.302,0.789,127.083,audio_features,3L1NnDHRsFkjcqWPCC3kFH,spotify:track:3L1NnDHRsFkjcqWPCC3kFH,https://api.spotify.com/v1/tracks/3L1NnDHRsFkjcqWPCC3kFH,https://api.spotify.com/v1/audio-analysis/3L1NnDHRsFkjcqWPCC3kFH,212947,4
18,0.89,0.679,0,-6.972,1,0.0398,0.491,0.000497,0.124,0.924,116.027,audio_features,7GbYFBhwXBjKNGzvShY4G7,spotify:track:7GbYFBhwXBjKNGzvShY4G7,https://api.spotify.com/v1/tracks/7GbYFBhwXBjKNGzvShY4G7,https://api.spotify.com/v1/audio-analysis/7GbYFBhwXBjKNGzvShY4G7,224493,4
19,0.63,0.771,6,-5.857,1,0.0718,0.00485,0.451,0.269,0.589,83.973,audio_features,0hOM3vAnyRpmn274DdNUEF,spotify:track:0hOM3vAnyRpmn274DdNUEF,https://api.spotify.com/v1/tracks/0hOM3vAnyRpmn274DdNUEF,https://api.spotify.com/v1/audio-analysis/0hOM3vAnyRpmn274DdNUEF,217093,4
20,0.599,0.759,0,-5.701,1,0.309,0.406,0.0,0.034,0.904,202.387,audio_features,2usdkZLreKqMXMOTtdYJ4W,spotify:track:2usdkZLreKqMXMOTtdYJ4W,https://api.spotify.com/v1/tracks/2usdkZLreKqMXMOTtdYJ4W,https://api.spotify.com/v1/audio-analysis/2usdkZLreKqMXMOTtdYJ4W,236280,4
21,0.667,0.913,6,-6.071,0,0.0992,0.0314,0.284,0.0872,0.588,122.956,audio_features,28GYn2KBUeUPpuW95jYFxl,spotify:track:28GYn2KBUeUPpuW95jYFxl,https://api.spotify.com/v1/tracks/28GYn2KBUeUPpuW95jYFxl,https://api.spotify.com/v1/audio-analysis/28GYn2KBUeUPpuW95jYFxl,232760,4
22,0.709,0.775,5,-6.926,0,0.192,0.389,0.0,0.329,0.501,76.984,audio_features,6JofwMtPyY9bC6rnuYz0Jq,spotify:track:6JofwMtPyY9bC6rnuYz0Jq,https://api.spotify.com/v1/tracks/6JofwMtPyY9bC6rnuYz0Jq,https://api.spotify.com/v1/audio-analysis/6JofwMtPyY9bC6rnuYz0Jq,190347,4
23,0.702,0.8,11,-7.009,0,0.252,0.0686,0.0,0.242,0.798,107.556,audio_features,7zzl0HGwdjHV6QCvVcbl0n,spotify:track:7zzl0HGwdjHV6QCvVcbl0n,https://api.spotify.com/v1/tracks/7zzl0HGwdjHV6QCvVcbl0n,https://api.spotify.com/v1/audio-analysis/7zzl0HGwdjHV6QCvVcbl0n,266293,4
24,0.587,0.731,10,-8.428,0,0.203,0.141,0.000101,0.369,0.829,79.648,audio_features,0jNJ5ySN1U6k2tTsGEDNIH,spotify:track:0jNJ5ySN1U6k2tTsGEDNIH,https://api.spotify.com/v1/tracks/0jNJ5ySN1U6k2tTsGEDNIH,https://api.spotify.com/v1/audio-analysis/0jNJ5ySN1U6k2tTsGEDNIH,212093,4
25,0.92,0.763,1,-8.371,1,0.245,0.0127,0.0729,0.0814,0.967,124.994,audio_features,6fohtovAqz4S5ktOxs27uc,spotify:track:6fohtovAqz4S5ktOxs27uc,https://api.spotify.com/v1/tracks/6fohtovAqz4S5ktOxs27uc,https://api.spotify.com/v1/audio-analysis/6fohtovAqz4S5ktOxs27uc,254347,4
26,0.964,0.522,2,-5.382,1,0.136,0.0249,0.175,0.0429,0.709,126.024,audio_features,6fczHcaWu4h7UYLQTXL6w8,spotify:track:6fczHcaWu4h7UYLQTXL6w8,https://api.spotify.com/v1/tracks/6fczHcaWu4h7UYLQTXL6w8,https://api.spotify.com/v1/audio-analysis/6fczHcaWu4h7UYLQTXL6w8,210467,4
27,0.739,0.62,2,-7.748,1,0.0635,0.00614,0.812,0.0989,0.731,128.016,audio_features,7GkoQI6K9pdImdI1hK3b1f,spotify:track:7GkoQI6K9pdImdI1hK3b1f,https://api.spotify.com/v1/tracks/7GkoQI6K9pdImdI1hK3b1f,https://api.spotify.com/v1/audio-analysis/7GkoQI6K9pdImdI1hK3b1f,272627,4
28,0.715,0.798,1,-6.376,0,0.0511,0.0209,7.65e-05,0.284,0.555,96.993,audio_features,2xYesf0e5q56yfoMz3zXCL,spotify:track:2xYesf0e5q56yfoMz3zXCL,https://api.spotify.com/v1/tracks/2xYesf0e5q56yfoMz3zXCL,https://api.spotify.com/v1/audio-analysis/2xYesf0e5q56yfoMz3zXCL,261000,4
29,0.665,0.73,5,-6.149,1,0.029,0.00456,0.12,0.141,0.372,125.991,audio_features,3BcPVQCHpnaVWs3sbKgps0,spotify:track:3BcPVQCHpnaVWs3sbKgps0,https://api.spotify.com/v1/tracks/3BcPVQCHpnaVWs3sbKgps0,https://api.spotify.com/v1/audio-analysis/3BcPVQCHpnaVWs3sbKgps0,247640,4
30,0.815,0.784,2,-6.288,1,0.235,0.0798,0.0106,0.307,0.533,128.01,audio_features,6OTvtL2LH1H5YhypqrlZHd,spotify:track:6OTvtL2LH1H5YhypqrlZHd,https://api.spotify.com/v1/tracks/6OTvtL2LH1H5YhypqrlZHd,https://api.spotify.com/v1/audio-analysis/6OTvtL2LH1H5YhypqrlZHd,201587,4
31,0.798,0.778,4,-6.197,0,0.0749,9.94e-05,0.203,0.105,0.962,131.012,audio_features,7EaNTAt4Lyxb7Bwxu7sKRJ,spotify:track:7EaNTAt4Lyxb7Bwxu7sKRJ,https://api.spotify.com/v1/tracks/7EaNTAt4Lyxb7Bwxu7sKRJ,https://api.spotify.com/v1/audio-analysis/7EaNTAt4Lyxb7Bwxu7sKRJ,283987,4
32,0.894,0.66,7,-6.794,0,0.22,0.473,0.000298,0.434,0.867,103.032,audio_features,4OWVb7kfeqMcwiWZoW9fxL,spotify:track:4OWVb7kfeqMcwiWZoW9fxL,https://api.spotify.com/v1/tracks/4OWVb7kfeqMcwiWZoW9fxL,https://api.spotify.com/v1/audio-analysis/4OWVb7kfeqMcwiWZoW9fxL,247720,4
33,0.859,0.655,9,-5.757,0,0.0484,0.273,0.211,0.077,0.911,112.963,audio_features,0ZWDuvBvPFiFSnpvsWaj9I,spotify:track:0ZWDuvBvPFiFSnpvsWaj9I,https://api.spotify.com/v1/tracks/0ZWDuvBvPFiFSnpvsWaj9I,https://api.spotify.com/v1/audio-analysis/0ZWDuvBvPFiFSnpvsWaj9I,198520,4
34,0.813,0.809,10,-6.59,1,0.219,0.0886,0.202,0.0566,0.896,91.996,audio_features,3bnUfzUJQbW4bHW7VoLup1,spotify:track:3bnUfzUJQbW4bHW7VoLup1,https://api.spotify.com/v1/tracks/3bnUfzUJQbW4bHW7VoLup1,https://api.spotify.com/v1/audio-analysis/3bnUfzUJQbW4bHW7VoLup1,292293,4
35,0.763,0.844,7,-7.615,1,0.0768,0.031,0.000254,0.168,0.505,99.945,audio_features,77acdySQJkVovHC0mbxHV2,spotify:track:77acdySQJkVovHC0mbxHV2,https://api.spotify.com/v1/tracks/77acdySQJkVovHC0mbxHV2,https://api.spotify.com/v1/audio-analysis/77acdySQJkVovHC0mbxHV2,254533,4
36,0.741,0.951,1,-5.96,0,0.118,0.0544,0.00162,0.0772,0.847,156.058,audio_features,1Tmp3aG1VGoWkVfjfOZ48h,spotify:track:1Tmp3aG1VGoWkVfjfOZ48h,https://api.spotify.com/v1/tracks/1Tmp3aG1VGoWkVfjfOZ48h,https://api.spotify.com/v1/audio-analysis/1Tmp3aG1VGoWkVfjfOZ48h,251133,4
37,0.89,0.833,10,-6.559,0,0.13,0.0365,0.0,0.041,0.838,103.979,audio_features,0U8RwYHPJWVflvHKbVOoVk,spotify:track:0U8RwYHPJWVflvHKbVOoVk,https://api.spotify.com/v1/tracks/0U8RwYHPJWVflvHKbVOoVk,https://api.spotify.com/v1/audio-analysis/0U8RwYHPJWVflvHKbVOoVk,315253,4
38,0.891,0.776,8,-8.813,1,0.133,0.0863,0.342,0.0743,0.648,128.027,audio_features,7GQSGi0DqNJF5V1gD13eXF,spotify:track:7GQSGi0DqNJF5V1gD13eXF,https://api.spotify.com/v1/tracks/7GQSGi0DqNJF5V1gD13eXF,https://api.spotify.com/v1/audio-analysis/7GQSGi0DqNJF5V1gD13eXF,317013,4
39,0.61,0.766,2,-7.137,1,0.434,0.00913,0.453,0.0987,0.64,120.071,audio_features,470XmqLuWmhw1wYCdK6Jpj,spotify:track:470XmqLuWmhw1wYCdK6Jpj,https://api.spotify.com/v1/tracks/470XmqLuWmhw1wYCdK6Jpj,https://api.spotify.com/v1/audio-analysis/470XmqLuWmhw1wYCdK6Jpj,200560,4
40,0.605,0.898,9,-6.709,0,0.109,0.189,0.0974,0.364,0.754,105.024,audio_features,3qmXWHpwOMihU0ibvDEETr,spotify:track:3qmXWHpwOMihU0ibvDEETr,https://api.spotify.com/v1/tracks/3qmXWHpwOMihU0ibvDEETr,https://api.spotify.com/v1/audio-analysis/3qmXWHpwOMihU0ibvDEETr,259520,4
41,0.841,0.737,11,-5.81,0,0.0423,0.175,0.455,0.369,0.827,120.693,audio_features,2giBdjYeB2Xktv3AXf6m2p,spotify:track:2giBdjYeB2Xktv3AXf6m2p,https://api.spotify.com/v1/tracks/2giBdjYeB2Xktv3AXf6m2p,https://api.spotify.com/v1/audio-analysis/2giBdjYeB2Xktv3AXf6m2p,225080,4
42,0.773,0.879,11,-5.68,0,0.0739,0.0449,0.00888,0.342,0.576,126.002,audio_features,1Qfa80O4yFI9Wj5QJDi4PX,spotify:track:1Qfa80O4yFI9Wj5QJDi4PX,https://api.spotify.com/v1/tracks/1Qfa80O4yFI9Wj5QJDi4PX,https://api.spotify.com/v1/audio-analysis/1Qfa80O4yFI9Wj5QJDi4PX,282733,4
43,0.781,0.826,10,-5.047,1,0.188,0.0219,0.409,0.0862,0.915,119.064,audio_features,7DiX9s5ABXOHfYUGOarmvy,spotify:track:7DiX9s5ABXOHfYUGOarmvy,https://api.spotify.com/v1/tracks/7DiX9s5ABXOHfYUGOarmvy,https://api.spotify.com/v1/audio-analysis/7DiX9s5ABXOHfYUGOarmvy,201440,4
44,0.702,0.827,0,-4.767,1,0.111,0.0753,0.0126,0.0208,0.924,192.068,audio_features,5MGnLvzb52DWw7zzFr9BQY,spotify:track:5MGnLvzb52DWw7zzFr9BQY,https://api.spotify.com/v1/tracks/5MGnLvzb52DWw7zzFr9BQY,https://api.spotify.com/v1/audio-analysis/5MGnLvzb52DWw7zzFr9BQY,203253,4
45,0.789,0.889,1,-9.141,1,0.0436,0.0289,0.864,0.117,0.548,119.985,audio_features,2mGZKtOCwZkVgjMpFOCQrc,spotify:track:2mGZKtOCwZkVgjMpFOCQrc,https://api.spotify.com/v1/tracks/2mGZKtOCwZkVgjMpFOCQrc,https://api.spotify.com/v1/audio-analysis/2mGZKtOCwZkVgjMpFOCQrc,242360,4
46,0.628,0.646,6,-6.558,0,0.0328,0.147,0.201,0.114,0.255,127.902,audio_features,0RKBr41JWCD7191MY1gnU6,spotify:track:0RKBr41JWCD7191MY1gnU6,https://api.spotify.com/v1/tracks/0RKBr41JWCD7191MY1gnU6,https://api.spotify.com/v1/audio-analysis/0RKBr41JWCD7191MY1gnU6,176440,4
47,0.554,0.774,2,-5.943,1,0.35,0.201,8.24e-05,0.702,0.687,99.415,audio_features,3NpIjtzn7GAISrH7furhGV,spotify:track:3NpIjtzn7GAISrH7furhGV,https://api.spotify.com/v1/tracks/3NpIjtzn7GAISrH7furhGV,https://api.spotify.com/v1/audio-analysis/3NpIjtzn7GAISrH7furhGV,221773,4
48,0.853,0.711,10,-6.377,0,0.227,0.0783,2.7e-05,0.0981,0.763,109.986,audio_features,47sIsdKh2nO3guNMbMyI2d,spotify:track:47sIsdKh2nO3guNMbMyI2d,https://api.spotify.com/v1/tracks/47sIsdKh2nO3guNMbMyI2d,https://api.spotify.com/v1/audio-analysis/47sIsdKh2nO3guNMbMyI2d,230320,4
49,0.549,0.887,1,-4.331,1,0.265,0.0334,0.00382,0.328,0.667,99.033,audio_features,4bZL9D6SpeHtsRQwsAkL99,spotify:track:4bZL9D6SpeHtsRQwsAkL99,https://api.spotify.com/v1/tracks/4bZL9D6SpeHtsRQwsAkL99,https://api.spotify.com/v1/audio-analysis/4bZL9D6SpeHtsRQwsAkL99,263680,4
50,0.867,0.894,3,-4.026,0,0.26,0.254,0.00389,0.154,0.726,128.083,audio_features,0Xmz2sF0mYYKwFvgyB3DaA,spotify:track:0Xmz2sF0mYYKwFvgyB3DaA,https://api.spotify.com/v1/tracks/0Xmz2sF0mYYKwFvgyB3DaA,https://api.spotify.com/v1/audio-analysis/0Xmz2sF0mYYKwFvgyB3DaA,179160,4
51,0.785,0.866,1,-5.158,1,0.0337,0.0506,0.0,0.351,0.897,109.998,audio_features,4AT3kVZturKLGJyzl7LXqg,spotify:track:4AT3kVZturKLGJyzl7LXqg,https://api.spotify.com/v1/tracks/4AT3kVZturKLGJyzl7LXqg,https://api.spotify.com/v1/audio-analysis/4AT3kVZturKLGJyzl7LXqg,249067,4
52,0.744,0.711,6,-6.236,1,0.0687,0.127,0.705,0.0867,0.386,120.966,audio_features,0v4WWEaAydWr1O4CltqDeb,spotify:track:0v4WWEaAydWr1O4CltqDeb,https://api.spotify.com/v1/tracks/0v4WWEaAydWr1O4CltqDeb,https://api.spotify.com/v1/audio-analysis/0v4WWEaAydWr1O4CltqDeb,283947,4
53,0.802,0.882,5,-6.012,0,0.0856,0.0196,0.00588,0.259,0.763,106.639,audio_features,2poI5jibZSwRYxv8EKq8di,spotify:track:2poI5jibZSwRYxv8EKq8di,https://api.spotify.com/v1/tracks/2poI5jibZSwRYxv8EKq8di,https://api.spotify.com/v1/audio-analysis/2poI5jibZSwRYxv8EKq8di,240453,4
54,0.656,0.825,7,-6.135,1,0.0584,0.00902,0.0111,0.134,0.777,98.017,audio_features,0CqPp5o2fJ459d1OI8wxwt,spotify:track:0CqPp5o2fJ459d1OI8wxwt,https://api.spotify.com/v1/tracks/0CqPp5o2fJ459d1OI8wxwt,https://api.spotify.com/v1/audio-analysis/0CqPp5o2fJ459d1OI8wxwt,299400,4
55,0.952,0.725,0,-6.042,1,0.0486,0.159,4.37e-05,0.0741,0.926,117.97,audio_features,3Vhzli0aXCc3jyDoy1E8AW,spotify:track:3Vhzli0aXCc3jyDoy1E8AW,https://api.spotify.com/v1/tracks/3Vhzli0aXCc3jyDoy1E8AW,https://api.spotify.com/v1/audio-analysis/3Vhzli0aXCc3jyDoy1E8AW,290120,4
56,0.727,0.769,10,-5.353,1,0.0767,0.0665,0.00661,0.0678,0.813,78.023,audio_features,0cOCRibTIyKqdHj6oWtANb,spotify:track:0cOCRibTIyKqdHj6oWtANb,https://api.spotify.com/v1/tracks/0cOCRibTIyKqdHj6oWtANb,https://api.spotify.com/v1/audio-analysis/0cOCRibTIyKqdHj6oWtANb,207093,4
57,0.737,0.725,1,-6.268,1,0.0921,0.0656,0.00023,0.324,0.576,94.956,audio_features,3DAYZdjzo6Rz9t3pcu22Nr,spotify:track:3DAYZdjzo6Rz9t3pcu22Nr,https://api.spotify.com/v1/tracks/3DAYZdjzo6Rz9t3pcu22Nr,https://api.spotify.com/v1/audio-analysis/3DAYZdjzo6Rz9t3pcu22Nr,203520,4
58,0.759,0.61,5,-6.984,0,0.0335,0.286,0.38,0.0811,0.718,90.01,audio_features,5kUx58A5AHLJzhuBpdjQ4O,spotify:track:5kUx58A5AHLJzhuBpdjQ4O,https://api.spotify.com/v1/tracks/5kUx58A5AHLJzhuBpdjQ4O,https://api.spotify.com/v1/audio-analysis/5kUx58A5AHLJzhuBpdjQ4O,235480,4
59,0.697,0.862,7,-6.227,1,0.0652,0.0651,0.562,0.284,0.76,121.982,audio_features,7uzE5HstEaUXxsAIbPsyVt,spotify:track:7uzE5HstEaUXxsAIbPsyVt,https://api.spotify.com/v1/tracks/7uzE5HstEaUXxsAIbPsyVt,https://api.spotify.com/v1/audio-analysis/7uzE5HstEaUXxsAIbPsyVt,274787,4
60,0.724,0.924,5,-5.276,1,0.0347,0.00636,0.000797,0.122,0.698,121.238,audio_features,7c1QnSNfgHPLgyqUcdE1Il,spotify:track:7c1QnSNfgHPLgyqUcdE1Il,https://api.spotify.com/v1/tracks/7c1QnSNfgHPLgyqUcdE1Il,https://api.spotify.com/v1/audio-analysis/7c1QnSNfgHPLgyqUcdE1Il,127667,4
61,0.797,0.599,9,-6.769,1,0.033,0.0171,0.0,0.381,0.94,117.557,audio_features,4CRCRTuI9PdGFgU8fAAoSy,spotify:track:4CRCRTuI9PdGFgU8fAAoSy,https://api.spotify.com/v1/tracks/4CRCRTuI9PdGFgU8fAAoSy,https://api.spotify.com/v1/audio-analysis/4CRCRTuI9PdGFgU8fAAoSy,167267,4
62,0.802,0.444,7,-7.447,1,0.0295,0.281,8.29e-05,0.185,0.731,83.932,audio_features,2xfMLcCOnnlMsOZqWixs7d,spotify:track:2xfMLcCOnnlMsOZqWixs7d,https://api.spotify.com/v1/tracks/2xfMLcCOnnlMsOZqWixs7d,https://api.spotify.com/v1/audio-analysis/2xfMLcCOnnlMsOZqWixs7d,233933,4
63,0.612,0.291,7,-12.577,1,0.0333,0.435,1.07e-05,0.117,0.475,144.143,audio_features,2SuybSHoi70J5fUME8Q2FK,spotify:track:2SuybSHoi70J5fUME8Q2FK,https://api.spotify.com/v1/tracks/2SuybSHoi70J5fUME8Q2FK,https://api.spotify.com/v1/audio-analysis/2SuybSHoi70J5fUME8Q2FK,176067,4
64,0.865,0.365,7,-11.531,1,0.0357,0.149,0.0,0.103,0.608,100.19,audio_features,6rZ5CodWX2uark8j0cKoNB,spotify:track:6rZ5CodWX2uark8j0cKoNB,https://api.spotify.com/v1/tracks/6rZ5CodWX2uark8j0cKoNB,https://api.spotify.com/v1/audio-analysis/6rZ5CodWX2uark8j0cKoNB,215693,4
65,0.684,0.58,0,-7.763,1,0.0248,0.00717,5.44e-05,0.0757,0.684,100.524,audio_features,2FRbM1h221JsP1ZlfrgJHI,spotify:track:2FRbM1h221JsP1ZlfrgJHI,https://api.spotify.com/v1/tracks/2FRbM1h221JsP1ZlfrgJHI,https://api.spotify.com/v1/audio-analysis/2FRbM1h221JsP1ZlfrgJHI,237240,4
66,0.681,0.315,0,-10.117,1,0.0323,0.27,1.01e-06,0.0806,0.622,95.966,audio_features,0IuHqFbdeZoZD1TKa9i0ub,spotify:track:0IuHqFbdeZoZD1TKa9i0ub,https://api.spotify.com/v1/tracks/0IuHqFbdeZoZD1TKa9i0ub,https://api.spotify.com/v1/audio-analysis/0IuHqFbdeZoZD1TKa9i0ub,180800,4
67,0.881,0.53,0,-8.603,1,0.0418,0.085,0.0,0.339,0.96,120.247,audio_features,5fTIK3UUgvh2ChxU0lDvnh,spotify:track:5fTIK3UUgvh2ChxU0lDvnh,https://api.spotify.com/v1/tracks/5fTIK3UUgvh2ChxU0lDvnh,https://api.spotify.com/v1/audio-analysis/5fTIK3UUgvh2ChxU0lDvnh,161800,4
68,0.662,0.298,7,-12.384,1,0.0322,0.554,0.000106,0.0854,0.411,111.144,audio_features,1Dy4LJG6uP0QdNzzLhhMeo,spotify:track:1Dy4LJG6uP0QdNzzLhhMeo,https://api.spotify.com/v1/tracks/1Dy4LJG6uP0QdNzzLhhMeo,https://api.spotify.com/v1/audio-analysis/1Dy4LJG6uP0QdNzzLhhMeo,141467,4
69,0.735,0.701,2,-6.246,1,0.0365,0.309,0.0,0.197,0.849,133.455,audio_features,5ZeboDymWIImPyntfGmWcX,spotify:track:5ZeboDymWIImPyntfGmWcX,https://api.spotify.com/v1/tracks/5ZeboDymWIImPyntfGmWcX,https://api.spotify.com/v1/audio-analysis/5ZeboDymWIImPyntfGmWcX,117333,4
70,0.703,0.714,7,-8.438,1,0.0306,0.0311,0.0,0.282,0.721,136.43,audio_features,3YhdOEtTP4hkT6IHh6yDQv,spotify:track:3YhdOEtTP4hkT6IHh6yDQv,https://api.spotify.com/v1/tracks/3YhdOEtTP4hkT6IHh6yDQv,https://api.spotify.com/v1/audio-analysis/3YhdOEtTP4hkT6IHh6yDQv,200693,4
71,0.65,0.7,9,-8.092,1,0.0273,0.241,4.28e-05,0.152,0.96,124.156,audio_features,0zuGY4HG7c4GbjNl5fDik0,spotify:track:0zuGY4HG7c4GbjNl5fDik0,https://api.spotify.com/v1/tracks/0zuGY4HG7c4GbjNl5fDik0,https://api.spotify.com/v1/audio-analysis/0zuGY4HG7c4GbjNl5fDik0,151733,4
72,0.901,0.344,5,-12.81,1,0.0529,0.0179,0.0457,0.0997,0.472,100.528,audio_features,5WPGvdsnBaSH3dGhIm5eQn,spotify:track:5WPGvdsnBaSH3dGhIm5eQn,https://api.spotify.com/v1/tracks/5WPGvdsnBaSH3dGhIm5eQn,https://api.spotify.com/v1/audio-analysis/5WPGvdsnBaSH3dGhIm5eQn,216133,4
73,0.819,0.223,7,-12.595,1,0.0932,0.945,0.257,0.128,0.234,134.318,audio_features,7mjTG9PuYLZ8pkO8UKQraE,spotify:track:7mjTG9PuYLZ8pkO8UKQraE,https://api.spotify.com/v1/tracks/7mjTG9PuYLZ8pkO8UKQraE,https://api.spotify.com/v1/audio-analysis/7mjTG9PuYLZ8pkO8UKQraE,201787,4
