,Name,Score,Price,Pets,Link
428,Hotel IX Nine Streets Amsterdam,9.4,€ 274,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html
429,Central & Quiet Canal Apartment,9.5,€ 250,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/olympic-amsterdam123.en-gb.html
430,The Artist Apartment,8.8,€ 150,"
Pets are allowed on request. Charges may be applicable.
",https://www.booking.com/hotel/nl/nhamsterdam.en-gb.html
431,Bnbpearl,6.5,€ 274,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html
432,Pillows Luxury Boutique Hotel Anna Van Den Vondel Amsterdam,9.4,€ 293,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/notting-hill.en-gb.html
433,Canal view suite,-1,€ 666666,"
Pets are allowed on request. Charges may be applicable.
",https://www.booking.com/hotel/nl/nhghkrasnapolsky.en-gb.html
434,The Panorama Suite (Mandelahuisje),9.3,€ 328,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/estherea.en-gb.html
435,City Break Amsterdam B&B,9.4,€ 119,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/cc.en-gb.html
436,Quiet Room in Amsterdam Center,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/cityden-amsterdam-west.en-gb.html
437,Vondelpark House B&B,9.4,€ 133,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/citizenm-amsterdam-amstel.en-gb.html
438,Beautiful DutchHouse Centrum,7.1,€ 177,"
Pets are allowed. Charges may be applicable.
",https://www.booking.com/hotel/nl/inntel-hotels-amsterdam-centre.en-gb.html
439,Hotel Parkzicht,7.1,€ 74,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/amshofpark.en-gb.html
440,Nine(T)Teen,8.3,€ 206,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/terminus.en-gb.html
441,Boat Amsterdam Center,6.7,€ 340,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html
442,INNSiDE by Meliá Amsterdam,-1,€ 666666,"
Pets are allowed. Charges may be applicable.
",https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-motorkade.en-gb.html
443,SWEETS - Scharrebiersluis,9.4,€ 184,"
Free!
Pets are allowed on request. No extra charges.
",https://www.booking.com/hotel/nl/the-hoxton-amsterdam.en-gb.html
444,Boutique B&B Wharf - FREE PARKING,9.2,€ 364,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/radissonamsterdam.en-gb.html
445,Modern Times,-1,€ 666666,"
Pets are allowed on request. Charges may be applicable.
",https://www.booking.com/hotel/nl/nhbarbizon.en-gb.html
446,Garden Room and Economy Room,9.0,€ 123,"
Pets are allowed. Charges may be applicable.
",https://www.booking.com/hotel/nl/jollycarlton.en-gb.html
447,Hotel 55 - City Centre,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/library-amsterdam.en-gb.html
448,Xaviera's Bed and Breakfast,8.7,€ 139,0,https://www.booking.com/hotel/nl/postillion-amsterdam-amsterdam.en-gb.html
449,Quiet spacious room,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/citadel.en-gb.html
450,Nine(T)Teen,8.3,€ 206,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/victoria.en-gb.html
451,Garden Room and Economy Room,9.0,€ 123,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html
452,Hotel 55 - City Centre,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/mai-amsterdam.en-gb.html
453,Boat Amsterdam Center,6.7,€ 340,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html
454,INNSiDE by Meliá Amsterdam,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/olympic-amsterdam123.en-gb.html
455,Boutique B&B Wharf - FREE PARKING,9.2,€ 364,"
Pets are allowed on request. Charges may be applicable.
",https://www.booking.com/hotel/nl/nhamsterdam.en-gb.html
456,Modern Times,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html
457,Xaviera's Bed and Breakfast,8.7,€ 139,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/notting-hill.en-gb.html
458,Jupiter Hotel,8.0,€ 164,"
Pets are allowed on request. Charges may be applicable.
",https://www.booking.com/hotel/nl/nhghkrasnapolsky.en-gb.html
459,Hotel Europa Amsterdam,8.7,€ 82,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/estherea.en-gb.html
460,Amsterdam Boat Studio,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/cc.en-gb.html
461,Red Light's Historic B&B,9.6,€ 705,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/cityden-amsterdam-west.en-gb.html
462,New beautiful design studio in Amsterdam West,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/citizenm-amsterdam-amstel.en-gb.html
463,JamieK's BnB,9.6,€ 158,"
Pets are allowed. Charges may be applicable.
",https://www.booking.com/hotel/nl/inntel-hotels-amsterdam-centre.en-gb.html
464,TWENTY FIVE BnB,8.1,€ 138,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/amshofpark.en-gb.html
465,De Ware Jacob Boutique Hotel,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/terminus.en-gb.html
466,Guest House Amsterdam,5.2,€ 155,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html
467,KW124,-1,€ 666666,"
Pets are allowed. Charges may be applicable.
",https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-motorkade.en-gb.html
468,Cozy Canal Studio,9.4,€ 161,"
Free!
Pets are allowed on request. No extra charges.
",https://www.booking.com/hotel/nl/the-hoxton-amsterdam.en-gb.html
469,The Rooms Upstairs & Downstairs,8.0,€ 115,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/radissonamsterdam.en-gb.html
470,Courtyard by Marriott Amsterdam Arena Atlas,8.3,€ 132,"
Pets are allowed on request. Charges may be applicable.
",https://www.booking.com/hotel/nl/nhbarbizon.en-gb.html
471,B&B Amsterdam De Springer,9.6,€ 153,"
Pets are allowed. Charges may be applicable.
",https://www.booking.com/hotel/nl/jollycarlton.en-gb.html
472,B&B Mondriaan,8.0,€ 145,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/library-amsterdam.en-gb.html
473,The Quay Amsterdam-Noord - FREE PARKING,9.3,€ 314,0,https://www.booking.com/hotel/nl/postillion-amsterdam-amsterdam.en-gb.html
474,Van OldenBnB,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/citadel.en-gb.html
475,Modern Times,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/victoria.en-gb.html
476,Xaviera's Bed and Breakfast,8.7,€ 139,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html
477,Quiet spacious room,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/mai-amsterdam.en-gb.html
478,Jupiter Hotel,8.0,€ 164,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html
479,Hotel Europa Amsterdam,8.7,€ 82,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/olympic-amsterdam123.en-gb.html
480,Amsterdam Boat Studio,-1,€ 666666,"
Pets are allowed on request. Charges may be applicable.
",https://www.booking.com/hotel/nl/nhamsterdam.en-gb.html
481,Red Light's Historic B&B,9.6,€ 705,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html
482,New beautiful design studio in Amsterdam West,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/notting-hill.en-gb.html
483,JamieK's BnB,9.6,€ 158,"
Pets are allowed on request. Charges may be applicable.
",https://www.booking.com/hotel/nl/nhghkrasnapolsky.en-gb.html
484,TWENTY FIVE BnB,8.1,€ 138,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/estherea.en-gb.html
485,De Ware Jacob Boutique Hotel,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/cc.en-gb.html
486,Guest House Amsterdam,5.2,€ 155,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/cityden-amsterdam-west.en-gb.html
487,Houseboat Dana,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/citizenm-amsterdam-amstel.en-gb.html
488,KW124,-1,€ 666666,"
Pets are allowed. Charges may be applicable.
",https://www.booking.com/hotel/nl/inntel-hotels-amsterdam-centre.en-gb.html
489,Cozy Canal Studio,9.4,€ 161,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/amshofpark.en-gb.html
490,The Rooms Upstairs & Downstairs,8.0,€ 115,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/terminus.en-gb.html
491,Courtyard by Marriott Amsterdam Arena Atlas,8.3,€ 132,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html
492,B&B Amsterdam De Springer,9.6,€ 153,"
Pets are allowed. Charges may be applicable.
",https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-motorkade.en-gb.html
493,B&B Mondriaan,8.0,€ 145,"
Free!
Pets are allowed on request. No extra charges.
",https://www.booking.com/hotel/nl/the-hoxton-amsterdam.en-gb.html
494,The Quay Amsterdam-Noord - FREE PARKING,9.3,€ 314,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/radissonamsterdam.en-gb.html
495,Van OldenBnB,-1,€ 666666,"
Pets are allowed on request. Charges may be applicable.
",https://www.booking.com/hotel/nl/nhbarbizon.en-gb.html
496,Bed & Breakfast Diemerbrug,9.8,€ 155,"
Pets are allowed. Charges may be applicable.
",https://www.booking.com/hotel/nl/jollycarlton.en-gb.html
497,Fenelli BnB,9.4,€ 138,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/library-amsterdam.en-gb.html
498,B&B TwoSixty,9.2,€ 164,0,https://www.booking.com/hotel/nl/postillion-amsterdam-amsterdam.en-gb.html
499,GoldenGuelB&B,-1,€ 666666,"
Pets are not allowed.
",https://www.booking.com/hotel/nl/citadel.en-gb.html
