,Id,Name,Playlist_Id,Album_Id,Date_added,Duration,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Key,Mode,Track_Number
249,6RtPijgfPKROxEzTHNRiDp,Rude,5mLQ2pzeGmEwuc7NFrsmp6,0RZ4Ct4vegYBmL9g88TBNi,2016-11-01T18:08:33Z,224840.0,75.0,0.774,0.7559999999999999,-4.995,0.0389,0.0423,0.0,0.305,0.931,144.032,1,1,1.0
250,0XzkemXSiXJa7VgDFPfU4S,Blurred Lines,5mLQ2pzeGmEwuc7NFrsmp6,2160bNuBZNQmpeBn99Dmis,2016-11-01T18:08:44Z,263053.0,15.0,0.862,0.503,-7.7029999999999985,0.0494,0.004529999999999999,1.87e-05,0.0761,0.863,119.998,7,1,1.0
251,0ADoHm7vRLqUDfyxwXhgc5,Wicked Wonderland,5mLQ2pzeGmEwuc7NFrsmp6,0W6HAdwa9OLvHps5QZe7Ir,2016-11-01T18:09:06Z,217266.0,29.0,0.6990000000000001,0.812,-5.772,0.135,0.00461,0.0161,0.396,0.7490000000000001,127.916,6,0,1.0
252,2cT0rywZk7Mz7xZEpjdZde,On Our Way,5mLQ2pzeGmEwuc7NFrsmp6,6EIbal1pVyS0bemhTJEkNz,2016-11-01T18:09:14Z,193853.0,1.0,0.5820000000000001,0.787,-5.922999999999999,0.0877,0.00777,0.0,0.182,0.368,130.953,1,1,2.0
253,0ifSeVGUr7py5GggttDhXw,All About That Bass,5mLQ2pzeGmEwuc7NFrsmp6,2Gf7TGoOt6FyRi7p32OzUM,2016-11-01T18:09:18Z,188754.0,63.0,0.8109999999999999,0.879,-3.724,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,9,1,1.0
254,5HKnWZRsDyGIrb6obvD0Yq,The Writing's on the Wall,5mLQ2pzeGmEwuc7NFrsmp6,3w6EJnnZ02Ntu7dCu9rs0F,2016-11-02T10:09:33Z,214706.0,0.0,0.547,0.967,-3.648,0.0534,0.0198,0.000424,0.721,0.662,103.026,7,1,2.0
255,1x6ACsKV4UdWS2FMuPFUiT,Titanium - feat. Sia,5mLQ2pzeGmEwuc7NFrsmp6,0qCuRUxCZIQuqlboSVQ1tB,2016-11-02T10:09:50Z,245040.0,6.0,0.599,0.8029999999999999,-3.641,0.0986,0.069,0.13699999999999998,0.129,0.233,126.057,0,0,12.0
256,4yOn1TEcfsKHUJCL2h1r8I,Feel This Moment,5mLQ2pzeGmEwuc7NFrsmp6,4aawyAB9vmqN3uQ7FjRGTy,2016-11-02T10:10:01Z,229506.0,54.0,0.6679999999999999,0.758,-3.589,0.158,0.0338,0.0,0.204,0.531,135.958,7,1,3.0
257,5ZJSb42KIkx2c3bJifuGYQ,Life is Now,5mLQ2pzeGmEwuc7NFrsmp6,08o5kZJTTSyPCbsYwAmZMr,2016-11-02T10:10:03Z,182424.0,0.0,0.7240000000000001,0.879,-2.668,0.103,0.00134,0.0,0.149,0.8109999999999999,129.953,10,0,2.0
258,4bUxz7zNup0hSdgTk9WOWo,Heaven,5mLQ2pzeGmEwuc7NFrsmp6,4sdhLZRcO9DQmrs889H0tl,2016-11-02T10:50:27Z,206746.0,32.0,0.525,0.6990000000000001,-9.484,0.0316,0.0888,6.2e-05,0.241,0.463,137.266,0,1,2.0
259,02WEzibf7f0l2GbtjE6nHe,Iron,5mLQ2pzeGmEwuc7NFrsmp6,2kQ7cqZTV8XdB2sGHAXNJO,2016-11-02T10:58:19Z,190066.0,1.0,0.642,0.722,-5.774,0.0506,0.238,0.768,0.0961,0.504,130.053,8,1,1.0
260,7vIBxqsNQZ3PehEFQr1ZGt,Something Good Can Work,5mLQ2pzeGmEwuc7NFrsmp6,0hljn4caZCf6xPILpLDJkB,2016-11-02T11:49:13Z,165320.0,2.0,0.6759999999999999,0.922,-4.499,0.0576,0.0208,0.00213,0.116,0.914,119.929,0,1,1.0
261,2T4u39au5RJzsulMUpRuVr,Meet Me Halfway,5mLQ2pzeGmEwuc7NFrsmp6,5lNzygOpCmzRx4N301icBB,2016-11-02T12:10:04Z,284373.0,5.0,0.7979999999999999,0.629,-6.857,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,11,0,3.0
262,4Z5CJbtwOIANSjLbfGXhjB,Mahalageasca - Bucovina Dub,5mLQ2pzeGmEwuc7NFrsmp6,3S0x0V6Ypgfgog3fzArZRo,2016-11-02T12:15:17Z,256053.0,0.0,0.8420000000000001,0.835,-5.092,0.27,0.424,0.539,0.528,0.853,119.961,9,0,11.0
263,6gobLJ63a1TNrSrU53tSj5,We're from Barcelona,5mLQ2pzeGmEwuc7NFrsmp6,0zbZ29KUQGBXvv8RpeXP3L,2016-11-02T12:50:32Z,182426.0,37.0,0.59,0.93,-4.259,0.0374,0.0984,0.0033200000000000005,0.7859999999999999,0.954,119.923,5,1,3.0
264,5WQ1hIc5d2EVbRQ8qsj8Uh,Hey Ya! - Radio Mix / Club Mix,5mLQ2pzeGmEwuc7NFrsmp6,00XMrHZoOsYLmiyx890axX,2016-11-02T14:00:08Z,235213.0,19.0,0.7190000000000001,0.967,-2.435,0.0552,0.0588,0.00024900000000000004,0.206,0.964,79.505,0,1,9.0
265,2Zl67m6esVJJ48MDhDEkO0,Suddenly I See,5mLQ2pzeGmEwuc7NFrsmp6,7CX3vifIlc1MDFE2DymnS3,2016-11-02T15:35:16Z,201706.0,1.0,0.569,0.7659999999999999,-5.684,0.0433,0.254,0.0,0.11,0.66,100.524,0,1,4.0
266,0UopkfGuwDf3hx3tr8rPxC,Dakota,5mLQ2pzeGmEwuc7NFrsmp6,4tm2y6cW1crczFhkylSSHZ,2016-11-02T16:03:35Z,298253.0,4.0,0.503,0.93,-3.5010000000000003,0.0679,0.112,0.003820000000000001,0.103,0.328,146.998,4,1,1.0
267,0dhTMYBvN5Ob8oDLH9AObn,The World Is Black,5mLQ2pzeGmEwuc7NFrsmp6,1mHbT9H5hDR284u0GCBgJv,2016-11-02T16:48:35Z,186000.0,4.0,0.52,0.866,-4.496,0.0615,0.0509,0.0,0.117,0.8370000000000001,170.72,5,0,10.0
268,3sqW6O1PtfBnmJpHRitB5N,Under Cover of Darkness,5mLQ2pzeGmEwuc7NFrsmp6,0dfwp2hB1YhknupL83jabx,2016-11-02T16:57:26Z,235171.0,35.0,0.34,0.789,-3.39,0.054000000000000006,0.0041600000000000005,0.311,0.0625,0.58,200.056,11,1,1.0
269,1LytkZ67Tquo5A5TyzqVcZ,Seventeen Years,5mLQ2pzeGmEwuc7NFrsmp6,4JKPD5CoWpBbzf2WwokRSp,2016-11-02T17:03:00Z,266306.0,47.0,0.939,0.547,-6.103,0.0631,0.0238,0.5760000000000001,0.132,0.614,115.545,5,1,1.0
270,1oimGZ59krfps9h0avkOsX,Clap Your Hands,5mLQ2pzeGmEwuc7NFrsmp6,6wQbBDdCXdZp5InaBikoka,2016-11-03T16:24:51Z,197493.0,37.0,0.865,0.748,-5.4110000000000005,0.242,0.6970000000000001,0.00689,0.506,0.951,116.836,1,1,4.0
271,58x6LBD5b6Tu7IPsYL99oG,Cinnamon Girl,5mLQ2pzeGmEwuc7NFrsmp6,3lH4gaKdQ12d4OewBkaVWl,2016-11-23T14:30:15Z,240800.0,35.0,0.976,0.601,-7.693,0.196,0.132,0.546,0.268,0.924,121.502,6,0,1.0
272,12ougG8mTHL4LEVJkJyQYf,Psyche Or Like Scope,5mLQ2pzeGmEwuc7NFrsmp6,0nRJLhro0rrBI2WRZVTjEG,2016-12-01T15:20:21Z,277786.0,0.0,0.828,0.525,-10.475,0.0442,0.0469,0.102,0.0833,0.954,120.029,4,0,13.0
273,0SGvHdtLWYSgLKKMCiJmGL,"Canto Aquí, Canto na Habana",5mLQ2pzeGmEwuc7NFrsmp6,0R7tfGhNxZm5fzUCKFbDQH,2016-12-02T10:39:17Z,290533.0,0.0,0.825,0.7490000000000001,-9.952,0.0603,0.455,0.000763,0.0677,0.926,127.707,4,1,3.0
274,4sy45X8Jo15DxjDDpDkInF,Blue Monday,5mLQ2pzeGmEwuc7NFrsmp6,4Qu71OEIDGhmeobVTD3Lxz,2016-12-14T16:21:14Z,449493.0,14.0,0.748,0.7829999999999999,-9.115,0.0527,0.0007570000000000001,0.528,0.09,0.929,130.376,0,1,5.0
275,5cK0lqcHU70ur5cXoIC2Q2,Café de Flore - Charles Webster's latin lovers mix,5mLQ2pzeGmEwuc7NFrsmp6,2FRC4rnFAF2PoRSCEsINZf,2017-01-06T11:05:19Z,335714.0,0.0,0.684,0.69,-5.235,0.0316,0.00371,0.826,0.452,0.278,127.351,2,1,11.0
276,3GgnQXCl0yzElWB1qsO8sN,Hustle,5mLQ2pzeGmEwuc7NFrsmp6,1izu7xOzKq6Dzm8rRu2797,2017-01-26T16:19:48Z,266293.0,0.0,0.688,0.65,-7.0920000000000005,0.0735,0.568,0.224,0.0385,0.922,90.02600000000002,2,1,1.0
277,4lXFC6cQRGeNev268ls3W3,Strange Things Will Happen,,6AM2QMUFhpbwOSr2S6kaYh,2017-01-26T16:24:39Z,267306.0,0.0,0.348,0.5,-5.959,0.033,0.925,0.637,0.282,0.0923,132.951,0,1,10.0
278,70WyPf8WtXvG3CgeTZZWz6,Nantes,7nW9BlocQCzpeLwufiJ4RJ,1QCF6EFdBQG7WBeWznh7qC,2016-12-02T18:24:01Z,230200.0,9.0,0.541,0.5329999999999999,-9.575,0.037000000000000005,0.7859999999999999,0.0102,0.138,0.642,131.14700000000002,6,1,2.0
279,1XHFhwv6RoELri7BLZeqcN,Wasting Time,7nW9BlocQCzpeLwufiJ4RJ,70d4324phvSxGtfWzh7ljK,2016-12-02T18:24:01Z,212200.0,11.0,0.276,0.907,-4.391,0.0401,0.0158,7.890000000000001e-05,0.134,0.565,177.136,3,1,1.0
280,2T4u39au5RJzsulMUpRuVr,Meet Me Halfway,7nW9BlocQCzpeLwufiJ4RJ,5lNzygOpCmzRx4N301icBB,2016-12-02T18:24:01Z,284373.0,5.0,0.7979999999999999,0.629,-6.857,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,11,0,3.0
281,6C3dzW9wasv9K0safs7NzT,The Dirty Side of the Street,7nW9BlocQCzpeLwufiJ4RJ,38ojnzxpPFT09ee03aCTK7,2016-12-02T18:24:01Z,219000.0,30.0,0.795,0.969,-3.692,0.273,0.451,0.000356,0.0944,0.716,132.977,8,1,3.0
282,2cIcKaTnDSB5zwAihOISiD,The Skin Of My Yellow Country Teeth,7nW9BlocQCzpeLwufiJ4RJ,5ZBGkT2Av2DOH6JUDGQCFB,2016-12-02T18:24:01Z,343773.0,0.0,0.458,0.972,-5.184,0.0575,0.00763,0.000162,0.115,0.404,141.615,0,1,6.0
283,3WU1BGMLe9Tg2QuVmRPpw6,Plage,7nW9BlocQCzpeLwufiJ4RJ,5z6klKjs2g01A8z5sHljhQ,2016-12-02T18:24:01Z,230480.0,52.0,0.69,0.838,-6.4129999999999985,0.0416,0.0834,0.0287,0.131,0.309,134.037,4,1,5.0
284,1x6ACsKV4UdWS2FMuPFUiT,Titanium - feat. Sia,7nW9BlocQCzpeLwufiJ4RJ,0qCuRUxCZIQuqlboSVQ1tB,2016-12-02T18:24:01Z,245040.0,6.0,0.599,0.8029999999999999,-3.641,0.0986,0.069,0.13699999999999998,0.129,0.233,126.057,0,0,12.0
285,5nYiTkI8wclEXBTagCGvSn,Um Contra O Outro,7nW9BlocQCzpeLwufiJ4RJ,5AWXrrNBmSOi8PfvMzlQIU,2016-12-02T18:24:01Z,216270.0,30.0,0.73,0.454,-10.216,0.0504,0.901,0.00397,0.106,0.414,154.391,9,0,2.0
286,3Q0U2Qv4lyBD0LdZlsYYqN,Organ Donor - Extended Overhaul,7nW9BlocQCzpeLwufiJ4RJ,1A0hrwbhZPQvbUZYCUeRLf,2016-12-02T18:24:01Z,268973.0,0.0,0.6629999999999999,0.638,-8.687000000000001,0.0316,0.00719,0.722,0.273,0.7140000000000001,110.113,1,0,9.0
287,58x6LBD5b6Tu7IPsYL99oG,Cinnamon Girl,7nW9BlocQCzpeLwufiJ4RJ,3lH4gaKdQ12d4OewBkaVWl,2016-12-02T18:24:01Z,240800.0,35.0,0.976,0.601,-7.693,0.196,0.132,0.546,0.268,0.924,121.502,6,0,1.0
288,4E14UphI9lSIQdW1Vj59q9,Paper Moon,7nW9BlocQCzpeLwufiJ4RJ,5FilJjhrjE9EoKJEEgXlQt,2016-12-02T18:24:01Z,187469.0,25.0,0.759,0.624,-4.596,0.0335,0.268,6.6e-06,0.0601,0.698,128.02,0,1,1.0
289,3ghk6kka73GDe48Vq7o5Ea,Els Àngels Ploren Així,7nW9BlocQCzpeLwufiJ4RJ,52goNIwwxLgpYHbG9VMKFU,2016-12-02T18:24:01Z,265640.0,30.0,0.613,0.69,-8.797,0.0784,0.727,0.0,0.0997,0.95,165.028,4,1,5.0
290,12ougG8mTHL4LEVJkJyQYf,Psyche Or Like Scope,7nW9BlocQCzpeLwufiJ4RJ,0nRJLhro0rrBI2WRZVTjEG,2016-12-02T18:24:01Z,277786.0,0.0,0.828,0.525,-10.475,0.0442,0.0469,0.102,0.0833,0.954,120.029,4,0,13.0
291,70byupJhllYyYmV7Nt4csF,Moliendo Café,7nW9BlocQCzpeLwufiJ4RJ,7G8c2mZpX5fbpeY0XQm8dO,2016-12-02T18:24:01Z,147093.0,0.0,0.637,0.7390000000000001,-7.364,0.063,0.199,0.972,0.0711,0.826,115.693,0,0,10.0
292,3PnOOmkxruDDAiMYZZTgO7,Goodbye (feat. Lyse) - Radio Edit,7nW9BlocQCzpeLwufiJ4RJ,2UGPPuVJHDKLYd9Z2G7zS4,2016-12-02T18:24:01Z,201938.0,57.0,0.8320000000000001,0.8759999999999999,-5.124,0.205,0.173,0.737,0.162,0.635,120.057,6,0,1.0
293,0dhTMYBvN5Ob8oDLH9AObn,The World Is Black,7nW9BlocQCzpeLwufiJ4RJ,1mHbT9H5hDR284u0GCBgJv,2016-12-02T18:24:01Z,186000.0,4.0,0.52,0.866,-4.496,0.0615,0.0509,0.0,0.117,0.8370000000000001,170.72,5,0,10.0
294,5zehWQawGaIIGcw4fuEVe9,I Wish That I Could See You Soon,7nW9BlocQCzpeLwufiJ4RJ,2VgN8bCXoSTO0ueaXeCTjz,2016-12-02T18:24:01Z,173013.0,45.0,0.578,0.5870000000000001,-6.734,0.0818,0.598,0.0,0.0965,0.911,157.43,5,1,1.0
295,40BgOdfYhsRf6yVepRFCzu,Goodnight Goodnight,7nW9BlocQCzpeLwufiJ4RJ,5zkTfnruMTl1BTiLi4l2WE,2016-12-02T18:24:01Z,130226.0,39.0,0.349,0.904,-2.023,0.0554,0.00207,0.00014099999999999998,0.272,0.8809999999999999,167.928,10,1,3.0
296,6gobLJ63a1TNrSrU53tSj5,We're from Barcelona,7nW9BlocQCzpeLwufiJ4RJ,0zbZ29KUQGBXvv8RpeXP3L,2016-12-02T18:24:01Z,182426.0,37.0,0.59,0.93,-4.259,0.0374,0.0984,0.0033200000000000005,0.7859999999999999,0.954,119.923,5,1,3.0
297,5ZJSb42KIkx2c3bJifuGYQ,Life is Now,7nW9BlocQCzpeLwufiJ4RJ,08o5kZJTTSyPCbsYwAmZMr,2016-12-02T18:24:01Z,182424.0,0.0,0.7240000000000001,0.879,-2.668,0.103,0.00134,0.0,0.149,0.8109999999999999,129.953,10,0,2.0
298,1YrC8s6yZWw23QxW6rfM9f,Come,7nW9BlocQCzpeLwufiJ4RJ,2S12TNfqdnUFdTfYlE96tb,2016-12-02T18:24:01Z,162266.0,59.0,0.818,0.7829999999999999,-6.534,0.0444,0.232,0.00886,0.0803,0.8190000000000001,99.992,1,1,1.0
299,0eGsygTp906u18L0Oimnem,Mr. Brightside,7nW9BlocQCzpeLwufiJ4RJ,6TJmQnO44YE5BtTxH8pop1,2016-12-02T18:24:01Z,222075.0,17.0,0.35100000000000003,0.928,-3.71,0.0759,0.00113,0.0,0.0988,0.239,148.03,1,1,2.0
300,7kcyCnpHm1BZGB9Wc7MCZH,Golden Skans,7nW9BlocQCzpeLwufiJ4RJ,48vhHQCCrjnqOzBMpJgpUX,2016-12-02T18:24:01Z,165120.0,11.0,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,2,0,3.0
301,5lHRSls0g83ClEURe0yk56,Touching,7nW9BlocQCzpeLwufiJ4RJ,27lVN8tRsb256imoADGc3u,2016-12-02T18:24:01Z,185213.0,0.0,0.504,0.867,-3.916,0.0375,0.00322,0.0,0.0379,0.7509999999999999,139.95600000000002,9,0,6.0
302,2Zl67m6esVJJ48MDhDEkO0,Suddenly I See,7nW9BlocQCzpeLwufiJ4RJ,7CX3vifIlc1MDFE2DymnS3,2016-12-02T18:24:01Z,201706.0,1.0,0.569,0.7659999999999999,-5.684,0.0433,0.254,0.0,0.11,0.66,100.524,0,1,4.0
303,1pX5XE5hajZQ4lB6HuMVKa,Felicidad,7nW9BlocQCzpeLwufiJ4RJ,1zIyzZFhqB27mVPqnwJpTs,2016-12-02T18:24:01Z,254653.0,48.0,0.669,0.914,-3.314,0.184,0.136,0.0,0.16899999999999998,0.919,102.002,7,1,1.0
304,3PVRSOQ57O3LO6HCAPkbfY,Deceptacon,7nW9BlocQCzpeLwufiJ4RJ,3N4rp7pLbDlWo2EvtONFMG,2016-12-02T18:24:01Z,184533.0,5.0,0.605,0.8690000000000001,-3.32,0.0644,0.0583,0.00494,0.0842,0.64,160.496,9,0,1.0
305,2IPHlzIXgWrsMOZJvDrDdY,Mon amant de St Jean,7nW9BlocQCzpeLwufiJ4RJ,7fleCuqfNLyfN9TOaVEiBM,2016-12-02T18:24:01Z,181920.0,0.0,0.319,0.85,-7.5870000000000015,0.209,0.541,0.0,0.871,0.555,162.797,9,0,3.0
306,6M77xL824KXsS8Zt6zeqf4,Beggin',7nW9BlocQCzpeLwufiJ4RJ,7EpAfntQdB8KNPMwvH1Tp2,2016-12-02T18:24:01Z,216533.0,33.0,0.718,0.794,-5.142,0.0634,0.0261,0.0,0.0735,0.473,129.071,4,0,1.0
307,6QUOo63GVelaCpRguhKwbT,One Step Beyond,7nW9BlocQCzpeLwufiJ4RJ,4LElygU9jKtWBOEOtdPbli,2016-12-02T18:24:01Z,138360.0,1.0,0.458,0.855,-7.079,0.0363,0.000251,0.00974,0.277,0.951,154.898,0,0,1.0
308,6RtPijgfPKROxEzTHNRiDp,Rude,7nW9BlocQCzpeLwufiJ4RJ,0RZ4Ct4vegYBmL9g88TBNi,2016-12-02T18:24:01Z,224840.0,75.0,0.774,0.7559999999999999,-4.995,0.0389,0.0423,0.0,0.305,0.931,144.032,1,1,1.0
309,4Z5CJbtwOIANSjLbfGXhjB,Mahalageasca - Bucovina Dub,7nW9BlocQCzpeLwufiJ4RJ,3S0x0V6Ypgfgog3fzArZRo,2016-12-02T18:24:01Z,256053.0,0.0,0.8420000000000001,0.835,-5.092,0.27,0.424,0.539,0.528,0.853,119.961,9,0,11.0
310,1sMgCr1RH0HfAazVZt9xmZ,El Secreto de las Tortugas,7nW9BlocQCzpeLwufiJ4RJ,1fQCvO6KCaP61M1153vXjp,2016-12-02T18:24:01Z,247840.0,42.0,0.5760000000000001,0.7559999999999999,-6.5539999999999985,0.0486,0.007259999999999998,0.0007099999999999999,0.343,0.7090000000000001,169.985,1,1,8.0
311,0ADoHm7vRLqUDfyxwXhgc5,Wicked Wonderland,7nW9BlocQCzpeLwufiJ4RJ,0W6HAdwa9OLvHps5QZe7Ir,2016-12-02T18:24:01Z,217266.0,29.0,0.6990000000000001,0.812,-5.772,0.135,0.00461,0.0161,0.396,0.7490000000000001,127.916,6,0,1.0
312,0ifSeVGUr7py5GggttDhXw,All About That Bass,7nW9BlocQCzpeLwufiJ4RJ,2Gf7TGoOt6FyRi7p32OzUM,2016-12-02T18:24:01Z,188754.0,63.0,0.8109999999999999,0.879,-3.724,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,9,1,1.0
313,6vECYJHxYmm3Ydt3fF01pE,Stolen Dance,7nW9BlocQCzpeLwufiJ4RJ,5D20ZzsNB377xbshIFP9Nb,2016-12-02T18:24:01Z,313684.0,69.0,0.887,0.584,-8.798,0.0381,0.41,0.000314,0.101,0.677,114.016,11,1,11.0
314,7iY1HEQBc6y2W7iSEKWp4u,Flaming Dread,7nW9BlocQCzpeLwufiJ4RJ,39zA5TIQwTiyV1gmDVIpuE,2016-12-02T18:24:01Z,200800.0,0.0,0.449,0.927,-4.152,0.0843,0.0783,0.0,0.34,0.875,180.085,2,1,1.0
315,7LlLe4E5vWfYBDfW0YQ4aN,Dressed4success,7nW9BlocQCzpeLwufiJ4RJ,1TutzxIuEdpUCpMecrpMcU,2016-12-02T18:24:01Z,136120.0,0.0,0.49,0.947,-4.828,0.0705,0.000922,0.00317,0.341,0.387,126.715,0,1,1.0
316,6T9v4EODpbYwHmWMAJ4yEB,Please don’t talk to me I fall in love so easily,7nW9BlocQCzpeLwufiJ4RJ,7qsU6K5YaFlh1GiOUT6Pod,2016-12-02T18:24:01Z,125341.0,0.0,0.6920000000000001,0.562,-6.2970000000000015,0.0338,0.13,0.0,0.0978,0.935,120.028,0,1,2.0
317,6idBMe9Ih8c6OZj1nJWyGo,In The Aeroplane Over The Sea,7nW9BlocQCzpeLwufiJ4RJ,7i6AHMD700GlwhHdFx1CIG,2016-12-02T18:24:01Z,202560.0,1.0,0.26,0.7240000000000001,-5.093,0.033,0.334,0.0,0.114,0.222,93.726,7,1,3.0
318,2jirOD3Qeprjrwjhr0Ulu8,L.I.F.E.G.O.E.S.O.N.,7nW9BlocQCzpeLwufiJ4RJ,3Ccs9QNyeVfw2ETyHqxT7V,2016-12-02T18:24:01Z,226946.0,2.0,0.608,0.745,-5.82,0.0354,0.205,0.0,0.342,0.595,82.00299999999999,4,1,3.0
319,7y5kodp17HH6dCrWBAc0iD,Dring Dring (feat. Riva Starr),7nW9BlocQCzpeLwufiJ4RJ,1tk40ApFubqn4XrMkGIjbJ,2016-12-02T18:24:01Z,285120.0,0.0,0.981,0.731,-5.881,0.174,0.209,0.899,0.0912,0.8490000000000001,128.012,6,1,3.0
320,0DcSv80zh64HOgnjdVav4a,Bouche à lèvres,7nW9BlocQCzpeLwufiJ4RJ,6lMtJiNHBG7t8TIPQTJgEj,2016-12-02T18:24:01Z,229253.0,0.0,0.769,0.488,-9.834,0.0421,0.254,0.902,0.105,0.514,128.003,0,1,2.0
321,5HKnWZRsDyGIrb6obvD0Yq,The Writing's on the Wall,7nW9BlocQCzpeLwufiJ4RJ,3w6EJnnZ02Ntu7dCu9rs0F,2016-12-02T18:24:01Z,214706.0,0.0,0.547,0.967,-3.648,0.0534,0.0198,0.000424,0.721,0.662,103.026,7,1,2.0
322,4vtB5TaZa1APUogh7ZsyCw,Who Needs You,7nW9BlocQCzpeLwufiJ4RJ,3BOHyC1reu2olTMX66oQ5b,2016-12-02T18:24:01Z,199146.0,41.0,0.331,0.913,-2.929,0.0367,1.53e-05,0.0225,0.131,0.818,207.838,5,1,7.0
323,5WQ1hIc5d2EVbRQ8qsj8Uh,Hey Ya! - Radio Mix / Club Mix,7nW9BlocQCzpeLwufiJ4RJ,00XMrHZoOsYLmiyx890axX,2016-12-02T18:24:01Z,235213.0,19.0,0.7190000000000001,0.967,-2.435,0.0552,0.0588,0.00024900000000000004,0.206,0.964,79.505,0,1,9.0
324,1oimGZ59krfps9h0avkOsX,Clap Your Hands,7nW9BlocQCzpeLwufiJ4RJ,6wQbBDdCXdZp5InaBikoka,2016-12-02T18:24:01Z,197493.0,37.0,0.865,0.748,-5.4110000000000005,0.242,0.6970000000000001,0.00689,0.506,0.951,116.836,1,1,4.0
325,717lZxxn53x2B0eucGiD1Z,All Night,7nW9BlocQCzpeLwufiJ4RJ,3UpqazvXFCYmC4yQDL9E8L,2016-12-02T18:24:01Z,166613.0,57.0,0.7929999999999999,0.578,-8.747,0.0428,0.223,0.926,0.293,0.8029999999999999,125.021,7,0,2.0
326,6t4lK6Q2MzoRsXSJ74kLGQ,Corre l'estiu - La cançó de l'estiu de TV3,7nW9BlocQCzpeLwufiJ4RJ,1MTpWUjn60MEBrABuPwTlO,2016-12-02T18:24:01Z,237109.0,0.0,0.706,0.62,-7.952000000000001,0.0651,0.635,0.0,0.141,0.883,161.97899999999996,4,1,1.0
327,4yOn1TEcfsKHUJCL2h1r8I,Feel This Moment,7nW9BlocQCzpeLwufiJ4RJ,4aawyAB9vmqN3uQ7FjRGTy,2016-12-02T18:24:01Z,229506.0,54.0,0.6679999999999999,0.758,-3.589,0.158,0.0338,0.0,0.204,0.531,135.958,7,1,3.0
328,4bUxz7zNup0hSdgTk9WOWo,Heaven,7nW9BlocQCzpeLwufiJ4RJ,4sdhLZRcO9DQmrs889H0tl,2016-12-02T18:24:01Z,206746.0,32.0,0.525,0.6990000000000001,-9.484,0.0316,0.0888,6.2e-05,0.241,0.463,137.266,0,1,2.0
329,1LytkZ67Tquo5A5TyzqVcZ,Seventeen Years,7nW9BlocQCzpeLwufiJ4RJ,4JKPD5CoWpBbzf2WwokRSp,2016-12-02T18:24:01Z,266306.0,47.0,0.939,0.547,-6.103,0.0631,0.0238,0.5760000000000001,0.132,0.614,115.545,5,1,1.0
330,3VShxisOLs2SguUWJcnoZ4,I Wan'na Be Like You,7nW9BlocQCzpeLwufiJ4RJ,6tXeoAbvpZCYNZPMCex4MQ,2016-12-02T18:24:01Z,211173.0,3.0,0.7040000000000001,0.628,-7.2,0.111,0.331,0.0,0.156,0.763,97.072,5,0,3.0
331,0XzkemXSiXJa7VgDFPfU4S,Blurred Lines,7nW9BlocQCzpeLwufiJ4RJ,2160bNuBZNQmpeBn99Dmis,2016-12-02T18:24:01Z,263053.0,15.0,0.862,0.503,-7.7029999999999985,0.0494,0.004529999999999999,1.87e-05,0.0761,0.863,119.998,7,1,1.0
332,2cT0rywZk7Mz7xZEpjdZde,On Our Way,7nW9BlocQCzpeLwufiJ4RJ,6EIbal1pVyS0bemhTJEkNz,2016-12-02T18:24:01Z,193853.0,1.0,0.5820000000000001,0.787,-5.922999999999999,0.0877,0.00777,0.0,0.182,0.368,130.953,1,1,2.0
333,3TnJ6YyqCdy1uszHcGJ0Qn,Fuerteventura,7nW9BlocQCzpeLwufiJ4RJ,6D2xIFlTsLa5m6Uls2HDTM,2016-12-02T18:24:01Z,135000.0,36.0,0.516,0.6759999999999999,-6.5870000000000015,0.0315,0.16699999999999998,1.7e-06,0.191,0.828,158.043,2,1,5.0
334,0SGvHdtLWYSgLKKMCiJmGL,"Canto Aquí, Canto na Habana",7nW9BlocQCzpeLwufiJ4RJ,0R7tfGhNxZm5fzUCKFbDQH,2016-12-02T18:24:01Z,290533.0,0.0,0.825,0.7490000000000001,-9.952,0.0603,0.455,0.000763,0.0677,0.926,127.707,4,1,3.0
335,2Pavqy0vPxGilGe0IIetdP,Geronimo,7nW9BlocQCzpeLwufiJ4RJ,2nqmAIxUXON1qlX754E2QE,2016-12-02T18:24:01Z,218227.0,13.0,0.7070000000000001,0.7709999999999999,-6.275,0.0783,0.434,0.0013,0.115,0.4370000000000001,142.016,7,1,1.0
336,5HWq8oP01TvL47b4EGcd8y,It's a sin,7nW9BlocQCzpeLwufiJ4RJ,6E9qeeVog6JriTWcSUs545,2016-12-02T18:24:01Z,200480.0,19.0,0.589,0.73,-7.491,0.0305,0.0138,0.101,0.217,0.754,149.975,8,1,1.0
337,33COLW0pVVZq6wgR8zK8aj,Rongrakatikatong,7nW9BlocQCzpeLwufiJ4RJ,3KTunf9B8ArXtfpuvi3fbb,2016-12-02T18:24:01Z,156840.0,36.0,0.923,0.7829999999999999,-8.208,0.142,0.569,4.88e-05,0.0699,0.8590000000000001,110.061,5,1,3.0
