,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
10,0.554,0.996,9,-1.496,1,0.145,0.0191,0.0,0.374,0.65,144.962,audio_features,5CaEz3Tf9wq1CuLcdpHwHN,spotify:track:5CaEz3Tf9wq1CuLcdpHwHN,https://api.spotify.com/v1/tracks/5CaEz3Tf9wq1CuLcdpHwHN,https://api.spotify.com/v1/audio-analysis/5CaEz3Tf9wq1CuLcdpHwHN,242438,4
11,0.455,0.62,8,-13.633,0,0.0574,0.289,4.2e-05,0.0731,0.85,145.065,audio_features,2OIfhO16mMFwLbLgA80Jw3,spotify:track:2OIfhO16mMFwLbLgA80Jw3,https://api.spotify.com/v1/tracks/2OIfhO16mMFwLbLgA80Jw3,https://api.spotify.com/v1/audio-analysis/2OIfhO16mMFwLbLgA80Jw3,173500,4
12,0.507,0.513,11,-16.086,0,0.0531,0.0169,0.0562,0.25,0.798,133.915,audio_features,71y2ZEXNCR6XwaxitcMuGc,spotify:track:71y2ZEXNCR6XwaxitcMuGc,https://api.spotify.com/v1/tracks/71y2ZEXNCR6XwaxitcMuGc,https://api.spotify.com/v1/audio-analysis/71y2ZEXNCR6XwaxitcMuGc,168391,4
13,0.433,0.749,8,-3.77,1,0.0324,0.153,1.75e-06,0.11,0.491,170.079,audio_features,5TnpWZILnR4zcbj3al6dFr,spotify:track:5TnpWZILnR4zcbj3al6dFr,https://api.spotify.com/v1/tracks/5TnpWZILnR4zcbj3al6dFr,https://api.spotify.com/v1/audio-analysis/5TnpWZILnR4zcbj3al6dFr,265091,4
14,0.486,0.862,2,-8.099,1,0.0471,0.00956,0.000199,0.0527,0.627,75.032,audio_features,3kiLDuhyoc73OAq7h0TLy9,spotify:track:3kiLDuhyoc73OAq7h0TLy9,https://api.spotify.com/v1/tracks/3kiLDuhyoc73OAq7h0TLy9,https://api.spotify.com/v1/audio-analysis/3kiLDuhyoc73OAq7h0TLy9,244996,4
15,0.542,0.81,5,-6.384,0,0.035,0.0399,0.00219,0.11,0.535,136.988,audio_features,2TS6JrJKM3RScMBVkIwRnZ,spotify:track:2TS6JrJKM3RScMBVkIwRnZ,https://api.spotify.com/v1/tracks/2TS6JrJKM3RScMBVkIwRnZ,https://api.spotify.com/v1/audio-analysis/2TS6JrJKM3RScMBVkIwRnZ,259173,4
16,0.55,0.83,6,-4.445,0,0.035,0.0151,0.0,0.0925,0.251,125.021,audio_features,7I4gnQYXrajNWhJxPhHUjd,spotify:track:7I4gnQYXrajNWhJxPhHUjd,https://api.spotify.com/v1/tracks/7I4gnQYXrajNWhJxPhHUjd,https://api.spotify.com/v1/audio-analysis/7I4gnQYXrajNWhJxPhHUjd,254773,4
17,0.412,0.7,2,-10.012,0,0.0412,0.0344,4.19e-05,0.112,0.235,79.935,audio_features,0oYlTMWO7eFocaAb9b2P7s,spotify:track:0oYlTMWO7eFocaAb9b2P7s,https://api.spotify.com/v1/tracks/0oYlTMWO7eFocaAb9b2P7s,https://api.spotify.com/v1/audio-analysis/0oYlTMWO7eFocaAb9b2P7s,300112,4
18,0.487,0.837,2,-4.739,1,0.0513,0.00822,5.11e-06,0.175,0.568,160.059,audio_features,7zbZSk9jgOflWWuiHhcx8U,spotify:track:7zbZSk9jgOflWWuiHhcx8U,https://api.spotify.com/v1/tracks/7zbZSk9jgOflWWuiHhcx8U,https://api.spotify.com/v1/audio-analysis/7zbZSk9jgOflWWuiHhcx8U,235639,4
19,0.438,0.878,8,-3.679,0,0.0837,0.000435,2.28e-05,0.185,0.492,168.003,audio_features,5cyhq6uNv7FdiXSEqiTbZ4,spotify:track:5cyhq6uNv7FdiXSEqiTbZ4,https://api.spotify.com/v1/tracks/5cyhq6uNv7FdiXSEqiTbZ4,https://api.spotify.com/v1/audio-analysis/5cyhq6uNv7FdiXSEqiTbZ4,230761,4
20,0.859,0.893,0,-6.279,1,0.0532,0.00418,0.000571,0.0831,0.955,153.978,audio_features,2m7KdMP9MYXDlUOWD90r2A,spotify:track:2m7KdMP9MYXDlUOWD90r2A,https://api.spotify.com/v1/tracks/2m7KdMP9MYXDlUOWD90r2A,https://api.spotify.com/v1/audio-analysis/2m7KdMP9MYXDlUOWD90r2A,166155,4
21,0.849,0.754,7,-6.586,1,0.0522,0.33,0.264,0.124,0.968,134.992,audio_features,5yc4EoseQaxO7wo0wz1Qzh,spotify:track:5yc4EoseQaxO7wo0wz1Qzh,https://api.spotify.com/v1/tracks/5yc4EoseQaxO7wo0wz1Qzh,https://api.spotify.com/v1/audio-analysis/5yc4EoseQaxO7wo0wz1Qzh,163623,4
22,0.659,0.73,1,-6.915,1,0.0451,0.064,0.0249,0.121,0.73,123.979,audio_features,0ExnxL921iSSl5kjOEJIbh,spotify:track:0ExnxL921iSSl5kjOEJIbh,https://api.spotify.com/v1/tracks/0ExnxL921iSSl5kjOEJIbh,https://api.spotify.com/v1/audio-analysis/0ExnxL921iSSl5kjOEJIbh,211204,4
23,0.685,0.915,10,-5.119,0,0.0819,0.0213,0.0,0.127,0.445,96.137,audio_features,5juq5e1eTYRIG2IqkVmz7x,spotify:track:5juq5e1eTYRIG2IqkVmz7x,https://api.spotify.com/v1/tracks/5juq5e1eTYRIG2IqkVmz7x,https://api.spotify.com/v1/audio-analysis/5juq5e1eTYRIG2IqkVmz7x,146166,4
24,0.554,0.728,4,-9.107,0,0.106,0.101,2.03e-06,0.11,0.507,117.892,audio_features,2eMye5iCJ1nnuwOQUD8oJn,spotify:track:2eMye5iCJ1nnuwOQUD8oJn,https://api.spotify.com/v1/tracks/2eMye5iCJ1nnuwOQUD8oJn,https://api.spotify.com/v1/audio-analysis/2eMye5iCJ1nnuwOQUD8oJn,265997,4
25,0.355,0.716,2,-7.401,1,0.0715,6.52e-05,0.0345,0.219,0.783,194.806,audio_features,1zSlt2QAgvtfb42Ags5tC0,spotify:track:1zSlt2QAgvtfb42Ags5tC0,https://api.spotify.com/v1/tracks/1zSlt2QAgvtfb42Ags5tC0,https://api.spotify.com/v1/audio-analysis/1zSlt2QAgvtfb42Ags5tC0,139453,4
26,0.627,0.769,0,-7.461,1,0.0865,0.000347,2.12e-05,0.0538,0.781,160.037,audio_features,1iuwuMI25TZHTczFiWegru,spotify:track:1iuwuMI25TZHTczFiWegru,https://api.spotify.com/v1/tracks/1iuwuMI25TZHTczFiWegru,https://api.spotify.com/v1/audio-analysis/1iuwuMI25TZHTczFiWegru,209417,4
27,0.638,0.93,9,-4.864,1,0.078,0.000442,0.0007,0.143,0.779,144.999,audio_features,6xQ7zruqhR9zyCg5zf9izl,spotify:track:6xQ7zruqhR9zyCg5zf9izl,https://api.spotify.com/v1/tracks/6xQ7zruqhR9zyCg5zf9izl,https://api.spotify.com/v1/audio-analysis/6xQ7zruqhR9zyCg5zf9izl,135762,4
28,0.633,0.882,11,-6.143,1,0.0569,0.000791,0.000359,0.0888,0.665,147.988,audio_features,6op6I2P2z7puI06CqIzSpU,spotify:track:6op6I2P2z7puI06CqIzSpU,https://api.spotify.com/v1/tracks/6op6I2P2z7puI06CqIzSpU,https://api.spotify.com/v1/audio-analysis/6op6I2P2z7puI06CqIzSpU,162319,4
29,0.719,0.735,10,-6.781,0,0.0493,0.00999,0.0,0.0327,0.939,136.874,audio_features,0VkIPm3M47Jna2vPMUZ7WQ,spotify:track:0VkIPm3M47Jna2vPMUZ7WQ,https://api.spotify.com/v1/tracks/0VkIPm3M47Jna2vPMUZ7WQ,https://api.spotify.com/v1/audio-analysis/0VkIPm3M47Jna2vPMUZ7WQ,203000,4
30,0.614,0.587,0,-8.202,1,0.0269,0.0257,0.559,0.133,0.172,127.927,audio_features,3YNFcufYDvX12bSijAQfHM,spotify:track:3YNFcufYDvX12bSijAQfHM,https://api.spotify.com/v1/tracks/3YNFcufYDvX12bSijAQfHM,https://api.spotify.com/v1/audio-analysis/3YNFcufYDvX12bSijAQfHM,244293,4
31,0.434,0.0962,4,-15.646,1,0.138,0.936,0.0,0.128,0.3,55.453,audio_features,65S18KXTH1fl5AYnKOJN6r,spotify:track:65S18KXTH1fl5AYnKOJN6r,https://api.spotify.com/v1/tracks/65S18KXTH1fl5AYnKOJN6r,https://api.spotify.com/v1/audio-analysis/65S18KXTH1fl5AYnKOJN6r,255773,4
32,0.447,0.69,9,-4.97,1,0.0305,0.0338,4.12e-05,0.33,0.212,145.033,audio_features,2mBuWl3riZpFCQJsDIU6u2,spotify:track:2mBuWl3riZpFCQJsDIU6u2,https://api.spotify.com/v1/tracks/2mBuWl3riZpFCQJsDIU6u2,https://api.spotify.com/v1/audio-analysis/2mBuWl3riZpFCQJsDIU6u2,198213,4
33,0.488,0.579,7,-5.333,1,0.0236,0.179,1.88e-05,0.231,0.333,82.955,audio_features,3X7a1MOGvV67ndIPtfegb5,spotify:track:3X7a1MOGvV67ndIPtfegb5,https://api.spotify.com/v1/tracks/3X7a1MOGvV67ndIPtfegb5,https://api.spotify.com/v1/audio-analysis/3X7a1MOGvV67ndIPtfegb5,236400,4
34,0.635,0.779,7,-5.4,1,0.0433,0.344,0.0163,0.0865,0.643,136.066,audio_features,2oRaRDlztrDiQdIqdjqpWR,spotify:track:2oRaRDlztrDiQdIqdjqpWR,https://api.spotify.com/v1/tracks/2oRaRDlztrDiQdIqdjqpWR,https://api.spotify.com/v1/audio-analysis/2oRaRDlztrDiQdIqdjqpWR,186973,4
35,0.809,0.712,6,-7.37,0,0.049,0.526,0.0,0.0958,0.895,127.962,audio_features,42ZASSKlh3UtYCgwZb8lBS,spotify:track:42ZASSKlh3UtYCgwZb8lBS,https://api.spotify.com/v1/tracks/42ZASSKlh3UtYCgwZb8lBS,https://api.spotify.com/v1/audio-analysis/42ZASSKlh3UtYCgwZb8lBS,202600,4
36,0.766,0.661,4,-5.818,1,0.122,0.258,0.0,0.128,0.797,91.027,audio_features,59CdyMTI878gUG87xaDcxF,spotify:track:59CdyMTI878gUG87xaDcxF,https://api.spotify.com/v1/tracks/59CdyMTI878gUG87xaDcxF,https://api.spotify.com/v1/audio-analysis/59CdyMTI878gUG87xaDcxF,243423,4
37,0.585,0.539,0,-5.105,1,0.039,0.603,0.0,0.229,0.5,120.095,audio_features,02FKjeU8CrA2ckppBa5RJg,spotify:track:02FKjeU8CrA2ckppBa5RJg,https://api.spotify.com/v1/tracks/02FKjeU8CrA2ckppBa5RJg,https://api.spotify.com/v1/audio-analysis/02FKjeU8CrA2ckppBa5RJg,241987,4
