,collaborative,href,id,images,name,primary_color,public,snapshot_id,type,uri,external_urls.spotify,owner.display_name,owner.external_urls.spotify,owner.href,owner.id,owner.type,owner.uri,tracks.href,tracks.total
20,False,https://api.spotify.com/v1/playlists/41qf7DQAsri9nLj6pVWpOt,41qf7DQAsri9nLj6pVWpOt,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/0296f1aa0f33e533fef7bc8548211ea24841325614ab11968dfa183c2312a6cfb43480cee3bc4daa331ae5663a127c8d989245a66446e1b8b669e47a4df2c4c3deb49d4c0b37434b8744087eaf749602', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/0296f1aa0f33e533fef7bc8548211ea24841325614ab11968dfa183c2312a6cfb43480cee3bc4daa331ae5663a127c8d989245a66446e1b8b669e47a4df2c4c3deb49d4c0b37434b8744087eaf749602', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/0296f1aa0f33e533fef7bc8548211ea24841325614ab11968dfa183c2312a6cfb43480cee3bc4daa331ae5663a127c8d989245a66446e1b8b669e47a4df2c4c3deb49d4c0b37434b8744087eaf749602', 'width': 60}]",HITS,,True,MTYsOTQzZWVhOWI0ZWMwZWMwN2YxMTA0M2I2MmYyNGJhZThhMzI3MDBiYg==,playlist,spotify:playlist:41qf7DQAsri9nLj6pVWpOt,https://open.spotify.com/playlist/41qf7DQAsri9nLj6pVWpOt,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/41qf7DQAsri9nLj6pVWpOt/tracks,12
21,False,https://api.spotify.com/v1/playlists/2SScimtgToL52F3sxoFIX6,2SScimtgToL52F3sxoFIX6,"[{'height': 640, 'url': 'https://i.scdn.co/image/4c8892b0d193354f03e1b31cef40c2be777423b4', 'width': 640}]",Various Artists – Top 50 Acoustic Cover Hits,,True,MixmM2U4NzQ1ODBiN2I0Y2ViMjNjZTc2Y2RiZjY4ZTgxZjdiZmU0ZmMw,playlist,spotify:playlist:2SScimtgToL52F3sxoFIX6,https://open.spotify.com/playlist/2SScimtgToL52F3sxoFIX6,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/2SScimtgToL52F3sxoFIX6/tracks,50
22,False,https://api.spotify.com/v1/playlists/1t4E2pmmUPII9lPWzYkLFU,1t4E2pmmUPII9lPWzYkLFU,"[{'height': 640, 'url': 'https://i.scdn.co/image/475b9f8f450167dcf62cb83f77c967bf8d85fe83', 'width': 640}]",New,,True,NixiZDM0NzZhZmU0ZWQ1MGNiY2Y1ZjAyM2RjOTQzODlhNjc2YjAxMGZk,playlist,spotify:playlist:1t4E2pmmUPII9lPWzYkLFU,https://open.spotify.com/playlist/1t4E2pmmUPII9lPWzYkLFU,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/1t4E2pmmUPII9lPWzYkLFU/tracks,3
23,False,https://api.spotify.com/v1/playlists/5Z8VUi5qQUVkO1HzuZXUq9,5Z8VUi5qQUVkO1HzuZXUq9,"[{'height': 640, 'url': 'https://i.scdn.co/image/6917af0c3b16f1ab644869e499984f1390ef32d4', 'width': 640}]",Caravan Palace,,True,NCxlOWE4Yzk2MTQ1NDk3YWU3NDAxOGY1Y2E1YjNlOTk5ODhmMDBiZjkx,playlist,spotify:playlist:5Z8VUi5qQUVkO1HzuZXUq9,https://open.spotify.com/playlist/5Z8VUi5qQUVkO1HzuZXUq9,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/5Z8VUi5qQUVkO1HzuZXUq9/tracks,29
24,False,https://api.spotify.com/v1/playlists/0EwEbOTcoueyXQl1Et4Or6,0EwEbOTcoueyXQl1Et4Or6,"[{'height': 640, 'url': 'https://i.scdn.co/image/a1f4e1838bab694cd26e487b2385117471856b2e', 'width': 640}]",London Philharmonic Orchestra – The 50 Greatest Pieces of Classical Music,,True,Miw2MmY0YmMxMzM2MTY0ODM3ZDkxY2YwOGUwZDk0ZWMwOWM1OTA3ZDQ0,playlist,spotify:playlist:0EwEbOTcoueyXQl1Et4Or6,https://open.spotify.com/playlist/0EwEbOTcoueyXQl1Et4Or6,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/0EwEbOTcoueyXQl1Et4Or6/tracks,50
25,False,https://api.spotify.com/v1/playlists/6NkUTDW3ONdztqUQs7YeNM,6NkUTDW3ONdztqUQs7YeNM,"[{'height': 640, 'url': 'https://i.scdn.co/image/3edb3f970f4a3af9ef922efd18cdb4dabaf85ced', 'width': 640}]",Feel This Moment,,True,Miw4NGI3ZDZlNDczYzFhYmUxYWIwN2Q1YWFlZDk3YzdhOWRkOWZhY2Jk,playlist,spotify:playlist:6NkUTDW3ONdztqUQs7YeNM,https://open.spotify.com/playlist/6NkUTDW3ONdztqUQs7YeNM,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/6NkUTDW3ONdztqUQs7YeNM/tracks,1
26,False,https://api.spotify.com/v1/playlists/5bI2Q0cfKkAtsuSt9jUeZc,5bI2Q0cfKkAtsuSt9jUeZc,"[{'height': 640, 'url': 'https://i.scdn.co/image/78f9b2db67fea5eb047c281b95133c9536f4864d', 'width': 640}]",Blaumut - El Turista,,True,Miw2OTM2ZWFlN2Q0ZjdkNmFmYjE4ZGM2YWIzYTNhMjE4YWI3MThjZDBm,playlist,spotify:playlist:5bI2Q0cfKkAtsuSt9jUeZc,https://open.spotify.com/playlist/5bI2Q0cfKkAtsuSt9jUeZc,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/5bI2Q0cfKkAtsuSt9jUeZc/tracks,12
27,False,https://api.spotify.com/v1/playlists/6Vc5br1vN5YUwjGd6FxIMp,6Vc5br1vN5YUwjGd6FxIMp,"[{'height': 640, 'url': 'https://i.scdn.co/image/d93fae77a26ae029869b1ca8935087bf77ac6d08', 'width': 640}]",Nyandú - L'origen de les absències,,True,MixjNGZiODU1YWM0YTdhNGY1MmFhNjM2MzZkYWFkODgzZjZlOTYxNWM3,playlist,spotify:playlist:6Vc5br1vN5YUwjGd6FxIMp,https://open.spotify.com/playlist/6Vc5br1vN5YUwjGd6FxIMp,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/6Vc5br1vN5YUwjGd6FxIMp/tracks,12
28,False,https://api.spotify.com/v1/playlists/1wrqSkZXURdcTk0X4BO0bP,1wrqSkZXURdcTk0X4BO0bP,"[{'height': 640, 'url': 'https://i.scdn.co/image/8c72bdda7c07e83c090f7647c74fd5d7991fe7d8', 'width': 640}]",The Free Fall Band – Elephants Never Forget,,True,NCxmNzExYWYyYTVkODMzZGVmOWE5MTQ1ZDQyZDc5YTYzNmQ4MDBmYWY0,playlist,spotify:playlist:1wrqSkZXURdcTk0X4BO0bP,https://open.spotify.com/playlist/1wrqSkZXURdcTk0X4BO0bP,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/1wrqSkZXURdcTk0X4BO0bP/tracks,10
29,False,https://api.spotify.com/v1/playlists/2VW0MLYsZGkVE101NEyrdc,2VW0MLYsZGkVE101NEyrdc,"[{'height': 640, 'url': 'https://i.scdn.co/image/0ce57b39405c594141412a1284eaa7d4bd0fd208', 'width': 640}]",Manos de Topo,,True,Niw2YzExNmJlMDk5NmUyYjFmNDlkNmM5Mjc2NTIzYmU3YjA0N2NhNDMz,playlist,spotify:playlist:2VW0MLYsZGkVE101NEyrdc,https://open.spotify.com/playlist/2VW0MLYsZGkVE101NEyrdc,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/2VW0MLYsZGkVE101NEyrdc/tracks,33
30,False,https://api.spotify.com/v1/playlists/6S6YOHxtlap5BcYdl8MSZn,6S6YOHxtlap5BcYdl8MSZn,"[{'height': 640, 'url': 'https://i.scdn.co/image/5221fcc70a876f402cb149d9820ac670d582c31a', 'width': 640}]",La Pegatina – Xapomelön,,True,Miw4YWZkMGEyMWYxM2ZjNTM5NjY5ZWYwZGFkOTZiMzg4YmIyM2U5NmE4,playlist,spotify:playlist:6S6YOHxtlap5BcYdl8MSZn,https://open.spotify.com/playlist/6S6YOHxtlap5BcYdl8MSZn,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/6S6YOHxtlap5BcYdl8MSZn/tracks,21
31,False,https://api.spotify.com/v1/playlists/5arziQ4hgOyxgWqNikNVvO,5arziQ4hgOyxgWqNikNVvO,"[{'height': 640, 'url': 'https://i.scdn.co/image/863e332f34c36783b6eacc384bcc4a599808a06e', 'width': 640}]","iaia, 4t1a i roger margarit",,True,NSxmZGJlMGQwNWE3ZmU5NjY2MDVhNzYyZGI3MjRlNjViYWUzMTQ4ZjJl,playlist,spotify:playlist:5arziQ4hgOyxgWqNikNVvO,https://open.spotify.com/playlist/5arziQ4hgOyxgWqNikNVvO,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/5arziQ4hgOyxgWqNikNVvO/tracks,36
32,False,https://api.spotify.com/v1/playlists/2DM514FHHlHf64BLAzoIWe,2DM514FHHlHf64BLAzoIWe,"[{'height': 640, 'url': 'https://i.scdn.co/image/5221fcc70a876f402cb149d9820ac670d582c31a', 'width': 640}]",Si de nit,,True,Miw2ODRiNjdlZGFmOTVmNGZjMDVkYTU2YmUzZjg2YTM5N2M0YjVjOTVl,playlist,spotify:playlist:2DM514FHHlHf64BLAzoIWe,https://open.spotify.com/playlist/2DM514FHHlHf64BLAzoIWe,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/2DM514FHHlHf64BLAzoIWe/tracks,1
33,False,https://api.spotify.com/v1/playlists/0Kz18Qq6boSucTkU8R2aaF,0Kz18Qq6boSucTkU8R2aaF,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/3d7b7545a896adc90ba3926be09d4cd3858c7bcb4862a7168866cfd07a288e110f034381a2258035ca8162e8245bd9f949c8d6b1cd929e43f6866f41d22f771696d9329e44d3d4a48e9b5fdc276941ec', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/3d7b7545a896adc90ba3926be09d4cd3858c7bcb4862a7168866cfd07a288e110f034381a2258035ca8162e8245bd9f949c8d6b1cd929e43f6866f41d22f771696d9329e44d3d4a48e9b5fdc276941ec', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/3d7b7545a896adc90ba3926be09d4cd3858c7bcb4862a7168866cfd07a288e110f034381a2258035ca8162e8245bd9f949c8d6b1cd929e43f6866f41d22f771696d9329e44d3d4a48e9b5fdc276941ec', 'width': 60}]",Nerken's Hits,,True,NDY0LGNhMmUxNGZhYTA1Y2EwMzY4MzQ4NjQwZWVkMGVmMjdhYzhjOWM5NjQ=,playlist,spotify:playlist:0Kz18Qq6boSucTkU8R2aaF,https://open.spotify.com/playlist/0Kz18Qq6boSucTkU8R2aaF,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/0Kz18Qq6boSucTkU8R2aaF/tracks,459
34,False,https://api.spotify.com/v1/playlists/7vHRwRtvmggt50qUnnHeaD,7vHRwRtvmggt50qUnnHeaD,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/06dc8e7b1086354c16ccadab327526a7c91b475b2e1dc918650e89f3d949fea512d3191b3524586e899b2f5a7a8311e5669b5b8d115b4e79df26851bc30b893e0a37566640baa38669312bb980b216cb', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/06dc8e7b1086354c16ccadab327526a7c91b475b2e1dc918650e89f3d949fea512d3191b3524586e899b2f5a7a8311e5669b5b8d115b4e79df26851bc30b893e0a37566640baa38669312bb980b216cb', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/06dc8e7b1086354c16ccadab327526a7c91b475b2e1dc918650e89f3d949fea512d3191b3524586e899b2f5a7a8311e5669b5b8d115b4e79df26851bc30b893e0a37566640baa38669312bb980b216cb', 'width': 60}]",Catalana,,False,NjMsN2ZjNjUwOGE4MjIyMDY4MDA5NzY5YmMzYWY0MDViMWI1NGNkNGZlZA==,playlist,spotify:playlist:7vHRwRtvmggt50qUnnHeaD,https://open.spotify.com/playlist/7vHRwRtvmggt50qUnnHeaD,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/7vHRwRtvmggt50qUnnHeaD/tracks,94
35,False,https://api.spotify.com/v1/playlists/5aMcG4sVMmkV1u3YC63hMQ,5aMcG4sVMmkV1u3YC63hMQ,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/4c72e665364e8b7254934a41e451f3fb7817943a753b57ab7d7b804d27efcb8de69c1adb0728112388207d358b27ebcf6415d30c36a1b8be7362d0f1bac22ba0bc7b6023ee9ef8db5f3c86ee44f3aa99', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/4c72e665364e8b7254934a41e451f3fb7817943a753b57ab7d7b804d27efcb8de69c1adb0728112388207d358b27ebcf6415d30c36a1b8be7362d0f1bac22ba0bc7b6023ee9ef8db5f3c86ee44f3aa99', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/4c72e665364e8b7254934a41e451f3fb7817943a753b57ab7d7b804d27efcb8de69c1adb0728112388207d358b27ebcf6415d30c36a1b8be7362d0f1bac22ba0bc7b6023ee9ef8db5f3c86ee44f3aa99', 'width': 60}]",Spanish,,True,NzgsMTc5ZWNkYmIwZGU3MmQzYzgxYzM3YTQ3MzhiMWM4NDBmYWY2NzJkMg==,playlist,spotify:playlist:5aMcG4sVMmkV1u3YC63hMQ,https://open.spotify.com/playlist/5aMcG4sVMmkV1u3YC63hMQ,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/5aMcG4sVMmkV1u3YC63hMQ/tracks,69
36,False,https://api.spotify.com/v1/playlists/2jig3jDOLAamg7rauyYbsW,2jig3jDOLAamg7rauyYbsW,"[{'height': 640, 'url': 'https://i.scdn.co/image/0a66cdf0df03ab8694db3eac338222a31b2bd25e', 'width': 640}]",Various Artists [Artist] – 100 Classical Favourites,,True,NixhZjAxYzhhNGE0OTEyM2M5N2I2ZGM5ODY1Yjk1M2JhYmQ0MjYxNTY4,playlist,spotify:playlist:2jig3jDOLAamg7rauyYbsW,https://open.spotify.com/playlist/2jig3jDOLAamg7rauyYbsW,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/2jig3jDOLAamg7rauyYbsW/tracks,200
37,False,https://api.spotify.com/v1/playlists/3hS8GwHWUUGI9bMAeLlzLh,3hS8GwHWUUGI9bMAeLlzLh,"[{'height': 640, 'url': 'https://i.scdn.co/image/51b39c71fc9983e56b9eafc37e7da3714144d64b', 'width': 640}]",Mine – Un brindis pel nen androide,,True,MixjOWYzNWFlMTZhNzcyMTNlOTM2N2M5NWJiYzFmN2NiODE2NGRhMDVk,playlist,spotify:playlist:3hS8GwHWUUGI9bMAeLlzLh,https://open.spotify.com/playlist/3hS8GwHWUUGI9bMAeLlzLh,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/3hS8GwHWUUGI9bMAeLlzLh/tracks,12
38,False,https://api.spotify.com/v1/playlists/2wZ4hdXDK7A4PWxvdWZaAs,2wZ4hdXDK7A4PWxvdWZaAs,"[{'height': 640, 'url': 'https://i.scdn.co/image/3bbf42355ad95fa9ba154a62f9e46509b1736dcc', 'width': 640}]",Various Artists – 100 Best Opera Classics,,True,MixhNjg4MjVmMmM4M2M5NWM2Mjk1MDgxM2IwMDNkODQzYWRhYmMyZGY5,playlist,spotify:playlist:2wZ4hdXDK7A4PWxvdWZaAs,https://open.spotify.com/playlist/2wZ4hdXDK7A4PWxvdWZaAs,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/2wZ4hdXDK7A4PWxvdWZaAs/tracks,100
39,False,https://api.spotify.com/v1/playlists/26yOZG9EufjUlGvl9zE1Fv,26yOZG9EufjUlGvl9zE1Fv,"[{'height': 640, 'url': 'https://i.scdn.co/image/88829486f1c44a6b7f97399b9ce359518cfc6120', 'width': 640}]",Running,,True,NzUsMjUwODYzNGNmMTkyMzkwNDM4OTdmMDJmOGRjMmE2ZDdkZTMzN2Y2Mw==,playlist,spotify:playlist:26yOZG9EufjUlGvl9zE1Fv,https://open.spotify.com/playlist/26yOZG9EufjUlGvl9zE1Fv,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/26yOZG9EufjUlGvl9zE1Fv/tracks,3
40,False,https://api.spotify.com/v1/playlists/7LqEvFlU62PeN9Ey2GFQ1a,7LqEvFlU62PeN9Ey2GFQ1a,"[{'height': 640, 'url': 'https://i.scdn.co/image/b31fde37d22c06720143e0ed19b510d1117bf402', 'width': 640}]",17 Hippies – El Dorado,,True,MixjZDQ5MjU5YjhhYmMxMmZlZWZlNjdlNDZmYzMyMDBlNTlhOTE3ZGZh,playlist,spotify:playlist:7LqEvFlU62PeN9Ey2GFQ1a,https://open.spotify.com/playlist/7LqEvFlU62PeN9Ey2GFQ1a,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/7LqEvFlU62PeN9Ey2GFQ1a/tracks,12
41,False,https://api.spotify.com/v1/playlists/5LR210vwhwJxrJWBGxTzMh,5LR210vwhwJxrJWBGxTzMh,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/7fcd391dcc5d6f408416b29a1f1845f0edf0f10a83085baf4b6f6cedc2e226d3e7e7e0d2851ed8549b369f97ae9c6f2492ba3238b641c80805ae1281abf2f2cbeff74c913790dcebe02fdf17b230b5e3', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/7fcd391dcc5d6f408416b29a1f1845f0edf0f10a83085baf4b6f6cedc2e226d3e7e7e0d2851ed8549b369f97ae9c6f2492ba3238b641c80805ae1281abf2f2cbeff74c913790dcebe02fdf17b230b5e3', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/7fcd391dcc5d6f408416b29a1f1845f0edf0f10a83085baf4b6f6cedc2e226d3e7e7e0d2851ed8549b369f97ae9c6f2492ba3238b641c80805ae1281abf2f2cbeff74c913790dcebe02fdf17b230b5e3', 'width': 60}]",The BEST BRITISH songs of all time,,True,MiwwZDk5MDZlZDFjYzM0YzI5NTJhMzUzYTZkMTdmN2FjNDViZTJiZTg4,playlist,spotify:playlist:5LR210vwhwJxrJWBGxTzMh,https://open.spotify.com/playlist/5LR210vwhwJxrJWBGxTzMh,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/5LR210vwhwJxrJWBGxTzMh/tracks,101
42,False,https://api.spotify.com/v1/playlists/7AbQaavvwWs13zH2XMxUrZ,7AbQaavvwWs13zH2XMxUrZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/62006ee56c1e95b32e5702a33b4da7491701764a', 'width': 640}]",Volbeat – Live From Beyond Hell / Above Heaven,,True,NSw4OGM1ZDhlYmZmMjczYWY0NzBmYzdlOTEwZTFjOTdlMzc3OGUyMWI4,playlist,spotify:playlist:7AbQaavvwWs13zH2XMxUrZ,https://open.spotify.com/playlist/7AbQaavvwWs13zH2XMxUrZ,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/7AbQaavvwWs13zH2XMxUrZ/tracks,19
43,False,https://api.spotify.com/v1/playlists/5FAkbyeCqjinjYqfbERDYa,5FAkbyeCqjinjYqfbERDYa,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/03e38e559265dd39eee574f9c9756e9ed182fe6b1cb772d5f25d1689a27d507f92f6eed3945dd7af3f402c067ec15f373e88e4ef642867e51f6bef7b973b0b88824e0ba07338ad49a1d237d433d64f12', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/03e38e559265dd39eee574f9c9756e9ed182fe6b1cb772d5f25d1689a27d507f92f6eed3945dd7af3f402c067ec15f373e88e4ef642867e51f6bef7b973b0b88824e0ba07338ad49a1d237d433d64f12', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/03e38e559265dd39eee574f9c9756e9ed182fe6b1cb772d5f25d1689a27d507f92f6eed3945dd7af3f402c067ec15f373e88e4ef642867e51f6bef7b973b0b88824e0ba07338ad49a1d237d433d64f12', 'width': 60}]",Elektro,,True,MTUsMWY4MjgzZTRmMjA4YTE5NmZjMjQ2Y2QyNjIzNjQxZGVhOGQ0MjQ1Nw==,playlist,spotify:playlist:5FAkbyeCqjinjYqfbERDYa,https://open.spotify.com/playlist/5FAkbyeCqjinjYqfbERDYa,Josep Foradada,https://open.spotify.com/user/nerken,https://api.spotify.com/v1/users/nerken,nerken,user,spotify:user:nerken,https://api.spotify.com/v1/playlists/5FAkbyeCqjinjYqfbERDYa/tracks,11
