,added_at,is_local,primary_color,added_by.external_urls.spotify,added_by.href,added_by.id,added_by.type,added_by.uri,track.album.album_type,track.album.artists,track.album.available_markets,track.album.external_urls,track.album.href,track.album.id,track.album.images,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.artists,track.available_markets,track.disc_number,track.duration_ms,track.episode,track.explicit,track.external_ids.isrc,track.external_urls.spotify,track.href,track.id,track.is_local,track.name,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,video_thumbnail.url,tracks_features.danceability,tracks_features.energy,tracks_features.key,tracks_features.loudness,tracks_features.mode,tracks_features.speechiness,tracks_features.acousticness,tracks_features.instrumentalness,tracks_features.liveness,tracks_features.valence,tracks_features.tempo,tracks_features.type,tracks_features.id,tracks_features.uri,tracks_features.track_href,tracks_features.analysis_url,tracks_features.duration_ms,tracks_features.time_signature,C1,C2,C3,cluster,distance_cluster
1,2018-12-15T19:38:48Z,False,,https://open.spotify.com/user/festivalgigante,https://api.spotify.com/v1/users/festivalgigante,festivalgigante,user,spotify:user:festivalgigante,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/35YNL4wwv11ZkmeWWL51y7'}, 'href': 'https://api.spotify.com/v1/artists/35YNL4wwv11ZkmeWWL51y7', 'id': '35YNL4wwv11ZkmeWWL51y7', 'name': 'We Are Scientists', 'type': 'artist', 'uri': 'spotify:artist:35YNL4wwv11ZkmeWWL51y7'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/2IQ6OI4Yt3yZtB8j5E2lsa'},https://api.spotify.com/v1/albums/2IQ6OI4Yt3yZtB8j5E2lsa,2IQ6OI4Yt3yZtB8j5E2lsa,"[{'height': 640, 'url': 'https://i.scdn.co/image/fef85037d2f1df4f349359ff51431d308712dd54', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/a427891e83b46f9411cd731ac1929a4380243931', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/4657cde20597be591452b8f76350049bb360b34c', 'width': 64}]",With Love And Squalor,2005-01-01,day,12,album,spotify:album:2IQ6OI4Yt3yZtB8j5E2lsa,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/35YNL4wwv11ZkmeWWL51y7'}, 'href': 'https://api.spotify.com/v1/artists/35YNL4wwv11ZkmeWWL51y7', 'id': '35YNL4wwv11ZkmeWWL51y7', 'name': 'We Are Scientists', 'type': 'artist', 'uri': 'spotify:artist:35YNL4wwv11ZkmeWWL51y7'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,198832,False,True,USVI20500212,https://open.spotify.com/track/37MkbRqfMdO4qlNj7C4Wfa,https://api.spotify.com/v1/tracks/37MkbRqfMdO4qlNj7C4Wfa,37MkbRqfMdO4qlNj7C4Wfa,False,The Great Escape,47,,True,8,track,spotify:track:37MkbRqfMdO4qlNj7C4Wfa,,0.47200000000000003,0.925,9,-4.57,1,0.0415,0.000305,4.44e-06,0.0755,0.746,146.97,audio_features,37MkbRqfMdO4qlNj7C4Wfa,spotify:track:37MkbRqfMdO4qlNj7C4Wfa,https://api.spotify.com/v1/tracks/37MkbRqfMdO4qlNj7C4Wfa,https://api.spotify.com/v1/audio-analysis/37MkbRqfMdO4qlNj7C4Wfa,198833,4,-1.2134206959140486,0.2408789195851135,-1.2892243135488652,0,1.0905075639587054
8,2018-12-15T19:41:46Z,False,,https://open.spotify.com/user/festivalgigante,https://api.spotify.com/v1/users/festivalgigante,festivalgigante,user,spotify:user:festivalgigante,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1PVE74Pf9ejCjOzdxlsHC6'}, 'href': 'https://api.spotify.com/v1/artists/1PVE74Pf9ejCjOzdxlsHC6', 'id': '1PVE74Pf9ejCjOzdxlsHC6', 'name': 'La Habitación Roja', 'type': 'artist', 'uri': 'spotify:artist:1PVE74Pf9ejCjOzdxlsHC6'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/1xtd9O21dr8LejNeQtrfGi'},https://api.spotify.com/v1/albums/1xtd9O21dr8LejNeQtrfGi,1xtd9O21dr8LejNeQtrfGi,"[{'height': 640, 'url': 'https://i.scdn.co/image/f740fed6c39ee9a75d1238f6484aabf2b0f5009c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ca39b6defa27f58e8674d34c615106d6443b577c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/cbfa70310b10973d87a4d2e3ed4570cb78314bda', 'width': 64}]",La Moneda en el Aire (Track By Track Edition),2014-01-01,day,22,album,spotify:album:1xtd9O21dr8LejNeQtrfGi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1PVE74Pf9ejCjOzdxlsHC6'}, 'href': 'https://api.spotify.com/v1/artists/1PVE74Pf9ejCjOzdxlsHC6', 'id': '1PVE74Pf9ejCjOzdxlsHC6', 'name': 'La Habitación Roja', 'type': 'artist', 'uri': 'spotify:artist:1PVE74Pf9ejCjOzdxlsHC6'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,279426,False,False,ES7001419102,https://open.spotify.com/track/294B7xxpsVVemhj0qmJPnx,https://api.spotify.com/v1/tracks/294B7xxpsVVemhj0qmJPnx,294B7xxpsVVemhj0qmJPnx,False,La Moneda en el Aire,33,https://p.scdn.co/mp3-preview/e542e4e7819889e1159b1c6f5be673ffe8711c75?cid=22e782a724264812b124038bbf783396,True,2,track,spotify:track:294B7xxpsVVemhj0qmJPnx,,0.583,0.789,9,-5.566,1,0.0511,0.00236,2.7899999999999997e-05,0.1,0.725,128.034,audio_features,294B7xxpsVVemhj0qmJPnx,spotify:track:294B7xxpsVVemhj0qmJPnx,https://api.spotify.com/v1/tracks/294B7xxpsVVemhj0qmJPnx,https://api.spotify.com/v1/audio-analysis/294B7xxpsVVemhj0qmJPnx,279427,4,-0.7505932867687919,0.16679037865572124,-0.9654713575246021,0,0.6161890621935558
9,2018-12-15T19:42:01Z,False,,https://open.spotify.com/user/festivalgigante,https://api.spotify.com/v1/users/festivalgigante,festivalgigante,user,spotify:user:festivalgigante,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1PVE74Pf9ejCjOzdxlsHC6'}, 'href': 'https://api.spotify.com/v1/artists/1PVE74Pf9ejCjOzdxlsHC6', 'id': '1PVE74Pf9ejCjOzdxlsHC6', 'name': 'La Habitación Roja', 'type': 'artist', 'uri': 'spotify:artist:1PVE74Pf9ejCjOzdxlsHC6'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/3FybZBdfHoIb6UtvueHAEi'},https://api.spotify.com/v1/albums/3FybZBdfHoIb6UtvueHAEi,3FybZBdfHoIb6UtvueHAEi,"[{'height': 640, 'url': 'https://i.scdn.co/image/6c8215ded1e79f3419f230f01628b9006b5676ca', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/147bf9c3d83c1e69de5945903b8e31b7bf619350', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/c133b6f30e60516b22400093270183a9c35dce61', 'width': 64}]",Nuevos Tiempos,2005-01-01,day,12,album,spotify:album:3FybZBdfHoIb6UtvueHAEi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1PVE74Pf9ejCjOzdxlsHC6'}, 'href': 'https://api.spotify.com/v1/artists/1PVE74Pf9ejCjOzdxlsHC6', 'id': '1PVE74Pf9ejCjOzdxlsHC6', 'name': 'La Habitación Roja', 'type': 'artist', 'uri': 'spotify:artist:1PVE74Pf9ejCjOzdxlsHC6'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,198520,False,False,ES7000504806,https://open.spotify.com/track/1AtoSBgn7iT7ygdyOlcnsj,https://api.spotify.com/v1/tracks/1AtoSBgn7iT7ygdyOlcnsj,1AtoSBgn7iT7ygdyOlcnsj,False,El Eje del Mal,29,https://p.scdn.co/mp3-preview/a9a8cc6cd21bc0b5dc45d1846eadc583cc1306ef?cid=22e782a724264812b124038bbf783396,True,6,track,spotify:track:1AtoSBgn7iT7ygdyOlcnsj,,0.484,0.8959999999999999,7,-8.934,1,0.0356,0.00329,0.49700000000000005,0.193,0.97,147.905,audio_features,1AtoSBgn7iT7ygdyOlcnsj,spotify:track:1AtoSBgn7iT7ygdyOlcnsj,https://api.spotify.com/v1/tracks/1AtoSBgn7iT7ygdyOlcnsj,https://api.spotify.com/v1/audio-analysis/1AtoSBgn7iT7ygdyOlcnsj,198520,4,-0.9150823887797289,3.4492139675624083,-1.2985542572714952,0,3.0474666291067423
12,2018-12-15T19:44:03Z,False,,https://open.spotify.com/user/festivalgigante,https://api.spotify.com/v1/users/festivalgigante,festivalgigante,user,spotify:user:festivalgigante,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2OD34UHlPmAtJJ6w0tV5Wr'}, 'href': 'https://api.spotify.com/v1/artists/2OD34UHlPmAtJJ6w0tV5Wr', 'id': '2OD34UHlPmAtJJ6w0tV5Wr', 'name': 'Las Chillers', 'type': 'artist', 'uri': 'spotify:artist:2OD34UHlPmAtJJ6w0tV5Wr'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/5Ls0yLUkHNGOnr1NpRo3PT'},https://api.spotify.com/v1/albums/5Ls0yLUkHNGOnr1NpRo3PT,5Ls0yLUkHNGOnr1NpRo3PT,"[{'height': 640, 'url': 'https://i.scdn.co/image/77eb7c17cafe55033ded6e54151374df0cb3096f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/77eb7c17cafe5502ac959e5484a55d3ebc40b1ed', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/77eb7c17cafe55015f11242c065a14e827cbc40c', 'width': 64}]",Carretera de Levante,2018-12-04,day,4,album,spotify:album:5Ls0yLUkHNGOnr1NpRo3PT,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2OD34UHlPmAtJJ6w0tV5Wr'}, 'href': 'https://api.spotify.com/v1/artists/2OD34UHlPmAtJJ6w0tV5Wr', 'id': '2OD34UHlPmAtJJ6w0tV5Wr', 'name': 'Las Chillers', 'type': 'artist', 'uri': 'spotify:artist:2OD34UHlPmAtJJ6w0tV5Wr'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,168391,False,False,QM7281807754,https://open.spotify.com/track/71y2ZEXNCR6XwaxitcMuGc,https://api.spotify.com/v1/tracks/71y2ZEXNCR6XwaxitcMuGc,71y2ZEXNCR6XwaxitcMuGc,False,Mujer Contra Mujer - Directo Low Festival 2018,11,https://p.scdn.co/mp3-preview/8649f87c6ffb5dd3e0c6f126544c30e1c6b0b2f9?cid=22e782a724264812b124038bbf783396,True,2,track,spotify:track:71y2ZEXNCR6XwaxitcMuGc,,0.507,0.513,11,-16.086,0,0.0531,0.0169,0.0562,0.25,0.7979999999999999,133.915,audio_features,71y2ZEXNCR6XwaxitcMuGc,spotify:track:71y2ZEXNCR6XwaxitcMuGc,https://api.spotify.com/v1/tracks/71y2ZEXNCR6XwaxitcMuGc,https://api.spotify.com/v1/audio-analysis/71y2ZEXNCR6XwaxitcMuGc,168391,4,0.34264167034075077,0.2855523032391078,-1.0462253885127941,0,0.9522006276594177
13,2018-12-15T19:44:29Z,False,,https://open.spotify.com/user/festivalgigante,https://api.spotify.com/v1/users/festivalgigante,festivalgigante,user,spotify:user:festivalgigante,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6rRTrEHzGSDqhmFJQrNFMO'}, 'href': 'https://api.spotify.com/v1/artists/6rRTrEHzGSDqhmFJQrNFMO', 'id': '6rRTrEHzGSDqhmFJQrNFMO', 'name': 'Shinova', 'type': 'artist', 'uri': 'spotify:artist:6rRTrEHzGSDqhmFJQrNFMO'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/3hy9rW2rIQtnHCQVNW1w8z'},https://api.spotify.com/v1/albums/3hy9rW2rIQtnHCQVNW1w8z,3hy9rW2rIQtnHCQVNW1w8z,"[{'height': 640, 'url': 'https://i.scdn.co/image/2d9293b65be435b2cace21eb4f123c22a255107d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/1143b0da18f9b3202bee4c103a0fa9311de08245', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/5aa2c5dddd7dd80f9371f708e90c40be44f07499', 'width': 64}]",Sesiones Frente a Frente,2017-05-19,day,4,album,spotify:album:3hy9rW2rIQtnHCQVNW1w8z,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6rRTrEHzGSDqhmFJQrNFMO'}, 'href': 'https://api.spotify.com/v1/artists/6rRTrEHzGSDqhmFJQrNFMO', 'id': '6rRTrEHzGSDqhmFJQrNFMO', 'name': 'Shinova', 'type': 'artist', 'uri': 'spotify:artist:6rRTrEHzGSDqhmFJQrNFMO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5soMpG6E6oApEiCZgrWeVz'}, 'href': 'https://api.spotify.com/v1/artists/5soMpG6E6oApEiCZgrWeVz', 'id': '5soMpG6E6oApEiCZgrWeVz', 'name': 'Rozalén', 'type': 'artist', 'uri': 'spotify:artist:5soMpG6E6oApEiCZgrWeVz'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,265090,False,False,ES5151700905,https://open.spotify.com/track/5TnpWZILnR4zcbj3al6dFr,https://api.spotify.com/v1/tracks/5TnpWZILnR4zcbj3al6dFr,5TnpWZILnR4zcbj3al6dFr,False,Volver (feat. Rozalén),38,https://p.scdn.co/mp3-preview/0d4123e3188dfbc851167f61196ad1b44fa8040f?cid=22e782a724264812b124038bbf783396,True,4,track,spotify:track:5TnpWZILnR4zcbj3al6dFr,,0.433,0.7490000000000001,8,-3.77,1,0.0324,0.153,1.75e-06,0.11,0.491,170.079,audio_features,5TnpWZILnR4zcbj3al6dFr,spotify:track:5TnpWZILnR4zcbj3al6dFr,https://api.spotify.com/v1/tracks/5TnpWZILnR4zcbj3al6dFr,https://api.spotify.com/v1/audio-analysis/5TnpWZILnR4zcbj3al6dFr,265091,4,-1.3657698673804608,0.25068851754590027,-0.19829687424261694,0,1.0303474740294303
15,2018-12-15T19:44:36Z,False,,https://open.spotify.com/user/festivalgigante,https://api.spotify.com/v1/users/festivalgigante,festivalgigante,user,spotify:user:festivalgigante,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6rRTrEHzGSDqhmFJQrNFMO'}, 'href': 'https://api.spotify.com/v1/artists/6rRTrEHzGSDqhmFJQrNFMO', 'id': '6rRTrEHzGSDqhmFJQrNFMO', 'name': 'Shinova', 'type': 'artist', 'uri': 'spotify:artist:6rRTrEHzGSDqhmFJQrNFMO'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/1n3aL4HAHXEVFIDW6Wutq8'},https://api.spotify.com/v1/albums/1n3aL4HAHXEVFIDW6Wutq8,1n3aL4HAHXEVFIDW6Wutq8,"[{'height': 640, 'url': 'https://i.scdn.co/image/f03b4d1426b80b3ece2356b62480a6ad38b28d11', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/2bc69b67e85db90026e7d3e24422681e5c82f547', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/5ec2d60b9fe8a9061660ae60da3d33282dd31a40', 'width': 64}]",Volver,2016-09-16,day,12,album,spotify:album:1n3aL4HAHXEVFIDW6Wutq8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6rRTrEHzGSDqhmFJQrNFMO'}, 'href': 'https://api.spotify.com/v1/artists/6rRTrEHzGSDqhmFJQrNFMO', 'id': '6rRTrEHzGSDqhmFJQrNFMO', 'name': 'Shinova', 'type': 'artist', 'uri': 'spotify:artist:6rRTrEHzGSDqhmFJQrNFMO'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,259173,False,False,ES5151601375,https://open.spotify.com/track/2TS6JrJKM3RScMBVkIwRnZ,https://api.spotify.com/v1/tracks/2TS6JrJKM3RScMBVkIwRnZ,2TS6JrJKM3RScMBVkIwRnZ,False,Qué casualidad,39,https://p.scdn.co/mp3-preview/9afdaa5dce9bddc09758b83e2158867708807e49?cid=22e782a724264812b124038bbf783396,True,8,track,spotify:track:2TS6JrJKM3RScMBVkIwRnZ,,0.542,0.81,5,-6.3839999999999995,0,0.035,0.0399,0.0021899999999999997,0.11,0.535,136.988,audio_features,2TS6JrJKM3RScMBVkIwRnZ,spotify:track:2TS6JrJKM3RScMBVkIwRnZ,https://api.spotify.com/v1/tracks/2TS6JrJKM3RScMBVkIwRnZ,https://api.spotify.com/v1/audio-analysis/2TS6JrJKM3RScMBVkIwRnZ,259173,4,-0.029729228961122067,-0.3965893590057441,-0.2647902064734341,0,1.0583886952281771
