date,text,retweets,replies,favorites,tweet_interactions
2017-02-05,42,18990,5595,92104,116689
2017-02-07,9,7944,1085,23137,32166
2017-02-08,4,1492,347,4661,6500
2017-02-09,1,8,13,224,245
2017-02-10,3,2125,403,10230,12758
2017-02-11,1,85,51,737,873
2017-02-15,4,22256,1375,87106,110737
2017-02-16,9,9916,2327,46289,58532
2017-02-17,3,2129,559,9921,12609
2017-02-18,11,7736,1712,43965,53413
2017-02-19,3,36588,3090,132064,171742
2017-02-23,1,853,219,3778,4850
2017-02-24,5,100,103,1487,1690
2017-02-25,3,6511,1474,32305,40290
2017-02-27,2,33612,3287,77425,114324
2017-02-28,2,4200,375,25176,29751
2017-03-02,1,8614,1083,37279,46976
2017-03-06,3,5052,1525,31170,37747
2017-03-10,3,6900,783,18354,26037
2017-03-11,1,1329,218,3610,5157
2017-03-12,10,6550,1764,35727,44041
2017-03-13,1,84,51,675,810
2017-03-14,3,4742,536,16065,21343
2017-03-16,1,18,66,289,373
2017-03-22,3,547,154,2091,2792
2017-03-23,1,31,34,216,281
2017-03-24,49,32866,6412,122836,162114
2017-03-28,8,5799,1617,23908,31324
2017-03-29,2,722,466,5290,6478
2017-03-30,1,12384,1294,49333,63011
2017-03-31,10,4181,1599,27528,33308
2017-04-01,3,12353,1924,45273,59550
2017-04-02,4,481,203,3234,3918
2017-04-03,3,3624,990,13426,18040
2017-04-05,1,6139,405,21446,27990
2017-04-07,3,1186,881,7273,9340
2017-04-12,4,2053,915,9993,12961
2017-04-13,4,16370,2161,58454,76985
2017-04-17,2,27,69,401,497
2017-04-18,1,14,41,220,275
2017-04-23,2,336,441,3638,4415
2017-04-24,3,28,35,663,726
2017-04-27,1,8,13,159,180
2017-04-28,4,12485,2075,40118,54678
2017-05-01,6,20782,2667,68612,92061
2017-05-04,1,757,382,4696,5835
2017-05-05,11,6181,17671,47808,71660
2017-05-07,2,1541,1027,25367,27935
2017-05-09,2,1493,582,6325,8400
2017-05-10,10,10796,2256,44999,58051
2017-05-11,4,1884,1368,15296,18548
2017-05-12,8,7834,1720,31188,40742
2017-05-13,5,7595,1983,59190,68768
2017-05-14,6,5076,1490,38922,45488
2017-05-16,2,2465,449,9082,11996
2017-05-17,5,13781,2739,64021,80541
2017-05-19,3,321,249,2721,3291
2017-05-21,1,8,31,156,195
2017-05-22,24,5059,1569,34263,40891
2017-05-23,3,570,400,3807,4777
2017-05-24,5,118,104,1454,1676
2017-05-25,3,2488,537,14117,17142
2017-05-26,3,3644,1350,16142,21136
2017-05-27,2,91,51,672,814
2017-05-29,2,182,143,3540,3865
2017-05-31,6,19720,4940,83433,108093
2017-06-01,5,251072,29765,612975,893812
2017-06-02,1,431,138,3787,4356
2017-06-03,1,2028,663,11953,14644
2017-06-04,4,11589,1576,70185,83350
2017-06-05,9,4199,1054,30221,35474
2017-06-06,12,20347,3033,100741,124121
2017-06-07,9,5403,2219,46197,53819
2017-06-08,34,11072,4480,88890,104442
2017-06-09,24,22232,3358,100554,126144
2017-06-10,2,1213,192,6902,8307
2017-06-11,2,103,77,841,1021
2017-06-13,4,4689,847,21500,27036
2017-06-14,1,1080,254,3649,4983
2017-06-16,5,18028,2222,70556,90806
2017-06-17,3,4965,1318,21482,27765
2017-06-18,11,8137,2250,59283,69670
2017-06-19,1,17,31,168,216
2017-06-20,5,5503,946,16919,23368
2017-06-21,3,4325,815,19644,24784
2017-06-22,6,6176,1573,33228,40977
2017-06-23,7,7962,2468,52643,63073
2017-06-24,1,16,60,534,610
2017-06-25,18,12244,2950,77704,92898
2017-06-26,2,5210,480,17583,23273
2017-06-28,3,3352,955,26718,31025
2017-06-29,14,35091,5909,148081,189081
2017-06-30,8,6251,1853,52176,60280
2017-07-02,6,4456,1543,31846,37845
2017-07-03,4,24970,6416,166420,197806
2017-07-04,1,1021,349,8348,9718
2017-07-05,1,1017,495,8674,10186
2017-07-06,2,3720,1311,17061,22092
2017-07-07,1,8814,1375,32743,42932
2017-07-08,2,1091,837,9840,11768
2017-07-09,4,68471,7383,297335,373189
2017-07-11,13,8787,3161,71785,83733
2017-07-12,1,906,429,8557,9892
2017-07-13,6,7046,1288,32957,41291
2017-07-14,13,20645,4956,83405,109006
2017-07-15,2,52,56,1545,1653
2017-07-17,6,5186,1169,29446,35801
2017-07-19,1,499,158,3893,4550
2017-07-20,8,74897,9585,250511,334993
2017-07-21,5,2888,777,19671,23336
2017-07-22,2,156,87,1266,1509
2017-07-25,7,14734,2546,66178,83458
2017-07-26,2,6280,1378,29955,37613
2017-07-27,1,21,28,932,981
2017-07-28,5,5323,1278,28104,34705
2017-07-29,8,5563,1195,53859,60617
2017-07-30,10,9518,2424,50650,62592
2017-07-31,4,10411,1396,68291,80098
2017-08-01,1,3031,520,23076,26627
2017-08-02,4,7965,1644,51403,61012
2017-08-03,1,6102,693,27860,34655
2017-08-04,1,718,347,10001,11066
2017-08-05,5,24357,1541,85374,111272
2017-08-06,8,4879,1991,34038,40908
2017-08-10,1,304,163,3826,4293
2017-08-11,11,7047,1388,55262,63697
2017-08-12,9,51066,6562,179188,236816
2017-08-13,1,1869,746,9198,11813
2017-08-14,6,6704,1841,40659,49204
2017-08-18,3,3349,539,30441,34329
2017-08-19,8,725,580,16478,17783
2017-08-20,4,4969,964,39125,45058
2017-08-21,3,5261,1717,52159,59137
2017-08-22,4,6175,1243,39684,47102
2017-08-23,6,22881,3420,95956,122257
2017-08-25,12,7238,1870,61863,70971
2017-08-26,2,132,98,2220,2450
2017-08-27,11,7039,1232,35207,43478
2017-08-28,17,55301,7037,222327,284665
2017-08-29,1,3523,881,15188,19592
2017-08-30,4,408,314,7866,8588
2017-08-31,5,7334,1783,63079,72196
2017-09-04,9,53044,7162,136276,196482
2017-09-08,1,4050,1265,17917,23232
2017-09-12,2,227,147,4204,4578
2017-09-13,2,14385,1870,71606,87861
2017-09-14,4,11730,1435,41114,54279
2017-09-15,1,32,28,1413,1473
2017-09-16,4,958,644,20707,22309
2017-09-19,1,88,69,1555,1712
2017-09-20,1,3911,256,17319,21486
2017-09-24,1,3135,626,20828,24589
2017-09-25,3,3330,949,23468,27747
2017-09-26,4,6409,1179,38849,46437
2017-09-27,2,2647,1044,21385,25076
2017-09-28,3,5747,803,38128,44678
2017-09-29,7,37281,5838,106829,149948
2017-10-02,2,131,89,1470,1690
2017-10-04,1,3270,1009,23480,27759
2017-10-05,8,26926,3034,151177,181137
2017-10-06,19,12346,3085,81451,96882
2017-10-07,2,5243,940,34186,40369
2017-10-08,6,7115,1600,49608,58323
2017-10-09,1,1053,585,9576,11214
2017-10-11,1,20,18,296,334
2017-10-12,9,2812,1356,27022,31190
2017-10-14,2,2174,1009,18799,21982
2017-10-15,1,1356,388,8244,9988
2017-10-16,2,3999,440,16281,20720
2017-10-18,2,3412,1051,25143,29606
2017-10-19,8,7550,4053,83563,95166
2017-10-20,2,362,120,4468,4950
2017-10-21,3,1891,373,12623,14887
2017-10-24,3,6338,1867,26447,34652
2017-10-26,4,9627,3576,79699,92902
2017-10-28,2,8191,2433,59360,69984
2017-11-07,1,361,167,6894,7422
2017-11-08,1,26467,1880,107787,136134
2017-11-09,2,91275,3641,251973,346889
2017-11-10,1,2495,424,20194,23113
2017-11-12,2,28089,3720,158481,190290
2017-11-13,1,1931,378,12577,14886
2017-11-15,4,15014,3020,87878,105912
2017-11-17,2,132294,11313,553759,697366
2017-11-19,3,15120,4018,102298,121436
2017-11-20,1,19,52,371,442
2017-11-21,1,1365,645,14222,16232
2017-11-23,1,7464,1145,39058,47667
2017-11-24,1,16,31,301,348
2017-11-25,1,363,411,7488,8262
2017-11-26,3,89466,6843,295748,392057
2017-11-27,2,1553,209,13940,15702
2017-11-28,5,43593,5361,184673,233627
2017-11-30,7,10294,2268,60167,72729
2017-12-02,7,25797,5364,140245,171406
2017-12-03,13,10405,5659,90383,106447
2017-12-07,1,21162,1856,102907,125925
2017-12-08,3,4400,1121,31111,36632
2017-12-11,5,14809,3811,140069,158689
2017-12-12,1,1970,2521,24662,29153
2017-12-13,2,19275,2728,92934,114937
2017-12-14,4,1636,1463,23827,26926
2017-12-15,5,6821,1551,59558,67930
2017-12-16,2,1502,2089,24407,27998
2017-12-17,3,132,89,1485,1706
2017-12-19,1,10020,1122,83118,94260
2017-12-20,7,31642,4364,178453,214459
2017-12-21,12,41826,9090,250830,301746
2017-12-23,9,134490,13593,610276,758359
2017-12-24,7,45625,11770,309512,366907
2017-12-25,2,111,102,2938,3151
2017-12-26,12,15476,16343,189072,220891
2017-12-27,1,68,114,2446,2628
2018-01-03,2,10003,4085,74153,88241
2018-01-05,1,19512,2829,118287,140628
2018-01-07,4,16851,4648,190671,212170
2018-01-08,1,3144,807,21010,24961
2018-01-09,2,240,211,9415,9866
2018-01-12,1,43,55,521,619
2018-01-13,1,98,83,929,1110
2018-01-15,2,99,140,1207,1446
2018-01-18,1,45,119,1159,1323
2018-01-24,1,13720,2190,83518,99428
2018-01-27,1,11014,1450,57654,70118
2018-01-28,15,183431,21648,960484,1165563
2018-01-29,8,23026,4089,186955,214070
2018-01-30,1,665,708,18028,19401
2018-01-31,6,14257,3956,142352,160565
2018-02-01,6,33087,6196,304150,343433
2018-02-02,5,70539,5579,366206,442324
2018-02-03,3,29615,5402,259762,294779
2018-02-04,1,6237,682,28295,35214
2018-02-05,8,47927,8349,302874,359150
2018-02-06,13,317005,35853,1196460,1549318
2018-02-07,5,63546,13033,369095,445674
2018-02-11,3,14463,4845,149567,168875
2018-02-12,14,1406,680,15282,17368
2018-02-16,1,826,339,15323,16488
2018-02-17,2,3879,2236,49875,55990
2018-02-18,1,11865,1885,64003,77753
2018-02-20,1,9405,661,63586,73652
2018-02-21,5,12924,2457,110468,125849
2018-02-22,13,31423,6749,280479,318651
2018-02-24,1,984,372,16044,17400
2018-02-25,2,788,269,10361,11418
2018-02-27,6,16672,3982,104133,124787
2018-02-28,1,51,53,785,889
2018-03-03,1,2842,1409,36649,40900
2018-03-04,4,723,330,18137,19190
2018-03-05,1,9734,1541,67333,78608
2018-03-06,2,3388,669,36649,40706
2018-03-07,5,19391,4208,181397,204996
2018-03-08,6,34255,4655,272864,311774
2018-03-09,11,53892,6987,322567,383446
2018-03-10,4,5653,4444,50967,61064
2018-03-11,3,32471,4649,145046,182166
2018-03-12,1,20,61,444,525
2018-03-14,6,5646,3713,81529,90888
2018-03-15,3,2804,734,44124,47662
2018-03-18,1,138,94,6852,7084
2018-03-19,1,925,752,14678,16355
2018-03-20,2,1678,963,25690,28331
2018-03-21,2,4081,872,37021,41974
2018-03-22,11,9384,2101,82111,93596
2018-03-23,20,28942,4968,199477,233387
2018-03-24,2,4220,989,38790,43999
2018-03-25,1,2456,1266,40095,43817
2018-03-26,8,10508,3116,109884,123508
2018-03-27,3,12135,2744,112462,127341
2018-03-28,4,9096,2812,112904,124812
2018-03-30,4,3946,1866,60420,66232
2018-03-31,4,7175,1885,78640,87700
2018-04-01,9,55496,12275,383496,451267
2018-04-02,9,6923,2329,76689,85941
2018-04-04,3,4793,1601,51874,58268
2018-04-05,2,2549,532,16518,19599
2018-04-06,4,22368,3906,118917,145191
2018-04-07,2,2515,742,17748,21005
2018-04-08,9,2735,1090,44242,48067
2018-04-09,3,5478,2031,39368,46877
2018-04-10,2,295,239,2642,3176
2018-04-11,1,20,50,578,648
2018-04-12,2,409,259,8614,9282
2018-04-13,6,9358,1985,61107,72450
2018-04-15,6,27090,6165,219079,252334
2018-04-16,2,6177,2145,70443,78765
2018-04-17,3,2961,2198,31629,36788
2018-04-18,3,33938,2297,163263,199498
2018-04-23,1,18,29,437,484
2018-04-25,4,99712,16033,483200,598945
2018-04-26,2,8681,1050,67016,76747
2018-04-27,1,1959,427,26389,28775
2018-04-28,2,933,197,4484,5614
2018-04-30,2,2961,1982,41509,46452
2018-05-01,1,211,121,5065,5397
2018-05-02,6,8447,2483,82216,93146
2018-05-03,1,574,409,10043,11026
2018-05-04,17,12335,4918,167881,185134
2018-05-05,11,68392,29125,565700,663217
2018-05-06,7,26103,4769,167461,198333
2018-05-07,4,5691,2461,61274,69426
2018-05-08,3,1469,187,8134,9790
2018-05-09,12,3548,2001,60139,65688
2018-05-10,7,2651,930,28947,32528
2018-05-11,15,8064,2940,77562,88566
2018-05-12,4,2951,999,48470,52420
2018-05-13,3,1282,418,12739,14439
2018-05-14,10,40917,7083,294914,342914
2018-05-16,3,3638,1419,44498,49555
2018-05-17,3,5620,1932,48664,56216
2018-05-18,8,14173,3597,133691,151461
2018-05-19,1,3613,1305,42014,46932
2018-05-20,24,18710,5836,211525,236071
2018-05-21,16,4224,1498,41235,46957
2018-05-22,30,14593,19760,240431,274784
2018-05-23,35,105344,33156,623254,761754
2018-05-24,29,29772,10187,331332,371291
2018-05-25,21,10396,6948,105976,123320
2018-05-26,38,22359,8824,232950,264133
2018-05-27,15,7819,3864,55727,67410
2018-05-28,10,1311,711,16769,18791
2018-05-29,25,11914,4503,168828,185245
2018-05-30,13,4856,1868,57010,63734
2018-05-31,12,32789,3502,270059,306350
2018-06-01,10,15439,3021,163152,181612
2018-06-02,15,10157,3692,104730,118579
2018-06-03,6,695,379,12148,13222
2018-06-04,2,7200,1121,55112,63433
2018-06-05,2,100,108,2582,2790
2018-06-06,2,60,104,1694,1858
2018-06-07,5,1080,561,16057,17698
2018-06-08,7,10691,2385,106986,120062
2018-06-09,15,52552,8851,410632,472035
2018-06-10,24,7035,2779,116708,126522
2018-06-11,2,70,70,1769,1909
2018-06-12,2,10195,1987,71146,83328
2018-06-13,3,989,439,14512,15940
2018-06-14,1,977,121,10698,11796
2018-06-15,19,84995,15421,436546,536962
2018-06-16,22,24017,11690,238377,274084
2018-06-17,48,19814,6550,178725,205089
2018-06-18,4,371,291,5820,6482
2018-06-19,33,5968,4096,96451,106515
2018-06-20,13,1438,849,26372,28659
2018-06-21,5,10165,2685,96431,109281
2018-06-22,16,2616,2198,49852,54666
2018-06-23,17,18913,7166,244574,270653
2018-06-24,8,6266,958,54474,61698
2018-06-25,25,13710,4518,120242,138470
2018-06-26,8,10412,31024,128520,169956
2018-06-27,15,3443,1382,54712,59537
2018-06-28,11,3269,4172,73080,80521
2018-06-29,20,40790,8621,287030,336441
2018-06-30,1,54,133,1537,1724
2018-07-01,1,12972,4833,143059,160864
2018-07-02,3,319,169,10228,10716
2018-07-03,2,4340,1341,38881,44562
2018-07-04,10,8357,1376,44076,53809
2018-07-05,30,6457,2961,85402,94820
2018-07-06,20,14399,3149,77267,94815
2018-07-07,12,47038,6125,314750,367913
2018-07-08,27,72785,8658,425927,507370
2018-07-09,6,102546,10323,389901,502770
2018-07-10,14,46251,8436,283077,337764
2018-07-11,24,38592,8347,268919,315858
2018-07-12,19,10897,4999,159571,175467
2018-07-13,6,2974,1738,40927,45639
2018-07-14,14,5886,4660,89446,99992
2018-07-15,5,9857,7786,112669,130312
2018-07-17,1,53,175,1398,1626
2018-07-18,4,4338,3596,51458,59392
2018-07-20,5,848,763,15795,17406
2018-07-21,18,5106,2494,66948,74548
2018-07-22,1,47,65,749,861
2018-07-23,9,2246,1308,30083,33637
2018-07-24,1,17,41,606,664
2018-07-25,5,2494,1435,36976,40905
2018-07-26,2,3058,994,28326,32378
2018-07-27,3,612,616,14649,15877
2018-07-28,4,1157,555,18984,20696
2018-07-29,6,16790,7871,116315,140976
2018-07-30,8,4264,2700,56092,63056
2018-07-31,12,6493,3101,82904,92498
2018-08-01,19,21323,8693,191349,221365
2018-08-02,1,24,55,574,653
2018-08-04,2,1641,871,27437,29949
2018-08-05,18,5034,2750,55994,63778
2018-08-06,2,226,157,2413,2796
2018-08-07,12,27338,14965,212452,254755
2018-08-08,4,1330,666,13254,15250
2018-08-10,3,404,308,8703,9415
2018-08-11,15,34762,7925,261064,303751
2018-08-12,1,3029,866,30741,34636
2018-08-13,4,577,344,17017,17938
2018-08-14,4,1758,1227,20887,23872
2018-08-16,4,13723,3885,114255,131863
2018-08-18,2,6494,2109,98600,107203
2018-08-19,2,3593,1718,41770,47081
2018-08-21,5,5524,3296,64005,72825
2018-08-22,3,357,251,11432,12040
2018-08-23,6,5859,2382,61906,70147
2018-08-24,3,6071,1921,68496,76488
2018-08-25,13,11947,5113,121696,138756
2018-08-26,1,8685,1575,88214,98474
2018-08-27,1,15,59,580,654
2018-08-28,10,3243,3262,36731,43236
2018-08-29,1,118,71,6534,6723
2018-08-30,1,381,609,7862,8852
2018-08-31,3,4226,1530,55466,61222
2018-09-03,1,737,311,13180,14228
2018-09-05,2,16077,3123,100876,120076
2018-09-06,1,1397,728,13394,15519
2018-09-07,6,13894,5273,115303,134470
2018-09-08,5,13190,3845,149131,166166
2018-09-11,4,5326,2009,71995,79330
2018-09-12,3,1666,1528,34773,37967
2018-09-13,5,4599,1617,55584,61800
2018-09-14,9,8196,2182,89835,100213
2018-09-15,2,2277,1240,19410,22927
2018-09-16,6,2909,1453,50765,55127
2018-09-17,25,41526,8587,413603,463716
2018-09-18,16,43308,8647,360937,412892
2018-09-19,8,6325,2512,66080,74917
2018-09-20,14,3474,1466,55322,60262
2018-09-21,2,43293,6856,314697,364846
2018-09-22,1,339,345,2804,3488
2018-09-24,2,283,403,5162,5848
2018-09-25,4,3138,2908,63798,69844
2018-09-26,3,1202,454,13492,15148
2018-09-28,5,23030,4977,217663,245670
2018-09-29,3,3664,1097,42859,47620
2018-10-01,1,2550,1678,24934,29162
2018-10-02,3,645,634,10589,11868
2018-10-04,13,17611,8112,158454,184177
2018-10-05,16,5687,3187,57016,65890
2018-10-06,8,3550,1600,34291,39441
2018-10-07,1,638,473,10502,11613
2018-10-08,4,41198,3919,341119,386236
2018-10-09,8,6462,1650,40770,48882
2018-10-10,3,9736,3013,105930,118679
2018-10-11,2,587,220,7938,8745
2018-10-12,8,47292,9432,325624,382348
2018-10-13,5,1867,809,40532,43208
2018-10-14,8,102893,15697,432243,550833
2018-10-15,8,13974,4400,177805,196179
2018-10-16,7,2823,848,30037,33708
2018-10-17,7,4057,3077,77118,84252
2018-10-18,12,15350,7591,190460,213401
2018-10-19,7,410305,20504,1396766,1827575
2018-10-20,9,11413,1801,136668,149882
2018-10-21,7,48668,5782,249372,303822
2018-10-22,17,182378,19647,806045,1008070
2018-10-23,9,23450,5700,313250,342400
2018-10-25,20,197539,66770,1294946,1559255
2018-10-26,17,48219,10273,376072,434564
2018-10-27,27,20294,6815,259907,287016
2018-10-29,3,10421,4921,165639,180981
2018-10-31,3,6596,1336,86940,94872
2018-11-01,10,12912,3727,149371,166010
2018-11-02,13,11487,2176,105708,119371
2018-11-03,23,54107,11731,550923,616761
2018-11-06,9,46473,10849,462346,519668
2018-11-07,7,8598,7103,195669,211370
2018-11-08,1,574,386,18755,19715
2018-11-09,6,2608,23006,71027,96641
2018-11-10,7,69013,7059,385634,461706
2018-11-11,2,5562,1308,56329,63199
2018-11-12,2,84422,1909,464139,550470
2018-11-14,8,5613,1758,84302,91673
2018-11-15,17,25577,8789,281695,316061
2018-11-16,3,3912,1516,31684,37112
2018-11-17,9,29052,6672,289459,325183
2018-11-19,20,6486,2799,97696,106981
2018-11-20,6,5426,3467,73802,82695
2018-11-21,8,4862,2102,66191,73155
2018-11-22,1,508,780,20695,21983
2018-11-23,1,3887,2202,31115,37204
2018-11-25,1,65,75,934,1074
2018-11-26,15,57003,21945,484394,563342
2018-11-27,4,6238,2194,66829,75261
2018-11-28,2,2367,1105,35308,38780
2018-11-29,13,38228,8634,361564,408426
2018-11-30,5,1095,468,11995,13558
2018-12-01,17,19521,1961,177745,199227
2018-12-02,4,3258,1702,68384,73344
2018-12-03,4,5462,2337,81010,88809
2018-12-04,1,26,69,876,971
2018-12-05,7,40987,8557,296843,346387
2018-12-07,1,6206,1356,64302,71864
2018-12-08,1,158,124,2833,3115
2018-12-09,16,17975,5553,216324,239852
2018-12-11,16,17303,6388,217000,240691
2018-12-12,1,332,226,17286,17844
2018-12-13,1,475,345,10101,10921
2018-12-14,5,71381,7074,340194,418649
2018-12-15,5,12220,2275,131038,145533
2018-12-16,4,6995,2059,106806,115860
2018-12-17,1,373,210,8571,9154
2018-12-18,8,6633,2287,86574,95494
2018-12-19,28,33748,11404,395688,440840
2018-12-20,8,4060,2154,71868,78082
2018-12-21,7,50459,8535,281222,340216
2018-12-22,24,5517,2625,89788,97930
2018-12-23,11,67762,9791,506244,583797
2018-12-24,12,9813,3055,147918,160786
2018-12-25,6,17520,5211,217355,240086
2018-12-26,13,10285,5202,104330,119817
2018-12-27,13,1020,524,19584,21128
2018-12-28,2,2356,1139,39186,42681
2018-12-30,2,1186,436,18550,20172
2018-12-31,3,15889,5290,168743,189922
2019-01-01,4,34171,7464,272494,314129
2019-01-03,15,181542,10939,878023,1070504
2019-01-04,10,22553,9493,194096,226142
2019-01-05,16,24498,7478,251240,283216
2019-01-06,3,14995,2848,164745,182588
2019-01-07,8,40677,10760,447773,499210
2019-01-08,1,7105,2380,113573,123058
2019-01-09,14,30277,8877,261176,300330
2019-01-10,5,3466,1177,41742,46385
2019-01-11,11,35409,9329,312518,357256
2019-01-12,1,22,69,766,857
2019-01-13,5,8447,2047,140190,150684
2019-01-14,2,5966,2652,121440,130058
2019-01-15,1,30698,2212,336611,369521
2019-01-16,5,1926,873,39714,42513
2019-01-17,7,3581,3392,71647,78620
2019-01-18,1,109,103,5813,6025
2019-01-19,4,2187,1180,53372,56739
2019-01-21,5,18845,4151,212725,235721
2019-01-22,7,7677,3299,131858,142834
2019-01-23,4,1277,927,21793,23997
2019-01-25,16,17118,7056,277330,301504
2019-01-26,1,80,50,1077,1207
2019-01-27,10,156622,25261,1116975,1298858
2019-01-28,5,38986,5044,348616,392646
2019-01-29,1,21,55,914,990
2019-01-30,6,89247,8769,404409,502425
2019-01-31,12,11054,3394,153992,168440
2019-02-01,19,29826,7645,258590,296061
2019-02-02,8,63416,6814,482496,552726
2019-02-03,7,45263,5365,367045,417673
2019-02-04,5,51947,8071,424349,484367
2019-02-05,2,1582,1199,66869,69650
2019-02-06,4,1494,879,21175,23548
2019-02-07,9,21257,5255,294082,320594
2019-02-08,5,24828,2316,199465,226609
2019-02-09,5,70068,6486,463606,540160
2019-02-10,1,194,144,5619,5957
2019-02-11,20,10474,3073,156572,170119
2019-02-12,2,4908,1557,75036,81501
2019-02-13,7,23846,3828,177733,205407
2019-02-14,9,6275,2763,123449,132487
2019-02-15,1,15283,2339,238041,255663
2019-02-16,3,12196,3096,190121,205413
2019-02-17,5,1773,1230,63815,66818
2019-02-18,2,13559,2641,129469,145669
2019-02-19,1,629,403,25155,26187
2019-02-20,4,29255,9071,406817,445143
2019-02-21,24,5189,2801,87378,95368
2019-02-22,14,56278,4931,429856,491065
2019-02-23,2,24875,2112,228293,255280
2019-02-25,3,36197,3781,361654,401632
2019-02-26,11,48077,4168,408133,460378
2019-02-27,11,44827,12554,586736,644117
2019-02-28,5,1908,909,51925,54742
2019-03-01,11,17469,6531,230293,254293
2019-03-02,19,31903,6796,360461,399160
2019-03-03,27,48319,13852,580342,642513
2019-03-04,2,457,381,15947,16785
2019-03-05,4,4682,1028,113133,118843
2019-03-06,3,114601,11407,913177,1039185
2019-03-07,14,48824,5909,422125,476858
2019-03-08,9,7304,2518,129997,139819
2019-03-09,8,12508,2190,198043,212741
2019-03-11,7,799,638,32613,34050
2019-03-12,18,4895,3977,90548,99420
2019-03-13,3,212,291,10388,10891
2019-03-14,7,37552,5462,291231,334245
2019-03-15,6,3495,2038,67385,72918
2019-03-16,14,10358,6613,181119,198090
2019-03-17,19,14478,5406,207360,227244
2019-03-20,1,43,74,1185,1302
2019-03-21,8,1074,1068,19236,21378
2019-03-22,11,3318,2023,45673,51014
2019-03-24,6,2495,2361,67003,71859
2019-03-25,2,4240,1284,37336,42860
2019-03-26,11,8131,4288,132842,145261
2019-03-27,3,395,377,15387,16159
2019-03-28,2,303,462,13541,14306
2019-03-29,7,1762,1367,26883,30012
2019-03-30,30,76027,16232,878311,970570
2019-03-31,5,2620,1119,48244,51983
2019-04-01,16,11852,3460,155213,170525
2019-04-02,8,24447,4911,245566,274924
2019-04-03,10,5358,2683,86880,94921
2019-04-04,8,3206,1225,42209,46640
2019-04-05,22,45368,5274,281795,332437
2019-04-06,14,20034,4120,198807,222961
2019-04-07,9,7461,2174,127978,137613
2019-04-08,8,6422,1623,69023,77068
2019-04-09,5,3750,1262,44123,49135
2019-04-10,11,5863,2808,97163,105834
2019-04-11,5,24439,3883,220066,248388
2019-04-12,18,10059,4188,183571,197818
2019-04-13,19,9773,6373,136883,153029
2019-04-14,33,32282,8034,457108,497424
2019-04-15,8,10898,3670,151303,165871
2019-04-16,7,705,653,18939,20297
2019-04-17,2,8142,1122,80877,90141
2019-04-18,2,64,154,2761,2979
2019-04-19,30,133494,22746,1291317,1447557
2019-04-20,6,18584,4234,188760,211578
2019-04-21,8,78791,10916,573847,663554
2019-04-22,4,39690,5027,338033,382750
2019-04-23,41,52087,20482,713359,785928
2019-04-24,16,27901,8459,386912,423272
2019-04-25,7,5092,3607,110333,119032
2019-04-26,6,1515,1199,32961,35675
2019-04-27,8,602,691,21206,22499
2019-04-28,5,1590,696,41526,43812
2019-04-29,26,76765,10583,631074,718422
2019-04-30,9,22532,13666,276386,312584
2019-05-01,2,322,588,17661,18571
2019-05-03,7,23448,6915,333843,364206
2019-05-04,7,4916,2296,99138,106350
2019-05-05,11,3373,2176,62811,68360
2019-05-06,8,8661,2411,147350,158422
2019-05-07,10,4588,2901,95644,103133
2019-05-08,6,1587,1628,33488,36703
2019-05-09,17,32995,5228,337594,375817
2019-05-10,15,32923,7758,509613,550294
2019-05-11,3,1606,690,29221,31517
2019-05-12,11,13627,3808,197319,214754
2019-05-13,4,5862,1447,95505,102814
2019-05-14,4,753,617,23294,24664
2019-05-15,4,843,544,18533,19920
2019-05-16,8,9506,2772,119921,132199
2019-05-17,6,165840,6943,949289,1122072
2019-05-18,5,19056,4088,200562,223706
2019-05-19,16,14781,6462,233918,255161
2019-05-21,6,793,753,29991,31537
2019-05-22,6,18260,6609,178839,203708
2019-05-23,27,3697,2300,70768,76765
2019-05-24,29,26457,7854,329735,364046
2019-05-25,21,37151,7289,410397,454837
2019-05-26,1,71,98,3285,3454
2019-05-27,9,1026,780,17535,19341
2019-05-28,3,269,345,8109,8723
2019-05-29,4,2141,978,42093,45212
2019-05-30,9,1436,1019,47140,49595
2019-05-31,14,38870,9736,476767,525373
2019-06-01,4,9274,1438,58081,68793
2019-06-02,1,127,146,4604,4877
2019-06-03,1,199,150,5621,5970
2019-06-04,6,596,1016,18868,20480
2019-06-05,1,44,85,818,947
2019-06-07,1,1511,718,20564,22793
2019-06-09,2,93,122,2149,2364
2019-06-10,5,3452,1577,64474,69503
2019-06-11,3,4455,791,57774,63020
2019-06-12,4,7727,2911,97151,107789
2019-06-13,8,19413,2934,272338,294685
2019-06-14,4,2342,1624,30832,34798
2019-06-15,16,56718,6281,492903,555902
2019-06-16,5,1616,1205,35136,37957
2019-06-17,7,418,477,10497,11392
2019-06-18,5,30661,2889,250948,284498
2019-06-19,10,3911,4488,90617,99016
2019-06-20,8,95199,7143,651047,753389
2019-06-21,7,2041,1004,52122,55167
2019-06-22,2,4380,662,37334,42376
2019-06-23,8,51963,10293,426969,489225
2019-06-24,26,12413,4833,176685,193931
2019-06-25,22,4752,3194,97165,105111
2019-06-26,19,1234,1227,30265,32726
2019-06-27,6,1414,1120,25273,27807
2019-06-28,14,18958,23771,424486,467215
2019-06-29,2,6571,2370,164564,173505
2019-06-30,2,413,287,11056,11756
2019-07-01,3,2263,1548,37843,41654
2019-07-02,7,9653,2771,122771,135195
2019-07-03,6,3746,1445,61108,66299
2019-07-04,2,4579,1054,59435,65068
