flat_id;normalized_pixel_mean;light_proportion;Window_True;score;luminosity_score
3538203;0.5800615796245199;0.44473442703799015;0.09523809523809523;0.614305704832077;0.373344700633535
3609836;0.5835277026173016;0.4852096083445115;0.0;;0.35624577032060434
3609902;0.5261434264629169;0.23309859154929577;0.0;;0.2530806726707376
3620842;0.8093701239659019;0.8671684274278098;0.125;0.7616828083992004;0.6005128504645706
3621191;0.5216585520492919;0.27185655381944446;0.08333333333333333;0.6715565919876099;0.29228281306735654
3621212;0.6339957998756935;0.5089443361808462;0.20689655172413793;0.8222619593143463;0.4499455625935593
3621248;0.5566637488328665;0.22084821428571427;0.0;;0.25917065437286024
3621260;0.536315911434018;0.2717280505952381;0.2857142857142857;0.7939661741256714;0.36458608258118064
3621275;0.5403176147194988;0.29894694010416667;0.0;;0.27975485160788854
3635168;0.4863619296108315;0.2715996972368178;0.125;0.8324936628341675;0.2943205422825498
3635454;0.5372268154573658;0.34732142857142856;1.0;0.6454837441444397;0.6281827480095981
3637700;0.8931434970992141;0.8563202247191011;0.0;;0.5831545739394385
3637716;0.5758505540236929;0.30357421875;0.0;;0.2931415909245643
3637886;0.5682814357476083;0.4170397418478261;0.17391304347826086;0.641963854432106;0.3864114070245651
3638149;0.5467171245234204;0.4069997829861111;0.375;0.7780419058269925;0.44290563583651044
3638974;0.5423540101398815;0.23621495327102804;0.0;;0.25952298780363653
3639047;0.5952785633484163;0.5700206043956044;0.0;;0.3884330559146736
3639056;0.4357183433944565;0.19327256944444446;0.5555555555555556;0.8047461152076721;0.3948488227981522
3639066;0.5091764122315593;0.3447767857142857;0.0;;0.28465106598194834
3659578;0.6571046321286692;0.555910203342648;0.22727272727272727;0.7212472558021545;0.48009585424801476
3660086;0.6981479906970806;0.6425923766323806;0.18518518518518517;0.7699614763259888;0.5086418508382154
3661467;0.562994945744569;0.3774831822931109;0.6551724137931034;0.6984485105464333;0.5318835139435945
3661523;0.8093701239659019;0.8671684274278098;0.125;0.7616828083992004;0.6005128504645706
3661653;0.5879994090439791;0.4167744113537072;0.11764705882352941;0.7294349074363708;0.37414029307373853
3661692;0.6028784984079101;0.41452524038461547;0.11538461538461539;0.8872891068458557;0.37759611805904697
3661722;0.45394105732570805;0.27674479166666666;0.0;;0.2435619496641249
3667532;0.6622900953727777;0.5728078962279424;0.1724137931034483;0.671435022354126;0.46917059490138935
3671999;0.5835055796176248;0.4672139840797576;0.2631578947368421;0.62573082447052;0.4379591528114081
3672308;0.6613681240742133;0.5865016805377722;0.3181818181818182;0.7140930550439017;0.5220172075979346
3674163;0.6811540218712534;0.6017173487934736;0.37037037037037035;0.8429446220397949;0.5510805803450324
3676909;0.47645336527091436;0.19648662860576918;0.5833333333333334;0.8134244339806693;0.4187577757366723
3677881;0.424396234114016;0.1295138888888889;0.36;0.761438164446089;0.3046367076676349
3678419;0.5721477590420408;0.33509225959117556;0.09090909090909091;0.798214316368103;0.3327163698474357
3679462;0.5771700118883024;0.4308844150641026;0.07692307692307693;0.5103622674942017;0.36165916795849395
3685454;0.6914901939703603;0.6615644925268056;0.225;0.5665188233057658;0.5260182288323889
3686610;0.4882769680403025;0.2532937098450491;0.14285714285714285;0.7424628734588623;0.2948092735808315
3691321;0.5788791360294118;0.31326171875;0.0;;0.29738028492647056
3691358;0.5788791360294118;0.31326171875;0.0;;0.29738028492647056
3693771;0.41123127104377094;0.22398141571969699;0.3181818181818182;0.6741436975342887;0.3177981683150955
3695018;0.5606158407373366;0.3590250651041666;0.0;;0.3065469686138344
